text,emoji,discovered
Stinky Pirate,🏴‍☠️,False
Great Wall Of Niagara,🌉,False
Iolos Angeles,🤔,False
Field of Venus,🌺,True
Yin Yang Soup,🍜,False
Apple Carrot,🥕,False
Sticky Potter,🧙‍♂️,False
Cementary,🌲,False
Pope Tornapotamus,🦛,True
Space Rice Cooker,🚀🍚,False
DUI Broom,🧹,False
Dog Mountain,🐕⛰️,False
Ragnarokini,🤖,False
Paper Witch,🧙‍♀️📜,False
Mt. Ever Ore,⛰️,False
Jesus Mouse,🐭,False
Hot Saturn,🔥🪐,False
Selfie Titanic,🚢,False
Grey Town,🏙️,False
Cyberlaundry,🤖,False
Logan,🐺,False
Super Combine Harvester,🚜,False
Adobe Rose,🌹,False
Darth Sader,😈,False
Nutcase,🤪,False
Rocky Mountain Jewelry,🏔️💎,False
Appalachula,🏞️,False
Great Wall Of Hell,🏜️,False
Planet Of The Apes,🐒,False
Netherdino,🦕,False
Genie Car,🧞‍♂️,False
Mecha Sword,🗡️,False
Cheesy Cannon,🧀🔫,False
Apple Carp,🐟,False
Jabba Rice,🍚🐌,False
Bubblefish,🐡,False
Spy Egg,🕵️‍♂️,False
Bear Mountain,🐻,False
Fog Cream Lasagna,🤔,True
Blogspotting,📝,False
Yoga Whale,🐳,False
Meteor Frog,🐸,False
Buddha Fly Trap,🌵,False
Jet Shark,🦈,False
Prayer Flag,🙏🏼,False
Iron Jack Burton,🚪🔨👨,False
Crawfish Pie,🦞🥧,False
Pineapple Cone,🍍🍦,False
Finding Dorothy,🌪️,False
Air BNB,🏠,False
Paraboat,🚤,True
Antelope Cocktail,🍹,False
Tornadroll Paper,🌪🧻,False
Mud Pit,💩,False
Shoeship,👟,False
Pudding Phoenix,🍮🔥,False
Pudding Dam,🍮🏞️,False
Prince Of Potatoes,🥔,False
Aurora Tank,🌌,False
Salmon Leap,🐟🌊,False
Olive Sandwich,🥪🫒,False
Super Muddy Puddle,🌧️,True
Choozephyr,🐶,False
Gryphonade,🐉,False
Wereprayingmantis,🦗,False
Wooden Jet Engine,🪵🔥✈️,False
Rice Cannon,🍚🔫,False
Sphagetti Monster,👾,False
Cyclopes,👁️,False
Mountain Dew Dirt Bike Blast,🏍️,False
Mosaic Venus,🌺👸🏽,False
Piece of Space Debris,🛰️,False
Secret Formula,🤫,False
Squirrel King,🐿️,False
Tea Matterhorn,🍵🏔️,False
Cthulhu Mountain,🌋,False
Clanwreck,🤦‍♂️,False
Snapdragon Surf,🏄‍♂️,True
Plumber Dragon,🐉,False
Steam Fish Tank,🐟,False
CandaSwasabi,🇨🇦,False
Whoosh,💨,False
Mud Lasagna,🤢,False
Fire-troll,🔥👹,False
Rainbow Jordan,🌈,False
Surf Tea,🏄,False
Netherite Toast,🍞🔥,False
Soggy Ruins,🏚️🌧️,False
Damn Mouse,🐭,False
Carp Cake,🐟🎂,False
Sodium Hypochlorite,💧,False
Crash Smurf,💥👨‍🦰,False
Venicepunk,🎭,False
Smurf Jack Sparrow,🍄⚔️🏴,False
420kale,🌿,False
Super Monster Truck,🚚,False
Diableruption,😈,False
Paddy King,🍀👑,False
Duck Farm,🦆,False
Sneeze OK Computer,🤧🎵,False
Shattered Shrine,🏚️,False
Cheechworm,🐛,True
Space Surf Party,🚀🏄‍♂,False
The Dandelion House,🌼,False
Laser Ring,💫,False
Smurf Con Carne,🍖🍄🍴,False
Ninja Milkshake,🥤,False
Cloud Burst,☔️,False
Mud Bob Squarepants,🧽,False
Super Crash,💥,False
Flying Frog Sundae,🐸🍨✈️,False
Cyberland,🌐,False
Muddy Rootbeer,🍺,True
Sand Hydra,🐍,False
Lily Fizz,🌸,True
Supercentaur,🦄,False
Arctic Wolf,🐺,False
Soggy Sandwich,🥪,False
Hulatractor,🚜,True
Swan Juice,🦢,False
Glass Ceiling,🚪,False
Dandelion Honey,🌼🍯,False
Smog Phoenix,🌫️,False
Comicon,👽,False
Sour Station,🍋,False
Holy Trap,😇,False
Ice Cream Headache,🍦,False
Brontosaurus Rocket,🦕🚀,False
Corn Fungus,🌽🍄,False
Swiss Dog,🐕,False
Mr. Potato Voltron,🥔,False
Space Cervantes,🚀,False
Hogwarts Tsunami,🌊,False
Haycano,🌾🌋,False
Wall-e Roll,🤖,False
Drunken Squirrel,🐿️🍺,False
Werebear Mahal,🐻🏰,False
Sandwitch House,🏠,False
Penguin Ghost,🐧,False
Fratricide,🔪,False
Dustbong,🧹,False
Hamtini,🐹🍸,False
Goatpeacock,🐐🦚,False
Fog Monster,👻,False
Bob Marley Milkshake,🍦🎶,False
Black Paint,🎨,False
Rocky Mountain Hyena,🏔️🐾,True
Steelhead,🐟,False
Icelandic Dressing,🇮🇸👗,False
Fly Cone,✈️🍦,True
Clanzer,🤖,True
HeidiMac,🤔,False
Crayonhole,🖍️,False
Dandelion Funnel Cake,🌼🍩,False
North Korea,🇰🇵,False
Cursed Fish,🐟,False
Mount Klum,🏔️,False
Chocolate Megalodon,🍫,False
Bazooka,💣,False
Minaret,🕌,False
Doctor Leviathan,🐙,False
Tractor Surfing,🚜,False
Yakiniku Roll,🍣,False
Slate-nado,🌪️,False
Mushroom Burger,🍔,False
Bluegrass,🎻,False
Airportkraken,🐙,False
Giant Jellyfish,🦑,False
Corn Juice,🌽🥤,False
Kratom Jetpack,🚀,False
Pea Man,🌱👨,False
Geothermal Emulsion,🌋,False
Ewok Pickleback,🤢,True
Honda Canoe,🛶,True
Super Napkin,🦸‍♂️,False
Marty,🐶,False
Diabetic Coma,🍩,False
Lost Angeles,🌴,False
Yakmores,🦌🔥🏕️,False
Balsamic Vinegar Of Bahamut,🍇,False
Shockwave,💥,False
Pumice Tea,🍵,False
Prince Patrick,👑,False
Duck Moses,🦆🌊,False
Crayon Salad,🖍️🥗,False
Pianocane,🎹,False
Lever,🔧,False
Gundroid,🤖,False
Flying Rapunzel,🧜‍♀️,False
Skim Tea,🍵,False
Princess Of Persia,👸,False
Time Apple,⌚️,False
Duck Tower,🦆,False
Zephyr Freezer,❄️,False
StarKist,🐟,False
Snow Robot,🤖❄️,False
L.A. Shaman,🧙‍♂️,False
Cbamen,🤔,True
Shipment,📦,False
Vape Nebula,💨🌌,False
Laser Tank,💣,False
Were-box,📦,False
Mr. Potato Spy,🥔,False
Mountain Dew Code Red Aloe Burst,🏔️🍹🌴,False
Caspian Truck,🚚,False
Werechimney,🏚️🐺,False
Steampunk Apple Juice,🍎🔧,False
Giant Crab,🦀,False
Sushi Bomb,🍣,False
Sushi Shooter,🍣🔫,False
Giant Hippie,🌼,False
Puppet Master,🎭,False
Super Sword,🗡️,False
Zombie Mumtrap,🧟‍♂️,False
Gnomepad,🍄🏞️,False
Monkey Flytrap,🐒,False
Doctor Mario,💊,False
Mordorca,🏝️,False
Lilytopia,🌺,False
Glitter Conditioner,💫,False
Holy Were-plant,🌿,True
Polar Mayonnaise,❄️,False
Pillow Factory,🛏️🏭,False
Fishy Business,🐟,False
Smoking Viper,🚬🐍,False
Squirrelgurgeon,🐿️,True
Pterodaddy,🦖,False
Vineformer,🍇,True
Sour Ash,🍋🌳,False
Pokedust,✨,False
The Hills Are Alive,🎶,False
Super Santa,🎅,False
Super Pelicant,🦩,False
Pigfin,🐷,False
Helicar Synchro,🚁,True
All-Nighter,🌙,False
Chili Power,🌶️,False
Hay-e,🌾,False
Rocky Mountain Antnado,🌪️,False
Cursed Fishstick,🐟,False
Happy Accident,😃,False
Ham Salad,🍖,False
Sandboard Rocket,🏄‍♂️,False
Flytractor,🚜✈️,False
Julie Gollum,🧝‍♀️,True
Paper Pickle,📜🥒,False
Super Ouroboros,🐍,False
Tattooed Tomatoes,🍅,True
Swamp-throat,🐸,True
Sun Fries,🍟☀️,False
Dogglaf,🐶,True
Netherite Gem Sword,⚔️,False
Steam Ogre,👹,False
Fruit Tractor,🍓🚜,False
Fire Jetski,🔥🌊,False
Muddy Island,🏝️,False
Ms.,👩,False
Biofuel Breathing Dragon,🐉,False
Sick Car,🤒🚗,False
Penguin Tree,🐧,False
Duck Rabbit,🦆,False
Architecture,🏢,False
Dew Cell,🥤,True
Robomagic,🤖,False
Steam-troll,🚂👹,False
Stonedami's Workshop,🛠️,True
Trufflefish,🍫🐟,False
Scarefridge,🎃,False
Golfini,🏌️‍♂️,False
Budwine,🍺,False
Coal House,🏠,False
Burning Quetzalcoatl,🔥🐍,False
Tug Car,🚜,False
Splinters,🪵,False
Rocky Mountain Train,🚂🏔️,False
Coral Wine Tank,🍷,False
Flying Kangaroo,🦘,False
Rocky Mountain Prince,🏔️🤴,False
Poacher,🐾,False
Tsunamoon,🌊,False
Gnome Sundae,🍨🧙‍♂,False
Glass Hash,🔍,False
Sweatmobile,💦🚗,False
Liberty Moss,🌿,False
Space Weapon,🚀🔫,False
Do Re Mi,🎶,False
Gondorian Swamp Sushi,🍣,False
Super Yacht,🛥️,False
Ice Cream Burger,🍔,False
Drank,🍷,False
Slaves,⛓️,False
Rainbow Sand Buggy,🌈🏎️,False
Disc Doom,🎮,True
Phelps,🏊,False
Mope,🐸,False
Frat Tower,🏢,False
Beef Canyon,🥩,False
Monkling,👾,False
Glass Ant,🐜🔍,False
Appalachian Metropolis,🏞️,False
Screamcake,🍰😱,False
Wereandroid,🤖,False
Brontosmurf,🦕,False
Air Mattress,🛏️,False
Bluesneeze,🤧,False
Sneeze Monkey,🐵,False
Zombie Tanker,🧟‍♂️,False
Antzilla,🐜,False
Steampunk Ammolite,⚙️🔮,False
Oil Baron,🛢️,False
Pork Chop Venice,🍖🛶🌆,False
Moo-tinous,🐄🌌,False
Cryptocannabis,🌿,False
Poison Cloud,☣️,False
Muddy Tractorboard,🚜🌧️,False
Tea Priest,🍵👨‍,False
Swamp Harvester,🚜🌿,False
Holy Dandelion Ice Cream Sandwich,🍦,True
Flying Gator,🐊✈️,False
Ice Cream Monkey,🍨,False
Moon Tart,🌙🥧,False
Zombie Windmill,🧟‍♂️,False
Rock Bagpipe,🎸🎶,False
Street Car,🚋,False
Colombia,🇨🇴,False
Duck And Rime,🦆🌊,True
Mountain Dew-tornado,🌪️,False
Steam Train Station,🚂,False
Super Werepalm,🐺🌴,False
Valkyrie Flytrap,🌱,False
Flat Heidi,🦔,False
Drunkus Mons,🍺,True
Smoking Titanic Flytrap,🚬🚢🪲,False
Mount Do,🏔️,False
Orca-Na,🐳,True
Star Frog,🐸⭐️,False
Mariachi,🎸,False
Edward,🐺,False
Glassicorn,🦄,False
Pizza Poem,🍕📝,False
Spacefish,🐟,False
Garbage Phoenix,🗑️🔥🦅,False
Surf Count,🏄‍♂️,False
Skate Station,🛹,False
Duck Saki,🦆,False
Sand Bath,🛀,False
Re-tea-goose,🦆,True
Dry Slushie,🥤,True
Hot Cat,🐱,False
Sandstorm Knight,🏜️,False
Dragon Mario,🐉,False
Pasta Demon,🍝👹,False
Poison Pope,💩,False
Rasta Lawn,🌿🇯🇲,False
Captain Nemo’s S’mores Sundae,🍨,True
Antmonkey,🐜🐒,False
BHO,🍯,False
Piston Doom,🔫,False
Jeep Holmes,🚙,False
Teleporting Hamster,🐹,False
Blogforce,💻,False
Steam Vikings,🚂🗡️,False
Sandskipper,🐤,False
Lycaon,🐺,False
Duck And Snus,🦆,True
Santa Rita,🎅,False
Frosty Dandelion Wine,❄️🌼🍷,False
Stinky Leprechaun,🍀,False
Cloud Jesus,☁️,False
Yokoso,🙋,False
Ferry Tale,🏰,False
Jonas Salk,💉,False
Sinkbot,🚰🤖,False
Apple Pie Recipe,🥧🍎,False
Blood Bank,💉,False
Space Battle,💫,False
Muddy Netherite Sword,🗡️,False
Solar Smogasbord,🌞,True
Rice Harvester,🚜,False
Parrotweed,🌿,False
Swordfish Soup,🍲🐟🗡️,False
Witch Wellington,🧙‍♀️,False
Gates,🚪,False
Mountain Dew Canoe,🛶,False
Time Fries,⏰,False
Semi-Deodorant,🤔,True
Super Swamp Dragon,🐉,False
Flying Air Monster,👹✈️,False
Super Climber,🧗‍♂️,False
Hacked Venus Of Urbino,🔓,False
Electric Tea Rex,🦖,False
Hipposauce,🦛,False
Flying Meade,✈️,False
Mount Kelp,⛰️🌊🌿,False
Chocolate Swamp Flower,🍫🌿🌼,False
Sandquake,🌊,False
Steam Seals,🚂🦭,False
Tesla Pelican,🚘🦅,False
Tanzania,🇹🇿,False
Waterzilla,🐲💧,False
Roundup,🐄,False
Pineapple Tom,🍍🍅,False
Tsetse,🦟,False
Smurf Zoo,🔵🦍,False
Snowkatana,❄️🗡️,False
Coral Cannon,🐚🔫,False
Rainbow Rover,🌈,False
Chai Referee,🍵👮‍♂,True
Muddy Potato Head,🥔💩,False
Blanket,🧣,False
Goslingularity,🦢,False
Pumpkin Island,🎃🏝️,False
Prawniverse,🦐,True
Egg Thanos,🥚👊🏼,False
Windsurfing Venus Flytrap,🪰,False
Sand Tug,🏖️🪱,False
Steampunk Romance,💋,False
Snot Engine,👃,False
Dandelion Roll Tornado,🍣,False
Were-raft,🐺🚣‍♂,False
Mountaintop Zinfandel,🍷,True
Winged Victory,🏆,False
Robodictator,🤖,False
Prince Of Earth,👑,False
Coughing Range,🤧,False
Flying Shrubbery,🌿✈️,True
Goslingbot,🤖,False
Adobemon,🍎,False
Doctor Ice,❄️👨‍,False
Surf-e,🏄,False
Jackie Steamroller,🚜,False
Vapor Car,🚗💨,False
Stegosaurus Trap,🦕🕸️,False
Super Cygnus,🌌,False
Lady of the Lake,🌊,False
Ceviche,🐟,False
Lukewarming,🌡️,False
Super Paradise,🌴,False
Fire-flower,🌸,False
Sandwitch Of Blessings,🥪,True
Clockwork Statue,🕰️,False
Surf Spice,🏄‍♀️,False
Blogwall,📝,False
Monkey Waiter,🐒💼🍽️,False
Mountain Dew Troll,🗻🧝‍♂,False
Gnomecopter,🛩️,False
Minecart with TNT,🚂,False
Burning Stewpid,🔥,False
Hippoghostamus,🦄,False
Firefie,🔥,False
Surf Trap,🏄,False
Breadstone,🍞,False
Aardvark Nirvana,🐜🕊️,True
Honeymoon Salad,🥗,False
Tornadaplant,🌪️🌱,False
Icewine Glass,🍷,False
Swamp-e,🐊,False
Crimson,💉,False
Giant Caviar,🐟,False
Frost Pelican,❄️🦢,False
Snaplant,🌱,False
Delirium Tremens,🍺🤪,False
Oxygen Tank,💨,False
Cybertrucknado,🌪️,False
The Fall of Kings,👑,False
Squidtini,🍸,False
Clean Coconut,🥥,False
Ark of the Covenant,📦,False
Mud Pop,🍫💩,False
Sparkler,✨,False
Beach Body,🏖️,False
Super Jade,💎,False
Mangroba,🤔,False
Christmas Wall,🎄,False
Captain High Pudding,🍮,True
Rally Raisin,🍇,False
Netherite Geode Sword,⚔️,False
Mollusk,🦪,False
Flying Eskimo,🥶,False
Gobi Bird,🐦,False
Lemonland,🍋🌴🌞,False
Rainbow Parrot,🦜,False
Salmon Allergy,🐟🚫,False
Blackstone,🏛️,False
Brick Soup,🍲,False
Lemmy,🐍,False
Shiva Country,🇮🇳,True
Dark Tree,🌲,False
Teapotter,🍵,False
Avalanchese,❄️🏔️🌪,False
Wet Pina Colada,🍹,False
Steampunk Flytrap,🌿,False
Delta Mothman,🦋,False
Hot Ice Wine,🍷❄️,False
Log Tea,🍵,False
Hot Mayonnaise,🤢,False
Spa Day,💆,False
Steam Jet Dragon,🐉,False
Duckbill Hop,🦆,True
Tornado Teapot,🌪️,False
Apple Bomb,🍎,False
Antpad,🐜📝,False
Muddy Bubble Tea,🧋,False
Were-history,🐺,False
Netherite Necklace,💍,False
Camel Surfing,🐪🏄‍♂,False
Ironwood Tree,🌳,False
Rock Tea Cup,🪨🍵,False
Fire Fjord Storm,🔥🌊⛈️,False
Uruk-Hai,👹,False
Supercoconut,🥥,False
Clean Cat,🐱,False
Birthday Girl,👧,False
Dracula Trap,🧛,False
Super Teapunk,🍵🤖🎩,False
Frankencar,🚗,False
Bonsai Khan,🌳,False
Steampunk Great Wall Of China,🏯,False
Pizza Corn,🍕,False
Fruit Wolf,🍉🐺,False
Wakeboarding Rocket,🚀,False
Wind Storm,💨,False
Flash Rum,🍹,False
Tea Genie,🧞‍♀️,False
Fire Swamp Hatter,🔥🌿🎩,False
Shrimp Pitch,🦐🥅,False
Superpoison,💩,False
Sandy Wine Glass,🍷,False
Cult of Cronus,🌑,False
The Fall,🍂,False
Skatepuddle,🛹,False
Crocterminator,🐊,False
Catnipnado,🌪️,False
Werepigeon,🐦,False
Titanic Ii,🚢,False
Paper Castle,🏰,False
Dirty River,💩,False
Colonialism,🏛️,False
Muddy Breeze,🌬️💩,False
Cthulhu Stew,🍲,False
Doom Truck,🚚💀,False
Maple-were-tree,🍁🐺🌳,False
Cleaner Martini,🍸,False
Ghost Teapot,👻🍵,False
Steam Utopia,🌌,False
Inquisimech,🤖,False
Rally Boy,🏎️,True
Mountain Peak,🏔️,False
Prince of Bel Air,💨,False
Pecan Titan,🥧,False
Honeydragon,🐉,False
Marspunk,🚀🤖👽,False
Ash Crocodile,🐊🔥,False
Snap Train,🚂,False
Jade Snow,❄️,False
Jack-o-mountain,🎃,False
Ali Baba,🧞‍♂️,False
Grootka,🌳👽,False
Slobber,🤤,False
Gundamrita,🤖,False
Stinky Breath,👃,False
Apocar,🚗,False
2033,🔮,False
Steampunk Steamroller,🚂,False
SCOBY,🍯,False
Sound Of Survivor,🔊🦸‍♂,True
Regeneration,🔄,False
Lamb of God,🐑,False
Star Wave,🌊,False
Green Pasta,🍝🌱,False
Snow Crawfish,🦀,False
Superyakuzas,🕶️,False
Bumblehook,🐝,False
Sand Jonah,🐳,False
Solar Flower,🌻,False
Monster Riot,👾,False
Methylene Blue,💙,False
Brick Pet,🧱🐾,True
Bridge of Sighs,🌉,False
Icelandic Marshmallow,🍡,False
Anemone Bourguignon,🌺,False
Moon Bunny,🌙,False
Amphibious Steamboat,🚤🐸,False
Were-ring,🐺,False
Mountain Tree,🌲🏔️,False
Mecha Mermaid,🧜‍♂️,False
Stone Sushi,🍣,False
Star Nessie,🌟🦕,False
Amber Engine,🔧,False
Clockwork Cave,⏰🕰️🏞,False
Pixiepot,🧚‍♀️,False
Time Prawn,🦐⏰,False
Hobbit Tea,🍵🧝‍♂,False
Star Trek Bunny,🐰,False
Cleanfie,🧼,False
Hula-pocalypse,🌴,False
Netherite Prince,🔥👑,False
Pope Groot,🙏🏼🌳,False
Medal,🏅,False
Electric Burger,🍔,False
Blue Man Group,💙,False
Icelion,🌨,False
Flash Fire,🔥,False
Mountain Cyborg,🏔️🤖,False
Ewok Dinner,🍗🍖🍴,False
Cinderlock Holmes,🕵️‍♀,False
Drunk Dial,📞,False
Foggy Archipelago,🌫️🏝️,True
Super Fairy,🧚‍♀️,False
Pineapple Plantation,🍍,False
Seaweed Pasta,🍝,False
Super Coconut,🥥,False
Robo-potamus,🤖🦛,False
Time Conch,⏳,False
Space Jail,👮‍♂️,False
Open,📖,False
Flying Server,🛩️,False
Smoky Valkyrie,🔥👼,True
Blogvacuum,📝🌀,False
Yodela,🎵,False
Chili Rum,🌶️🍹,False
Chemistry Teacher,👨‍🔬,False
Steampunk Carboat,🚗🚤,False
Mecha Tasmanian Devil,🤖,False
Chia-o-lantern,🎃,False
Drunken Nemo,🍺🐠,False
Gatorhenge,🐊🗿,False
Tesla-rex,🚗,False
Sword of the Mountain Dew Lily,⚔️,True
Firebreather,🔥,False
Apple Salmon,🍎🐟,False
Fruit Squito,🍉🦟,False
Oslor,🏙️,False
Apocalypsodor,🌪️,False
Pea-Brained,🧠,False
Soundwave,🔉,False
Muddy Tea Devil,🍵👹,False
Peeping Tom Sawyer,👀,False
Fishing Jeep,🎣🚙,False
Potatogolem,🥔,False
Journalist,📰,False
Crypt Keeper,👻,False
Moonbomb,🌕💣,False
Mousekini,🐭,False
Fire Pop,🍬,False
Rube Goldberg,🤖,False
Kangaroo Rat,🐀,False
Tree Boat,🛶,False
Tornadathon,🌪️,False
Mountain Dew Dew,🏔️🥤,False
Vape Life,💨💨💨,False
Fountain Of Confusion,🤔,True
Tornado Pooh,🌪️🐻,False
7 Dwarfs,🐷,False
Helicarboat,🚁🚤,False
Super Kraken,🐙,False
Corsage,💐,False
Zombie Temple,🧟‍♂️,False
Potatotruck,🥔🚚,False
Drunk Gingerbread Man,🍺,False
Pope Tart,🍪👑,False
Sick Pig,🐷,False
Steampunk Fata Morgana,🌌,False
Chariot of the Gods,🛸,False
Dustgoblin,🧚‍♂️,False
Goat-rita,🐐🍹,False
Iron Plesiosaur,🦕,False
Space Cappuccino,☕️🚀,False
Roller,🎢,False
Blue Castle,🏰,False
Bubbly,💦,False
Ice Road Truck,🚚,False
Herd of Corks,🍾🍾🍾,False
Glowing Rose,🌹,False
Salmon Village,🐟🏞️,False
Spongevoltron,🧽🤖,False
Steam Cycle,🔥🔄,False
Holy Dandelion Tea,🍵,False
Drunken Ozymandias,🍺🗿,False
Fire Cerberus,🔥,False
Flying Cocktail,🍸✈️,False
Snout,🐽,False
Smells,👃🏼,False
Soggy Rings,🍟,True
Super Fire-osaurus,🔥🦖,False
420dracula,🌌,False
Dust Teapot,💨,False
Yogaville,🧘‍♀️,False
Valve,🎮,False
Super Andes,🏔️,False
Electric Saki,⚡🍶,False
Dead Cowboy,💀,False
Ice Beer,🍺,False
Baked Sushi,🍣,False
Tigercorn,🌽,False
Damn Slow,🐢,False
Igor,🧟‍♂️,False
NIMBY,🏘️,False
Salmon Time,🐟🕒,True
Pumpkin Samurai,🎃,False
Hedgeshrimp,🦐,False
Mr. Potato Salmon,🥔,False
Portal Sushi,🍣🌀,False
Dirty Scratch,🤢,False
Mercury Tea,☕️🪐,False
Muddy Baby Polar Bear,🐻‍❄️,False
Fire Corn,🌽,False
Steel Rocket,🚀,False
Thunderlord,🌩️,False
Vape Skater,🛹💨,False
