text,emoji,discovered
Pizza Cutter,🍕,False
Moai,🗿,False
Brunch,🥞,False
Aurora,🌌,False
Calm,🧘‍♀️,False
Australia,🦘,False
Christian,✝️,False
Puddle,💦,False
Cruise Ship,🛳️,False
Europe,🇪🇺,False
Gold,💛,False
Vacation,🏖️,False
Crash,💥,False
Drunk,🍺,False
Siren,🚨,False
Flattened Moses,🐭,False
Snow Globe,🌨️,False
Bat,🦇,False
Flying Carpet,🪃,False
Crop Circles,👽,False
Steamship,🚢,False
Alcohol,🍷,False
Sword,🗡️,False
Steam Hawaii,🌺,False
Commandments,📜,False
Geysers,🌋,False
Sharknado,🌪️,False
Excalibur,🗡️,False
Harpy,🐦,False
Party,🎉,False
Chess,♟️,False
Time Machine,⏰,False
Ostrich,🦤,False
Vampire,🧛,False
Mummy,🧟,False
Kangaroo,🦘,False
Kraken,🐙,False
Moon,🌙,False
Sinking,🌊,False
Supervolcano,🌋,False
Cyclone,🌀,False
Yacht,🛥️,False
Cannon,🔫,False
Checkmate,♟️,False
Saint George,🐉,False
Brunch of the Gods,🍳,False
Hawaiian Pizza,🍕,False
Hawaiian Shirt,🌺,False
Earthquake,🌋,False
Hot Tub,🛁,False
Wipeout,💥,False
Rainbow Unicorn,🦄,False
Thou Shalt Not Eat Meat,🐄,False
Air Raid,💥,False
Pottery,🏺,False
Graffiti,🎨,False
Dust Angel,👼,False
Genie,🧞‍♂️,False
Dragonfly,🐛,False
Shipwreck,🚢,False
Geyser,🌋,False
Thor,⚡️,False
Ice Cream,🍦,False
Valkyrie,🛡️,False
Jezus,😇,False
Parting,👋,False
Spa,💆,False
Vodka,🍸,False
Engineer,👷,False
Lucky Charms,🍀,False
Eclipse,🌑,False
Pancake Train,🥞🚂,False
Cave Tiki Bar,🏝️,False
Pineapple,🍍,False
Meteor,💫,False
Werewolf,🐺,False
Whale,🐳,False
Jacuzzi,🛁,False
Battery,🔋,False
Flat Pancake,🥞,False
Aliens,👽,False
T-rex Pizza,🍕,False
Creationist,🌎,False
Hippalectryon,🦄,False
Crop Duster,🚜,False
Alarm,🚨,False
Captain Crunch,🍼,False
Chess Engine,♟️,False
Dracula,🧛,False
Pilot,✈️,False
Seaplane,🛩️,False
Tide,🌊,False
Yeti,🧊,False
Sushi,🍣,False
Banksy,🎨,False
Snowman,☃️,False
Adam,👨,False
Sharkcano,🦈,False
Computer,💻,False
Abominable Snowman,🐻,False
Nessie,🐙,False
Funnel-Web,🕷️,False
Egypt,🇪🇬,False
Tourist,🏝️,False
Tiki Falls,🌊,False
Skateboard,🛹,False
Dust Nessie,🐢,False
Tablets,📱,False
Krakatoa,🌋,False
Mumshark,🦈,False
Captain,🧑‍✈️,False
Air Force,✈️,False
Fountain of Youth,💦,False
Vegan,🌱,False
Art,🎨,False
Money,💵,False
Christianity,✝️,False
Street Art,🎨,False
Loch Ness Monster,🐊,False
Chess King,♚,False
Airship,🛩️,False
Cave Man,🦴🔥,False
Recharge,🔌,False
Cereal,🥣,False
UFO,🛸,False
Bjork,🦋,False
Lawn,🌱,False
Spa-gan,🍝,False
Sharktopus,🦈,False
Flying Pancake,🥞,False
Drunken Unicorn,🦄,False
Alien,👽,False
Golem,🏛️,False
Aquaman,🐠,False
Pina Colada,🍹,False
Chess Queen,👑,False
Fertilizer,💩,False
Djinn,🧞‍♂️,False
Sauna,🧖‍♀️,False
Werewolf Train,🐺,False
Electric Eel,🦎,False
Kellogg,🌾,False
Intelligent Designer,🌅,False
Hula,🌺,False
Ra,🌞,False
Fish Food,🐠,False
Canada,🍁,False
Snowglobe,🌨️,False
Confederation,🇨🇦,False
Immortal,👻,False
Toucan,🐦,False
Lamp,💡,False
Wormhole,🕳️,False
Tube,🚇,False
Robot,🤖,False
Pipe,🚰,False
Aladdin,🧞‍♂️,False
Pirate Ship,🏴‍☠️,False
Chessnado,🏰,False
Comet,🌌,False
King Arthur,👑,False
Airbus,🛫,False
Igloo,⛄️,False
Steam Slingshot,💨,False
Midas,👑,False
Crepe,🥞,False
Hangover,🍷,False
Hot Air Balloon,🎈,False
Captain Hook,🪝,False
Hot Dog,🌭,False
Dustbin,🗑️,False
Air Force One,🛫,False
Solar Eclipse,🌑,False
Air Force Two,🛩️,False
Spring,🌸,False
Cleaning,🧹,False
Bandage,🤕,False
Ibiza,🌴,False
Flying Fish,🐟,False
Queen of the Seas,🌊,False
Chess Yeti,♟️,False
Cross,✝️,False
Chess Clock,⏳,False
Tutankhamun,👑,False
Black Hole,🕳️,False
Hot Tub Time Machine,🛁,False
Vacuum,🧹,False
Steam Angel,👼,False
Artist,🎨,False
Church,⛪,False
Hot Brunch,🍳,False
Caveman,🦴,False
Statue of Liberty,🗽,False
Car,🚗,False
Round Table,🗽,False
Hell,👿,False
Wish,🌠,False
Vlad the Impala,🧛,False
Steam Cream,💦,False
Energy,⚡️,False
Toucan Sam,🐦,False
Surfing Tut,🏄,False
Aloha,🌺,False
Steam Engine,🚂,False
Meteorite,💫,False
Steam Punk,💨,False
Loch,🏞️,False
Tiki Pirate,🏴‍☠️,False
Toucan Surfer,🏄‍♂️,False
Belgium,🇧🇪,False
Titan,🌎,False
Vlad The Impala,🧛,False
Surf Man,🏄,False
Drunken Tiki Pirate,🍹🗿🏴,True
Big Bang,💥,False
Invisible Airplane,🚁,False
Pig,🐷,False
Flying Saucer,🛸,False
Pot of Gold,🌈,False
Knight,🤴,False
Brick,🧱,False
Marshmallow,🍡,False
Industrial Revolution,🏭,False
Sandstorm,🌪️,False
Sink,🚿,False
Magic,🧙‍♂️,False
Dust Storm,🌪️,False
Vase,🏺,False
Flying Sharktopus,🦈,False
Flatbread,🥐,False
Squid,🦑,False
Pigasus,🐷,False
Smores,🍫,False
Cornflakes,🌽,False
Bowie,🌌,False
Nation,🏳️‍🌈,False
Finland,🇫🇮,False
Invisible Air Force One,🛩️👻,False
Electricity,⚡️,False
Eggs Benedict,🍳,False
Pita,🥙,False
Poutine,🍟,False
Sponge,🧽,False
Triton,🔱,False
Transformer,🤖,False
Tomb Raider,🏺,False
Russia,🇷🇺,False
Dragonball,🐉,False
Supernova,🌠,False
Peter Pan,🌳,False
Clean,🧼,False
Dragon Fruit,🍍,False
Rum,🍹,False
Dragonball Z,🐉,False
Lady Liberty,🗽,False
Bank,💰,False
Outback,🐨,False
Supermoon,🌕,False
Cerealist,🍳,False
Snow Whale,🐋,False
Waffle,🧇,False
Sinkhole,🌋,False
Sandcastle,🏖️,False
Monster Truck,🚚,False
Pteranodon,🦖,False
Hail,❄️,False
Superman,🦸,False
Locomotive,🚂,False
Tiki Tsunami,🌊,False
Giant,🐘,False
Bathtub,🛁,False
Vegetarian,🌱,False
Tinkerbell,🧚‍♀️,False
Hourglass,⌛,False
Froot Loops,🍓,False
Lara Croft,🏹,False
Rocket,🚀,False
Skatecation,🛹🏖️,False
Fruit,🍇,False
Sausage,🌭,False
Godzilla,🦖,False
Zeppelin,🎈,False
Smoke,💨,False
Apple,🍎,False
Putin,🇷🇺,False
Surfing Fish,🐠,False
Moai Pancake,🥞,False
S’more,🍫,False
Surfing Caveman,🏄,False
Frosty,❄️,False
Bacon,🥓,False
Eagle,🦅,False
Steamboat Willie,🐭,False
Apple Pie,🥧,False
Snowpiercer,🚂,False
Pancake Submarine,🥞🚢,False
Maple Leaf,🍁,False
Pigasus Angel,🐷🦄👼,False
Optimus Prime,🚚,False
Whirlpool,🌀,False
Rainbow Tutankhamun,🌈,False
Sushi Boat,🍣,False
King Kong,🦍,False
Vulture,🦅,False
Crucifix,✝️,False
Shock,😱,False
Cutlass,🗡️,False
Michelangelo,🎨,False
Christmas,🎄,False
Sea Dragon,🐉,False
S’mores,🍫,False
Penguin,🐧,False
Hot Buttered Rum,🥃,False
Flatilla,🛶,False
Jesus Roo,🙏🦘,False
Apple Watch,⌚️,False
Campfire,🔥,False
Icelandic Solar Eclipse,🌑🌞🇮,False
Canoe,🛶,False
Tiki Truck,🍍,False
Yoga,🧘‍♀️,False
Sharkicane,🌪️,False
T-rex,🦖,False
Smoking Moses,🚭,False
Time,⏰,False
Artificial Island,🏝️,False
Monastery,🏯,False
Parrot,🦜,False
Vandalism,💣,False
Universe,🌌,False
Piranha,🐟,False
Ash,🌋,False
Count Chocula,🍫,False
Dust Tide,🌪️,False
Farmer,🚜,False
Tuxedo,🎩,False
Ghost,👻,False
Hotcakes,🥞,False
Tunnel of Love,🚇,False
Moth,🦋,False
Demon,👿,False
Apple Watch Series 2,🏊,False
Jack Sparrow,☠️,False
Optical Illusion,🔭,False
Lawsuit,⚖️,False
Tranquility,🌊,False
Maple Syrup,🍁,False
Polly Moses,🐝,False
Tiki Art,🌺,False
Tiki Flatilla,🗿🛶🏝️,False
Zephyr Truck,🚚,False
Sweat,💦,False
Santa,🎅,False
Trump,💩,False
Golden Pancake,🥞,False
Cupid,💘,False
Dustnado,🌪️,False
Leprechaun,🍀,False
Seaman,🐟,False
Mickey Mouse,🐭,False
Pineapple Express,🍍,False
Cereal Killer,🔪,False
Fog,🌫️,False
Cave Skate,🛹,True
Piggy Bank,💰,False
Hot Dog Stand,🌭,False
Spaceship,🚀,False
Africa,🌍,False
Love,❤️,False
Monarchy,👑,False
North Pole,🎅,False
Wreck,🚢,False
Disney,🏰,False
Sandman,🏖️,False
Cactus,🌵,False
Singer,🎤,False
Hindenburg,💨,False
Tiki Time Machine,🗿⏰,False
Canadian,🍁,False
Tube Sock,🧦,False
Scarecrow,🎃,False
Unicron,💩,False
Polly,🐦,False
Ozymandias,🌋,False
Piggy,🐷,False
Eve,🌙,False
King of the Beach,👑,False
Golden Kong,👑,False
Big Apple,🍎,False
Surf Shark,🦈,False
Butterfly,🦋,False
Stegosaurus,🦕,False
Captain Prime,🦸‍♂️,False
Liberty Bell,🔔,False
Dusty Unicorn,🦄,False
Lovebird,💞,False
Dusty Dragon,🐉,False
Civil War,💥,False
Firebird,🐦,False
Tiki Dragon,🐉,False
Ice King,👑,False
Pharaoh,🙋,False
Ziggy,👽,False
Monk,🧘‍♂️,False
Santa Claus,🎅,False
Quebec,🍁,False
Dust Pizza,🍕,False
Freedom,🗽,False
Skeleton,💀,False
Moai Statue,🗿,False
King Of The Bank,👑💰,True
Don Quixote,🐴,False
Old Man,👴,False
Mimosa,🥂,False
Renaissance,🎨,False
Apocalypse,🌋,False
Sea-Thor,🌊,False
Monsanto,🌽,False
Frankenstein,🧟,False
Hula Hoop,💃,False
Skater,🛹,False
Batman,🦇,False
Shenron,🐉,False
Superwoman,🦸‍♀️,False
Ship,🚢,False
Tardis,🚗,False
Sailor,⛵️,False
Skate Queen,🛹👑,False
Tablet,📱,False
Time Traveler,⏰,False
Pita Crunch,🥙🍴💥,False
M.C. Escher,🌀,False
Cyborg,🤖,False
Steamstrich,💨,False
Christmas Tree,🎄,False
Kong,🦍,False
Steam Triton,💦,False
Champagne,🍾,False
Thunder Force,⚡️,False
Sewage,🚽,False
Moby Dick,🐳,False
Lotion,🧴,False
Hot Dog Cannon,🌭🔫,False
Mountie,🐴,False
Buddha,🧘‍♂️,False
Snowflake,❄️,False
Dusty Dick,🍆,False
Hockey,🏒,False
Sphinx Dog,🐕,False
Twister,🌪️,False
Giraffe,🦒,False
Wizard,🧙‍♂️,False
Eskimo,🧊,False
Bat Cave,🦇,False
Cigar,🚬,False
Tiki Car,🏝️,False
Tesla,🚗,False
Indiana Jones,🏺,False
Sputnik,🛰️,False
Gigantor,👾,False
Chronos,⏰,False
Mushroom,🍄,False
Hot Buttered Lava,🌋🧈🔥,False
Bird King,🐦👑,False
Steam Pterodactyl,🦖,False
Smog,🌫️,False
Steamtopus,🐙,False
Frosty Chocolate,🍫,False
Trompe L’oeil,🎨,False
Pollywog,🐸,False
Aqua-Hoop,🤿,False
Batcave,🦇,False
Ziggy Stardust,👽,False
Disaster,🌪️,False
Monster,👾,False
Skatebaptism,🛹,True
Doctor Who,🕰️,False
Tidal Wave,🌊,False
Aphrodite,💘,False
Apple Watch Series 2 Nike+,⌚️👟,False
Clark Kent,👔,False
Ten Commandments,📜,False
Chesspiece,♟️,False
Neanderthal,🧐,False
Incense,🕯️,False
Vlad The Impaler,🧛,False
Surfing Pirate,🏄‍♂️,False
Spring Wrecker,🌸🌪️,False
Casper,👻,False
Resurrection,🌹,False
Lumberjack,🪓,False
Flat Rock,🏜️,False
Enlightenment,💡,False
Banker,💼,False
Surfing Angel,😇,False
Air Force None,👟,False
Eggs Ash Benedict,🍳,False
Duchamp,🚽,False
Dish,🍽️,False
Turtle,🐢,False
Greece,🇬🇷,False
Dinosauro,🦖,False
Steam Kong,🦍,False
Soggy Cereal,🥣,False
Dragon Boat,🚣,False
Queen,👑,False
Apple Yeti,🧊,False
Eggs Baptist,🥚,False
Orthodox,✝️,False
Tiki Pizza,🍕,False
Houseboat,🛥️,False
Superbird,🦅,False
Troll,👹,False
Ostrich Egg,🥚,False
Stick,📎,False
Dustin,👦,False
Emperor,👑,False
Crepe Suzette,🥞,False
Froot,🍉,False
Calamari,🦑,False
Captain Kangaroo,🐨,False
Safari,🐘,False
Jesus Troll,🙏🏼👹,False
Cerberus,🐶,False
Captain Planet,🌎,False
Gyro,🍔,False
Steam Knight,🧙‍♂️,False
Helsinki,🇫🇮,False
Mat,🧶,False
Invisible Air Force None,🤷‍♂️,True
Planet,🪐,False
Princess,👸,False
King,👑,False
Dishwasher,🧽,False
The Doctor Who Tunnel Of Love,🚀,False
Aqua Queen,👑🌊,False
Polly Unicorn,🦄,False
Polly Sausage,🌭,False
Chessurfing,🏄,False
Tiki Lamp,🗿,False
Hot Dog King,🌭,False
Surf-thor,🏄‍♂️,False
Lawyer,👨‍⚖️,False
Tiki Jet,🗿✈️,False
Steam Ship,🚢,False
Clock,⏰,False
Plate,🍽️,False
Sword of Omens,🐯,False
Lion-O,🦁,False
Pirate King,🏴‍☠️,False
Tiki Viking,🌋,False
Democracy,🗳️,False
Time Travel,⏰,False
Pina Colada Truck,🍍,False
Cleanliness,🧼,False
Chess Unicorn,🦄,False
Artmas,🎨,False
Sand-thor,🏜️⚡️,False
Astronaut,🚀,False
Magic Carpet,🪃,False
Sperm Whale,🐋,False
Crocodile Dundee,🐊,False
Psittacine,🦜,False
Rich,💰,False
Riddle,🧩,False
Sewer,🚽,False
Ice Cube,🧊,False
Ghost Train,🚂,False
Batmobile,🦇,False
Tornadobot,🤖,False
Kite,🪁,False
Cereal Box,📦,False
Robin,🦇,False
Stonefly,🪲,False
Revolution,✊,False
Hot Buttered Liberty,🔥🧈🗽,True
Space,🌌,False
Thor’s Hammer,🔨,False
Paradox,😵,False
Mickey,🐭,False
Hummus,🥙,False
Amphora,🏺,False
Crocodile,🐊,False
M.c. Gyro,🥙,True
Apple Car,🚗,False
God,🌌,False
Airbus A320,🛫,False
Ragnarok,🌩️,False
Rebirth,🌱,False
Trident,🔱,False
Fire Truck,🚒,False
Seadragon,🐙,False
Anubis,🐶,False
Tinkerbot,🤖,False
Chess Piece,♟️,False
Frog,🐸,False
Chicken,🐔,False
Sunrise,🌅,False
Tiki Impala,🍹,True
Dragon Crepe,🐲🥞,False
Chess Liberty,♟️,False
Cleanbot,🤖,False
Macgyver,🔧,False
Fireplace,🔥,False
Pirates of the Caribbean,🏴‍☠️,False
Gyroscope,🔄,False
Ashes,💨,False
Creation,💡,False
Witch,🧙‍♀️,False
Catholic,⛪,False
Surf Rock,🏄,False
Apple Watch Series 3,🍎,False
Pluto,🌌,False
Zombie,🧟,False
Anarchy,🚫,False
Steam Monster,👾,False
Hobbit,🍄,False
AI,🤖,False
Lunacy,🌙,False
Ghost Surfer,👻,False
Swordfish,🐠,False
Ice Casper,👻,False
Wood,🌲,False
Niagara Falls,🌊,False
Surfing Poseidon,🌊,False
President,🇺🇸,False
Zen,🧘‍♀️,False
Thunder Waffle,⚡🧇,False
Pope,🕍,False
Garage,🚗,False
Baconzilla,🐷,False
Renaissance Faire,🏰,False
Surf Plane,🏄‍♂️,False
Holy Water,💦,False
Moai Surfer,🏝️,False
Prince,👑,False
Joker,🃏,False
Fogstralia,🌫️,False
Tiki Barber,🏈,False
Skull,💀,False
Sweater,🧥,False
Galaxy,🌌,False
Kangaroo Cannon,🦘💥,True
Moai Ziggy,🗿,True
Moai Pizza,🍕,False
Crepe Car,🥞🚗,True
Batgiraffe,🦇🦒,False
Tiki Gyro,🍢,False
Captain Sushi,🍣,False
Greenhouse,🏡,False
Surfing Unicorn,🦄,False
Prince of Whales,🐳,False
Hot Tub Time Machine 2,🛁,False
Surfing Nessie,🏄‍♀️,False
Artificial Intelligence,🤖,False
Plutonium,💣,False
Tiki Narwhal,🌊,False
Snowtopus,🐙,False
Dust Whale,🐳,False
Helsinki Syndrome,🇫🇮🤯,False
Fireworks,🎆,False
Tiki Fish,🐠,False
James Bond,🕵️‍♂,False
New York,🗽,False
Sashimi,🍣,False
Evolution,🦖,False
Goku,👊,False
Squidpunk,🦑,False
Pirate Nessie,🏴‍☠️,False
Canadian Godzilla,🇨🇦🦖,False
Death,💀,False
Porky Pig,🐷,False
Sasquatch,🐻,False
Chess Hell,♟️🔥😈,False
Ice Skating,⛸️,False
Doctor Evolution,👨‍⚕️,False
Mario,🍄,False
Tiki-Tiki,🍹,False
Air Sushi,🍣,False
Donkey Kong,🐒,False
Optimus Pine,🌲,False
Tux,🐧,False
Justin,🐝,False
Popeye,🍟,False
Icarus,🕊️,False
Waffle Prime,🧇,False
Hangdog,🐶,False
Skateboarding,🛹,False
Pita Tut,🥙,False
007,🕵️,False
Tiki Monster,🌋,False
Apple Pie Nessie,🍎🥧🐉,False
Rainbow Ghost,🌈,False
Air Pollution,🌫️,False
Prince Charming,🤴,False
Doctor Porky Pig,🐷👨‍,False
Prick,🌵,False
Volcanicus,🌋,False
Dove,🕊️,False
Squidcake,🦑,False
Holiday,🎄,False
Lilo,🌺,False
Pizza King,🍕,False
Pirate Unicorn,🦄,False
Hot Canadian,🔥🇨🇦,False
Wonder Woman,💃,False
Steam Frankenstein,👻,False
Fairy,🧚,False
Mourning Dove,🕊️,False
Captain Checkmate,🏴‍☠️,False
Unicorn Crepe,🦄,False
Politics,🗳️,False
Fisherman,🎣,False
iPad,📱,False
Flying Finn,🚀🇫🇮,False
Pancake Tide,🥞🌊,False
Sandwich,🥪,False
Thunder Island,⛈️,False
Surf Mud,🏄,False
Sandwicron,🥪,False
Drunken Dove,🍸,False
Apple Tree,🌳,False
Aquawoman,💦,False
Donkey Kong Country,🐵,False
Hercules,🏹,False
Wedding,👰,False
Frankenberry,🍓,False
Rainbow Unicorn Pina Colada,🌈🦄🍹,False
Cyberpunk,🌃,False
Fiesta,🥳,False
Captain Waffle,🍳,False
Temple,🏯,False
Steam Locomotive,🚂,False
Goldschlager,🍸,False
Drone,🛩️,False
Deadmau5,🐭,False
Tiki Tornado,🌪️,False
Leviathan,🐋,False
Captain Nemo,🐳,False
Toucan Dove,🦜,True
Paul Bunyan,🌲,False
Hula Girl,💃,False
Doomsday,💣,False
Chocolate Tornadobot,🍫🌪️🤖,False
Indiana Jones and the Last Crusade,🏺,False
Sand Hook,🏖️,False
Time Knight,🕰️,False
Hawaiian Bandage,🌺🩹,False
Justin Bieber,🐻,False
Sand Angel,👼,False
Hula Tiki,🌺,False
Invisible Steamtopus,🐙,True
Eh-lu,🤔,False
Pigeon,🐦,False
Taxes,💸,False
Tiki Hockey,🏒🗿,False
Hawaii 5-0,🌺,False
Transformers,🚗,False
Pizza Surfing,🍕🏄‍♂,False
Ice Mat,❄️🧊,False
Jack,🃏,False
Steam Train,🚂,False
Time Control,⏱️,False
Neck,🤢,False
Serial Killer,🔪,False
GMO,🌽,False
Falcon,🦅,False
Dyson,🧹,False
Tiki Bird,🐤,False
Pita Bread,🥙,False
Tiki Pancake,🥞,False
Satan,😈,False
Rainbow Mummy,🌈,False
Buzz Lightyear,🚀,False
Steam Dragon,🐉,False
King Kong Truck,🚚,False
Eggs,🥚,False
Stone Head,🗿,False
Pirate Truck,🏴‍☠️,False
Colossus,🏗️,False
Orca,🐋,False
Mist,🌫️,False
Pizza Delivery,🍕,False
Irony,😒,False
SpongeBob,🍍,False
Titanic Surfer,🌊,False
Bomb,💣,False
Rainbow Prince,🌈,False
Steam Vampire,🧛,False
Mjölnir,⚡️,False
Explosion,💥,False
TNT,💣,False
Burning Bush,🔥,False
Tiki Ziggy,🍹,False
Axe,🪓,False
Surfing Sharktopus,🦈,False
Moon Train,🌛,False
Drunken Surfing Tut,🏄‍♂️,True
Rainbow Cleanbot,🌈🤖,False
Rastafarian,👳,False
Indiana Godzilla,🦖🏺,False
Sundae,🍨,False
Soup,🍲,False
Stanley Cup,🏆,False
Platypus,🦤,False
Songbird,🎶🐦,False
Tiki Bot,🤖,False
Pinebot,🤖,False
Lawnmower,🚜,False
Steampunk Triton,💦,False
Chocolate,🍫,False
Surf Zombie,🏄‍♂️,False
Captain Morgan,☠️,False
Horus,🌞,False
Napoleon,🐐,False
Lion,🦁,False
Marriage,💍,False
Hawaiian Skatebaptism,🤙,True
Forest,🌲,False
Vegeta,👑,False
Sea Unicorn,🦄,False
Vlad The Icelander,🇮🇸,False
Tiki Cream,🍹,False
Captain Zephyr,🚀,False
Monarch,👑,False
Abduction,👽,False
Sand Devil,🌵,False
Cavewoman,🦴👩‍,False
Windmill,🌬️,False
TARDIS,🚗,False
Spin,🌀,False
Tiktok,🎵,False
Solar Car,🚙,False
Valentine,💘,False
Paper,📃,False
Soup Sharktopus,🍲🦈🐙,False
Super Saiyan,💥,False
Acid Rain,🌧️,False
Ice Meteor,❄️,False
Painting,🎨,False
Dracorex,🦕,False
Devil Crepe,😈🥞,True
Hack,🔨,False
Hammered,🔨,False
Venus,♀️,False
Captain Train,🚂,False
Buzzilla,🐝,False
Spinach,🥬,False
Crocodile Eclipse,🐊🌑,True
Tiki Ness Monster,🌋,False
Pizza Skateboarding,🍕🛹,False
Octopus,🐙,False
Doctor,👨‍⚕️,False
Darwin,🐨,False
Liberty,🗽,False
Captain Sharktopus,🦈,False
Bankrupt,💸,False
Chessboard,♟️,False
Sugar Bear,🐻‍❄️,False
Zen Cereal,🥣,False
Ostrichman,🦤,False
Water-ski,🚤,False
Toucan Car,🦜🚗,True
Prince Tut,👑,False
Salad,🥗,False
Tiki Frog,🐸,False
Megatron,🤖,False
Parking,🅿️,False
David Bowie,👽,False
Alien Surfing Tut,👽🏄‍♂,True
Popcorn,🍿,False
Fogstralian Engineer,🇦🇺👷,True
Mustard,🌭,False
Nile,🐊,False
Osiris,🌌,False
Chess Nessie,♟️🦕,False
Salad Express,🥗,False
Space Magic,🌌,False
Pancake Force,🥞🔥,False
Skatebot,🤖,False
Wash,🧼,False
Gmo,🌽,False
Salad Surfing,🥗🏄‍♂,False
Banana,🍌,False
Bob Marley,🌴,False
Tiki Bond,🍹,False
Donkey Kong Country 2,🐵,False
Sandy Claus,🎅,False
Ice Tornadocorn,🌪️🦄,False
Seagull,🐦,False
Captain Jack Sparrow,☠️,False
Dragon Pizza,🍕,False
War,💥,False
Chicken Nugget,🍗,False
Golden Egg,🥚,False
Doctor Luna,👩‍⚕️,False
Swan,🦢,False
Sun Tzu,🌞,False
Cthulhu,🐙,False
Flying Crunch,🚀🍪,False
Apple Crocodile,🍎🐊,False
Iron,🔨,False
Cave Skateboarding,🏞️🛹,True
Milky Way,🌌,False
Gollum,🐉,False
Saladpiercer,🥗,False
Knife,🔪,False
Solar Flare,🌞,False
Figure Skating,🛼,False
Fire Kong,👑,False
Tiki Triton,🌊,False
Toadstool,🍄,False
Stitch,🐙,False
Bald Eagle,🦅,False
Snail,🐌,False
Prince on the Rocks,🍸,False
Space Jacuzzi,🛁,False
Art of Surfing Poseidon,🏄‍♂️,False
Dragoncorn Eggs Benedict,🐉🦄🥚,True
Sarcasm,😒,False
Captain Wizard,🧙‍♂️,False
Lemon,🍋,False
Nautilus,🐚,False
Bieber,🐻,False
Yin Yang,☯️,False
Invisible Tardis,🚀🕰️,False
Donkey Kong Country 3,🐒,False
Picasso,🎨,False
Summer,🌞,False
Apple Pancake,🥞,False
Golden Moai Statue,🗿,False
Hot Dog Car,🌭🚗,False
Ice Doctor,❄️👨‍,False
Sharktopus Man,🦈,False
Rapper,🎤,False
Snoop Dogg,🐶,False
Slippery Slope,🛤️,False
