first,second,result
Power,Cough Syrup,Superman
Stewpid,Green,Envy
Canoe,Peat,Boat
Windmill,Smeagol,Gollum
Audrey,Stench,Stench
Bahamut,Flamethrower,Dragon
Breeze,Broken,Wind
Flying Chariot,Time Machine,Time Chariot
Ice Cream Cone,Sharktopusnado,Sharktopusnado
Sand Phoenix,Slush,Sandwich
Snow Devil,Mad Hatter,Snowman
Mountain Dandelion,Sharktopusnado,Nothing
Tear,Great Wall Of China,China
Appalachian Mountains,Chai,Appalachian Chai
Quasar,Snoop,Dogg
Milkshake,Wet Cat,Catshake
Zombie King,Spudnik,Zombie Spudnik
Mud Weed,Solar Wind,Dust
Moon Dew,Land,Plant
Janitor,Wasabi,Sushi
Santa Fe,Spongebob,Sandy
Werepalm,Tortoise,Turtle
Knight,Compost,King Arthur
Meade,Dutch,Heineken
Santa,Referee,Christmas
Rock,Swark,Stone
Skeleton,Rock,Fossil
Racism,Margarita,Tequila
Solar Power,Town,Solar City
Captain Nemo,Werepig,Captain Ham
Dune,Bouncy Ball,Sand
Tornado Truck,Tractor,Tornado Truck
Colorado,iFjord,Nothing
Apple Pie,Toadstool,Mushroom
Gnomish,Ragnarok,Gnome Ragnarok
Yellow Car,Lunar Pop,Moon
Shattered,Hookah,Vase
Tractor Fly,Dogg,Dogg
Foggy Sundae,Genie,Foggy Sundae
Flip Flop,Muddy Piggy Bank,Nothing
Windows,Dyson,Vacuum
Tugtractor,Hay Fever,Hay Tractor
Snowdrop,Tea Car,Snowplow
Atlas,Mount Rushmore,Statue of Liberty
Steam Plant,Clockwork,Steam Engine
Baptism,Steam Trap,Steam Trap
Water Lily,Mega Mushroom,Venus Flytrap
Mega Mushroom,Pig,Super Mario
Sodium Chloride,Richter Scale,Salt
Snowmobile,Vampire Flower,Snowflake
Seaplane,Hut,Houseboat
Dogg,Seagull,Nothing
Fire Plant,Mine,Dynamite
Bacon Tree,Tsunamori,Nothing
Fishing Boat,Snail,Turtle
Wedding Ring,Hot Air,Divorce
Caesar,Black Pearl,Cleopatra
Dragon Fish,Holy Fire,Nothing
Movie,Blizzard,Frozen
Sage,Nautilus,Ammonite
Sand Dollar,Sea Dragon,Sand Dollar
Steam Lizard,Pen,Dragon
Moonshine,Asphalt,NASCAR
Rain,Steampunk Dandelion,Steampunk Dandelion
Highway,Flying Ice Cream Cone,Nothing
Spaceship,Mudathon,Mudathon
Rescue,Kratom,Nothing
Cloud Station,Force,Storm
Abominable Snowman,Landship,Yeti
Painting,Multiverse,Art
King,Sand Golem,Sphinx
Speed,Kiln,Bullet
Oktoberfest,Fish Tank,Beer
Rose,Reflection,Mirror
Fishing Boat,Moonfish,Moon
Steam Forest,Greenhouse,Jungle
Treasure,Cygnus,Swan
Piston,Cheese,Mouse Trap
Wine,Pisces,Drunk
Werebee,Lighthouse,Werebee
Kratom,Saint,Kratos
Ursa Major,Mountain,Big Dipper
Broom,Tornado Castle,Witch
White House,Tunnel of Fudge,Scandal
Pyromaniac,Samurai,Fireman
Fever,Luau,Hawaii
Cyborg,Candy,Robot
Blood Moon,Smoke Detector,Nothing
Geothermal Power Plant,Internet,Bitcoin
Pope,Cygnet,Swan
Snowy Owl,Tibet,Yeti
Fishing Boat,Steam Planet,Nothing
Air Force,Gold Bar,Money
Dragon Egg,Radiation,Mutant
Disc,Dandelion,Frisbee
Hangwish,Art,Artist
Ent,Sailor,Ent-Man
Smoke,Croco,Crocodile
Drunk,Helijet,Crash
Hedgehog,Stick,Porcupine
Air Force,Wall,Fortress
Prawn,Firewater,Shrimp
Radio,Sandblaster,Nothing
Trees,Steampunk Eclipse,Nothing
Anemone,War Pig,Poseidon
Surfing Pig,Mud Tea,Muddy Pig
Mountain Vine,Arrowhead,Bow
Napkin,Wreck,Paper
Hula Tsunami,Sandy Claus,Nothing
Harpy,Amusement Park,Nothing
Explosion,Balsamic Vinegar of Modena,Balsamic Vinegar Of Modena
Smell,Obama,Osama
Lung,Terminator,Arnold Schwarzenegger
Parking Lot,Smores,Campfire
Summer,Lichen,Moss
War,Squirt Gun,Water War
Dutch Oven,Windmill,Don Quixote
Steamwolf,Adobepunk,Steamwolf
Compost,Burning Bush,Ash
Ice Fishing,Fire-osaurus,Nothing
Flying Sand,Steamboard,Sandboard
Oil Drum,Swampasabi,Nothing
Baby,Cryptid,Chupacabra
Acid,Lily,Venus Flytrap
Swine,Flying,Pig
Carboat,Potamus,Hippocampus
Trawler,Tornado Dragon,Nothing
Stake,Werepuddle,Vampire
Fire Flower,Wet Paint,Fire
Atlas,Barn,Titan
Rebirth,Dill,Pickle
Trashcan,Solar Tea,Solar Tea
Paraglider,Bob Marley,Bobsled
Lupus,Chicken,Werechicken
Swampcano,Dragon,Dragoncano
Engine,Tea Flower,Teapot
Smoke,Shattered Glass,Mirror
Seaweed,Mountain Dew Ice,Soda
Great Wall of China,Wish,Genie
Eye,Vatican,Pope
Minecraft,Champagne,TNT
Steamroller,Homework,Flat Homework
Tiamat,Balsamic Vinegar,Sushi
Murder,Smog,Crime
Coin,Shrimp,Prawn
Delf,Race,Dolphin
Space,Terminator,Alien
Dust Storm,Gecko,Sandstorm
Paper Airplane,Duck Soup,Duck Tape
Airplane,Ice Trap,Crash
Scroll,Olympus Mons,Zeus
Windsurfer,Mine,Windmill
Prayer,Train Wreck,Wreck
Dandelion Wine,Cactuar,Cactus Wine
Paper Boat,Smurf Village,Smurf Boat
March,Nirvana,Smells Like Teen Spirit
Winemaker,Dessert,Nothing
Banana Split,Jupiter,Planet
Junk,Sand Golem,Sand Castle
Wetware,Aquarium,Nothing
Jetstream,Muddy Wind Farm,Clean Wind Farm
Spore,Burning Zeppelin,Mushroom
Apple Tree,Splash,Apple
Great Wall of China,Clockpunk,Time Wall
Quagmire,Hot Fudge Sundae,Quagmire
Thorn,Pitch,Rose
Audrey II,Seymour,Little Shop Of Horrors
Firekraken,Hay Fever,Sneeze
Masterpiece,Super Avalanche,Masterpiece
Firebird,Carnivore,Phoenix
Invention,Crane,Construction
Sand Dunes,Flying Dandelion,Desert
Absinthe,Venus of Urbino,Nothing
Wiper,Fairy Godmother,Nothing
Banyan,Mummy,Tree
Mudboard,Confession,Mud
Helicopter,Space Tsunami,Tsunami
Windsurfing,Vacuum,Sailing
Potluck,Peanut,Allergy
Fire Ski,Sand Buggy,Desert Buggy
Gin,Tarrasque,Nothing
Cruise Ship,Salt,Sailor
Fireplace,Clean Teapot,Tea
Vampire Dandelion,Flying Cow,Flying Vampire Dandelion
Delorean,Reed,Back to the Future
Tractor Nemo,Little Shop Of Horrors,Tractor Nemo
Wealth,Diamond Axe,Money
Holy Dandelion,Dew Duck,Dew Duck
Battlefield,Groot,Tree
Cloud Station,Car Wash,Rain
Crabgrass,Shaman,Crab
Chipotle,Angler,Nothing
White Pearl,Nimbus,Cloud
Balloon,Steam Workshop,Steam Engine
Fishbowl,Sand Worm,Fish
Mucus,Steam,Snot
Muddy Trout,Swampnado,Muddy Troutnado
DNA,Bloody Mary,Vampire
Chicken,Foggy,Foghorn
Death,Piglet,Bacon
Paper Boat,Chainsaw,Ship
Nuclear Explosion,Megalodon,Godzilla
Robostar,Zephyr Train,Robostar Zephyr
Sandcastle,Casper,Ghost
Toasted,Warrior,Knight
Sea Dragon,Laser Cannon,Sea Monster
Cactuar,Village,Desert
Pasta,Dandelion House,Pesto
Drunken Batman,Burn,Fireman
Space Shuttle,Honeydew,Moon
Ant,Hammerhead,Shark
Wakeboarding,Asteroid,Meteor
Mud Bowl,Spy,Mud Bowl
Fire Breath,Cottonwood,Dragon
Duckling,Year,Swan
SOS,Urn,Sarcophagus
Chariot,Seagull,Sailboat
Labrador,Ducktor,Nothing
Cnidaria,Fungi,Nothing
Canada,Pudding,Poutine
Surfer,Swan Boat,Swan
Bob Marley,Lawrence,Nothing
Dragon Trap,Tux,Prince
Flying Sushi,Battery,Flying Fish
Paddle,Light Bulb,Paddle Boat
Rice Paddy,Black Hole,Rice
Honey Pot,Hole,Bear Trap
Dandalf,Gargoyle,Gargoyle
Cement,Snow Devil,Snowman
Pope,Flame,Fire
Green Tea,Candy Cane,Matcha
Paper Mountain,Mocha,Coffee
Choo Choo,Tortoise,Turtle
Terminator,Cough Honey,Arnold Schwarzenegger
Steam Train,Leda,Zeus
Mountain Tsunami,Lawnjet,Nothing
Swine Flu,Crayonado,Crayonado
Trap,Heliduck,Duck
Stadium,Leafblower,Leafblower
Smores,Leafblower,Campfire
Match,Air,Fire
Snake,Cheech,Chiron
Seaweed,Wizard,Mermaid
Avalanche,Steam Man,Snowman
Hermit Crab,Tesla Tower,Crabzilla
Clockwork,Crash Bandicoot,Cog
Quagmire,Blowhole,Whale
Chlorine,Margarita,Pool
Holy Water,Snowtank,Snowman
Chauffeur,Pirate,Captain
Tornado,Pencil Tree,Pencil
Monster Truck,Smokefish,Smoke Monster
Carrot,Aircraft Carrier,Bugs Bunny
Kaleidoscope,Werewindmill,Werewindmill
Shrine,Telescope,Observatory
Shards,Flying Vine,Kite
Airship,Dustbin,Garbage Truck
Pompeii,Helisurfing,Vesuvius
Water Lily,Slush,Lotus
Beer Trap,History,Beer Trap
Wind Weed,Fjord Flytrap,Fjord Flytrap
Holy Hand Grenade,Mongol Wave,Holy Mongol Wave
Mermaid,Anemone,Sea Anemone
Snowpunk,Clay,Snowman
Canal,Tsunamas Tree,Palm
Dagger,Boulder,Throwing Knife
Calamity,Aspen,Nothing
Rice Field,Picnic,Sushi
Pterodactyl,Lotus Flower,Dragon
Potamus,Odin,Hippopotamus
Campfire,Flying Lawnmower,UFO
Reggae,Anemone,Bob Marley
Piranha,Swine,Pig
Steam Detector,Lava Cake,Volcano
Teahouse,Fireworks,Tea
Ice Tea,Borealis,Nothing
Dandelion Wine,Swamp King,Swamp Wine
Lunar,Space Fish,Moon Fish
Audrey II,Fratnado,Audrey Iii
Paper Canyon,Pot of Gold,Nothing
Sand Planet,Tenochtitlan,Tatooine
Steam Egg,Junk,Nothing
Moon Dust,Flying Car,Lunar Rover
DNA,Goblin,Human
Energy,Swamp Quagmire,Bog
Bong,Beach Train,Beach Train
Tesla Coil,Dusty,Frankenstein
Baptism,Time Paradox,Jesus
Tremor,Spongebob,Earthquake
Compost,Rocket,Fertilizer
Space Captain,Chicken,Space Chicken
Match,Superplant,Fire
Bacon,Stool,Pig
Steam Surf Punk,Flying Dutchman,Nothing
Flying Newfie,Hula,Flying Hawaiian
Cherry Blossom,Christianity,Japan
Flying Sand,Broccoli,Nothing
Smog Cone,Drunken,Drunk
Goat,Longsword,Chimera
Pearl Diver,Fire Tea,Fire Breather
Steamwine,Romance,Love
Mech,Coco Taxi,Mech Taxi
Sandtrap,Mutant,Sandman
Mountain Wine,Molehill,Mountain
Tea Monster,Teleporter,Tea Monster
Boil,Steam Tornado,Tornado
Magnifying Glass,Hippopotamus,Hippopotamus
Mouse Trap Car,Landscape,Landscape Car
Pope,Space Chia,Popeye
Selene,Sog,Moon
Melon,Frosty,Watermelon
Pope,Flying Dutchman,Pirate
Amphora,Whirlpool,Poseidon
Jacket,Ghost,Coat
Broccoli,Ale,Beer
Angler,Pressure,Fish
Land,Holy Hand Grenade,Crusade
Racist,Dictator,Trump
Coconut Milkshake,Flying Plant,Nothing
House,Cigarette,Fire
Pompeii,Pteranodon,Pterodactyl
Apple Car,Papyrus,Apple Car
Los Angeles,Scalpel,Plastic Surgeon
Splash,Dutch,Windmill
Compass,Pond Skater,Navigator
Gravity,Camelot,King Arthur
Slave Ship,Holy Spirit,Gospel
Venus Flytrap,Trainspotter,Train Flytrap
Steamboat,Gobi Desert,Gobi Desert
Knight,Tear,Chess
Dragonzilla,Spaceman,Alien
Double Katana,Supernova,Sword
Paper Canoe,Clown,Nothing
Ice Queen,Sandblaster,Snow
Rover,Fire-osaurus,Nothing
Church,Choo Choo,Train
War,Sydney,Australia
Sculpture,Dead Sea,Statue
Flying Truck,Sour,Lemon
Goldfish,Flowerpot,Aquarium
Surf Shuttle,Glasser,Glasser
Coughdrop,Sharktopus,Sharktopus
Cloud,Tiger Shark,Sharknado
Hotel,Piglet,Pigsty
Speed,Hangwish,Hangglider
Steam Train,Cauldron,Steam Engine
Snowboard,Bullet,Snowball
Pearl,Mothfly,Nothing
Ent,Netherite Sword,Treebeard
Peanut,Rocky,Mr. T
Cinderella,Rotten Egg,Stinky Princess
Moredon,Muddy Teacup,Muddy Moredon
Chariot,Gravity,Moon
Steamboat Punk,Volcanic,Steamboat Punk
Penguinado,Scream,Penguin
Lotus Flower,Fish Soup,Fish
Rainbow Roll,Hedge,Unicorn
Papyrus,Vampire Flower,Mummy
Pharaoh,Zephyr Station,Nothing
Fossil Fuel,Tumbleweed,Desert
Snow Whale,Firecracker,Snowman
Urn,Goose,Vase
Flying Frog,Fog,Flying Frog
Icebox,Hobbit,Frodo
Sage,Cheese,Pizza
Bjork,Apollo,Iceland
Fjord,Naboo,Fjordoo
Spaceman,Sourwolf,Nothing
Power,Sandboard,Sandboarding
Wedding Ring,Echo,Narcissus
Mountain Wine,Cupid,Love
Flowerpot,Pufferfish,Cactus
Electric Train,Space Station,Space Train
Flying Pig,Flying Horse,Flying Unicorn
Chocolate Milk,Dating,Chocolate Dating
Yak,Steam Surf,Yak
Fog,Flat Rock,Stonehenge
Dustin,Dinosaur,Dustinosaur
Flying Carpet,Muddy Wind Chime,Nothing
Chai-mummy,Snow Leopard,Nothing
Count Dracula,Crabgrass,Dracula Grass
Slice,Solaris,Slice of Solaris
Ant,Racetrack,Antelope
Rubble,Dirt,Landfill
Styx,Steam Solar System,Hades
Jar Jar,Oops,Binks
Umbrella,Air Conditioner,Rain
Kale,Surf and Turf,Kale Steak
Lava Cone,Landfill,Volcano
Watercolor,Thunderbird,Rainbow
Carbonara,Skull,Pirate
Pinocchio,Geothermal Plant,Puppet
Brontosaurus,Fire Station,Barbecue
Martini,Carnivorous Plant,Audrey II
Bacon,Steam Egg,Eggs Benedict
Tin,Breeze,Tin Whistle
Sick,Cannabis,Cure
Beach,Washing Machine,Sand
Flu,Mud Geyser,Mud
Rock,Tornado Castle,Stonehenge
Teacher,Wipers,Principal
Norway Spruce,Nymph,Christmas Tree
Steam Jetpack,Sandfly,Sandman
Vase,Superplant,Venus
Berserker,Oven,Baked Potato
CB,Captain Nemo,Nautilus
Jupiter,Pickleback,Gin
Computer,Mole,Hack
Drunk,Cacti,Desert
High,Drunkosaur,Dinosaur
Lagoon,Zephyr,Breeze
Wolfsbane,Duck and Cover,Werewolf
Don Quixote,Monster,Windmill
Sickle,Execution,Reaper
Observatory,Hamster,Astronaut
Humpback,Driftwood,Whale
Surfing Frog,Rocky Mountains,Surfing Frog
Cone,Santa,Christmas
Coconut Water,Piranha,Piranha Plant
Soup,Pop,Popcorn
Space Captain,Tank,Space Tank
Ent,Waterfall,Ent
Gold Bar,Crash,Cash
Cleopatra,Flood,Moses
Prometheus,Mountain Don’t,Fire
Piggybank,Moon Dust,Moon
Battle Axe,Space Truck,Nothing
Papyrus,Ivy,Paper
Frat Party,Pill,Nothing
Dart,Minecart,Minecart
Steamboat Willie,Sandblast,Mickey Mouse
Toad,Margarita,Lick
Crystal,Sleigh,Santa
Witch,Morning,Witching Hour
Sunset,Hay Fever,Allergy
Water,Coconut Palm,Coconut
Moonstone,Supervolcano,Moon
Headache,Anchor,Hangover
Steam Punk,Moonfall,Steam Punk
Dustover,Snakeboard,Dustover
Condor,Rainbowmobile,Condorman
Parting,Dust Pop,Moses
Rootbeer,Geyser,Soda
Mos Eisley,Mosquito,Mosquito
Mercury,Sunship,Nothing
Sake,Fresh,Sushi
Colored Pencil,Pigasus,Pigasus
Polly,Flying Ghost,Parrot
Yellow Car,Dino,Jurassic Park
Flying Frog,Vortex,Flying Frog
Vino,Fart,Wine
Snow Storm,Tea Plantation,Tea
Teavillage,Yellowstone,Teavillage
Shard,Rose Quartz,Rose
Aspirin,Hot Sauce,Fire Extinguisher
Garlic,Slavery,Vampire
Squirtle,Wave,Blastoise
Hula-Tsunami,Pokemon,Pikachu
Poison,Echo,Echo
Aquafan,Soil,Plant
Hoover,Gear,Nothing
Steam Tsunami,Nebula,Nothing
Robo-Fish,Hot Pocket,Nothing
Drink,Nuclear Submarine,Party
Hackash,Swine,Nothing
Fairy Tale,Burn,Hansel and Gretel
Steam Punk,Fire Lily,Steam Lily
Beach,Peak,Mountain
Light Bulb,Potato Chip,Computer Chip
Harbor,Reincarnation,Poseidon
Piggy Bank,Piggyback,Piggyback
Robocloud,Triple Axe,Robocloud
Geothermal Plant,Pollution,Volcano
Landing,Empire State Building,Plane
Tree of Life,Headache,Aspirin
Party,Fist,Punch
Lake Champlain,Moonflower,Champ
Were-dandelion,Rubber,Nothing
Terminator,Werefish,Terminator
Pancake,Carpathian,Vampire
Soggy Toast,Crocodile,Crocodile
Chef,Super Eruption,Volcano
Leviathan,Chicken Noodle Soup,Chicken of the Sea
Turbine,Fire Tree,Electricity
Cosmos,Broken,Black Hole
Teavillage,Zombie,Tea Zombie
Mangrove,Irrigation,Nothing
Piranha,Steampasta,Piranhas
Electric Eel,Hangtsunami,Poseidon
Skydiver,Rover,Moon Landing
Wet Dandelion Patch,Paperback,Book
System,Count,Counting System
Sand Dragon,Fire Tree,Phoenix
Winter,Beach House,Iceberg
Lemonade,Clean,Lemon
Trainwreck,Dandelion Patch,Dandelion
Cat,Werebot,Werecat
Clean,Amphibious Train,Clean Train
Mickey,Werefly,Werefly
Paddy Field,War Pig,Tank
Navigation,Ice Piranha,Iceberg
Dessert,Sunami,Tsunami
Dandelion Patch,Cardinal,Pope
Basket,Fjord Flytrap,Fjord Flytrap
Rice,Raincoat,Sushi
Combine,TNT,Bomb
Car Wash,Albatross,Bird Bath
Mickey Mouse,Longsword,Keyblade
Space Plant,Milestone,Nothing
Love,Engineer,Marriage
Seed,Lunar Dust,Moon
Obstacle,Sinkhole,Trap
Vaporizer,Hidden,Steam
Fishnado,Bonfire,Fish
Tempest,Traffic Ticket,Tornado
Sea Turtle,Turtle,Turtle
Star Whale,Paradise,Star Whale
Fishbowl,Potato Salad,Fish
Match,Polly,Parrot
Ninja,Pillar,Samurai
Corn on the Cob,Roast,Corn Roast
Rice Krispies,Tractorator,"Snap, Crackle, Pop"
Soggy,Oil Drum,Oil Spill
Wind Farm,Switzerland,Money
Cooking,Message,Recipe
SpaceX,Skateboard Ramp,Spacex
Christian,Excalibur,King Arthur
Dino,Wizard,Dragon
Woodpecker,Island,Palm
Tree of Life,Mountain Dew Ocean Blast,Mountain Dew Tree Of Life
Ant Ness,Tugboat,Tugboat
Ewok,Sharktopus,Sharktopus
House,Japan,Geisha
Subphoenix,Waste,Nothing
Mudskipper,Hangtsunami,Nothing
Graffiti,Peapod,Peas
Rosebud,Firewall,Firewall
Vandal,Teatown,Nothing
Oil Rig,Flour,Bread
Hot Spring,Spanish Inquisition,Hot Inquisition
Mountain Tsunami,Steamplane,Volcano
Autumn,Fire Axe,Rake
Muddy Piggy Bank,Ragnarok,Piggy Bank
Thomas,Kelp,Nothing
Ticket,Geysers,Yellowstone
Flying Ghost,Fault,Ghost
Iced Tea,Sunship,Nothing
Milk,Chia Teapot,Chia Latte
Snowblower,Paperback,Nothing
Teahouse,Furnace,Teapot
Fire Stone,Drink,Alcohol
Pigweed,Monkey,Chimp
Dogg,Jabba,Snoop
Coffin,Homework,Student
Bouncy Ball,Sunship,Sun
Steamboat Punk,Newfie,Nothing
Tea Plant,Pineapple Tree,Nothing
Cement,Clean Air,Concrete
Pie,Atlas,Pizza
Delta,Wealth,River
Plane Reef,Magma,Volcano
Steam Egg,Tent,Steam Egg
Warrior,Locust,Soldier
Duck And Cover,Wolf,Werewolf
Curtain,Fire Breathing Dragon,Fire Curtain
Future,Everest,Yeti
Autumn,Green,Leaf
Goat,Volcano,Lava
Parting,Diamond Block,Moses
Leak,Steel,Rust
Snowlily,Snowfish,Snowflake
Sydney,Flying Quagmire,Flying Quagmire
Watercolor,Rocknado,Paint
Princess,Surf,Mermaid
Battery,Mustard,Tesla
Cocktail,Hot Springs,Hot Tub
Coral Reef,Mutant,Cthulhu
Megatron,Sirius,Optimus Prime
Mountain Nymph,Mjolnir,Thor
Cardboard,Mad Hatter,Origami
Rescue,Water,Boat
Carrot,Sinking,Submarine
Stewish,Carrot,Stew
Peanut,Soggy,Peanut Butter
Moon,Mount Venus,Moon
Space Submarine,Lake,Space Ship
Lightsaber,Oil Tanker,Darth Vader
Mountain Bush,Fly,Cactus
Train Wreck,Wine Cellar,Wine
Dracula,Space Toast,Vampire
DNA,Tree,Human
Tesla Tower,Zephyr Truck,Tesla Truck
Ticket,Paper Boat,Cruise
Tesla Coil,Flat Rock,Lightning
Aztec,Bubbles,Chocolate
Space Captain,Teapot,Tea
Freedom,Chalk,School
Wedding Ring,Piggybank,Divorce
Lagoon,Potassium Nitrate,Saltpeter
Woodcutter,Pipe,Pipe
Jupiter,Electric Train,Zeus
Sashimi,Fire Blast,Sushi
Niagara Falls,Cut,Waterfall
Bomb,Cyclone,Tornado
Dishwasher,Water,Clean
Sewage,Papyrus,Toilet Paper
Periscope,Soap,Bubble
Fire Coral,Pisces,Fire
Tasmanian Devil,Fire,Fire Devil
Jetea,Flat Rock,Stonehenge
Paper Mountain,Earth,Molehill
Mosaic,Godzilla,Mosaic
President,Antelope,Obama
Explosion,Hydra,Dragon
Evidence,Cannon,Proof
Heidi,Viking,Heidi
Fruit Tree,Swamp Buggy,Nothing
Carnivorous Plant,Dust Weed,Venus Flytrap
Tea Storm,Drone,Tea Party
Omelette,Fairy Dust,Fairy
Combine,Ink,Pen
Dust Wolf,Supercontinent,Pangea
Malaria,Dragon Stew,Dragon
Chef,Cooking,Cook
Fish Food,Pumpkin,Jack-o-Lantern
Tsunamas Tree,Ketchup,Tomato
Dark Matter,Swine,Dark Pig
Batman,Hare,Rabbit
Ticket,Escape,Freedom
Dragon Flower,Litter,Dragon
Titanado,Jupiter,Zeus
Trash,Kingfisher,Garbage
Racism,Volcano,Lava
Heat,Sandboard,Sandboarding
Candle,Tidal Power,Electricity
Hippie,Gasoline,Fire
Chariot,Niagara Falls,Hydroelectricity
Holy Fire,Monkey,Monkey King
Fire Surf,Sailor,Pirate
Aphrodite,Fire Tsunami,Tsunami
Oread,Sos,Sos
Scroll,Pencil Tree,Paper
Salmon,Lily Shark,Shark
Monster Truck,Leaf,Leaf Blower
Overpass,Toadstool,Mushroom
Liberty Dragon,Rainbow,Rainbow Dragon
Fire Dance,Fishing Pole,Fish
Rock Garden,Launch,Space
Speed,Sharktopusnado,Sharktopusnado
Breakup,Hell,Breakhell
Were-dust,Sculpture,Were-statue
Spark,Rally,Nothing
Surf Shop,Steam Trap,Steam Punk
Demon,Shard,Glass
Fire Breath,Rocky Mountains,Volcano
Acid,Island,Volcano
Teapunk,Luau,Tiki
Janitor,Oil Drum,Grease
Tractor Mud,Engine,Tractor
Dump Truck,Sandtrap,Sand Castle
Flying Horse,Santa Claus,Pegasus
Skateboarder,Grand Canyon,Death
Dandylion,Boston Tea Party,Tea
Candle,Ghost Train,Ghost
Mississippi,Prayer,Memphis
Dirty Mad Hatter,Flour,Cake
Sermon,Cloud Trap,Preacher
Ice King,Sky,Cloud
Wreckage,Party,Hangover
Mountain Swamp Thing,Wind,Tornado
Dust Storm,Tibet,Sandstorm
Surgery,Shaman,Doctor
Sperm Whale,Fun,Spermin
Garbage Truck,Carmaid,Trash
Saturn,Steam Surfer,Saturn Surfer
Prickly Margarita,Sponge,SpongeBob
Spark,Mir,Star
Piggy,Poison Ivy,Pigpen
Fire Breath,Jadeite,Dragon
Fan,Protest,Riot
Holy Spirit,Virgin Mary,Jesus
Sandwich,Absinthe,Delirium
Ecosystem,Fanboy,Ecosystem
Idol,Steam Tsunami,Nothing
Ganges,Flip Flop,Ganga
Well,Sherry,Wine
Tractorboard,Tortilla,Quesadilla
Thor,Drunk Master,Drunk Thor
Artist,Fun,Painter
Mt. Everest,Potpourri,Mt. Everest
Wind,Optimus PRIME,Transformer
Dandelion Soup,Windy,Dandelion
Lily of the Valley,Perfume,Chanel No. 5
Robot,Coraline,Robot
Flying Saucer,Sasquatch,Alien
Frosting,Tornadobot,Cakebot
Holy Dandelion Wine,Dustnami,Nothing
Wheat,Sulfur,Bread
Flying Pelican,Parasol,Nothing
Muddy Pig,Bling,Piggy Bank
Steam Surf Punk,Ruins,Nothing
Shore,Dust Weed,Beach
Firecracker,Hashish,Nothing
Sail,Oasis Station,Ship
Roll,Winter,Snowball
Lord of the Rings,Dandelion Tea,Hobbit
Teacup,Owl,Wisdom
Hippopotamus,Transformers,Optimus Prime
Soot,Stone Soup,Stone
Tadpole,Dwarf,Frog
Artist,Geysers,Yellowstone
Superman,Golem,Superman
Black Pearl,Fighter,Pirate
