first,second,result
Butter,Oil Rig,Butter
Oil Rig,Breakup,Explosion
Oil Rig,Bunny,Oil Spill
Oil Rig,Burning Bush,Fire
Oil Rig,Calamari,Squid
Brontosaurus,Oil Rig,Dinosaur
Bull,Oil Rig,Oil
Oil Rig,Burger,Oil Spill
Burning Zeppelin,Oil Rig,Nothing
CB,Oil Rig,Oil Spill
Castle in the Sky,Oil Rig,Oil Platform
Carpathian,Oil Rig,Dracula
Cash,Oil Rig,Oil
Oil Rig,Carnation,Oil
Cauldron,Oil Rig,Oil
Calendar,Oil Rig,Oil
Oil Rig,Cathedral,Church
Oil Rig,Carnival,Oil Spill
Celebration,Oil Rig,Oil Spill
Oil Rig,Caduceus,Oil
Oil Rig,Cat,Cat Rig
Oil Rig,Cedar,Oil
Captain Hook,Oil Rig,Pirate Ship
Car Wash,Oil Rig,Oil Spill
Chicken of the Sea,Oil Rig,Chicken Of The Sea
Chameleon,Oil Rig,Camouflage
Oil Rig,Chest,Treasure
Oil Rig,Chia Pet,Oil Spill
Oil Rig,Cell,Battery
Cemetery,Oil Rig,Oil
Oil Rig,Chalk,Blackboard
Oil Rig,Chicken Noodle Soup,Chicken Noodle Soup
Oil Rig,Cherry,Cherry Bomb
Oil Rig,Cheese Wheel,Cheese Wheel
Oil Rig,Chainsaw,Oil Spill
Cerberus,Oil Rig,Hydra
Oil Rig,Chili Mushroom,Nothing
Cheshire Cat,Oil Rig,Oil Spill
Oil Rig,Cleaning,Oil Spill
Cloud Castle,Oil Rig,Cloud City
Oil Rig,Chess,Checkmate
Chili Pepper,Oil Rig,Fire
Oil Rig,Chip,Oil
Cloud Trap,Oil Rig,Oil Spill
Cloth,Oil Rig,Tent
Oil Rig,Chocolate Milk,Chocolate Milk
Oil Rig,China,Pollution
Oil Rig,Chocolate,Chocolate Fountain
Oil Rig,Clog,Platform
Clean Teapot,Oil Rig,Oil Spill
Oil Rig,Clockpunk,Oil Platform
Oil Rig,Cleanest,Nothing
Oil Rig,Colony,Oil Platform
Combine,Oil Rig,Oil
Oil Rig,Coke,Exxon
Oil Rig,Coin,Oil
Oil Rig,Cologne,Perfume
Oil Rig,Cobra,Oil Snake
Condor,Oil Rig,Oil
Oil Rig,Coconut Milkshake,Coconut Oil
Oil Rig,Colorado,Fracking
Oil Rig,Cognac,Oil Baron
Oil Rig,Cocaine,Cocaine
Coffee,Oil Rig,Fracking
Oil Rig,Coconut Water,Coconut Oil
Cloud Train,Oil Rig,Nothing
Cotton Candy,Oil Rig,Oil Spill
Cough Syrup,Oil Rig,Slick
Oil Rig,Cool,Iceberg
Oil Rig,Confession,Oil Spill
Oil Rig,Cornfield,Biofuel
Oil Rig,Count,Oil Baron
Oil Rig,Corkscrew,Oil Spill
Oil Rig,Cowboy,John Wayne
Cooking,Oil Rig,Fire
Oil Rig,Cork,Oil Spill
Constellation,Oil Rig,UFO
Oil Rig,Couch,Couch Potato
Cosmos,Oil Rig,Black Hole
Oil Rig,Cottonseed,Cottonseed Oil
Cross,Oil Rig,Church
Cruise,Oil Rig,Exxon Valdez
Oil Rig,Crabgrass,Oil Spill
Crop Duster,Oil Rig,Fertilizer
Crane,Oil Rig,Oil Platform
Crispy,Oil Rig,Fire
Crayfish,Oil Rig,Lobster
Oil Rig,Crab King,Crab King
Oil Rig,Crypt,Vault
Crystal Ball,Oil Rig,Oil
Crumb,Oil Rig,Bread
Communion,Oil Rig,Church
Crack,Oil Rig,Oil Spill
Oil Rig,Crayonado,Oil Spill
Cthulhu,Oil Rig,Cthulhu
Daffodil,Oil Rig,Flower
Cygnus,Oil Rig,Oil Spill
Cupid,Oil Rig,Oil Spill
Cup,Oil Rig,Oil Spill
Cybertron,Oil Rig,Oil Refinery
Oil Rig,Curse,Oil Spill
Dagger,Oil Rig,Pirate
Cut,Oil Rig,Oil Spill
Oil Rig,Dalai Lama,Oil Lama
Daddy,Oil Rig,Oil Daddy
Cybernetic,Oil Rig,Oil Rig
Oil Rig,DNA,Fossil
Cucumber,Oil Rig,Nothing
Oil Rig,Death Star,Oil Rig
Oil Rig,Day,Night
Oil Rig,Dandelion Roll,Oil Spill
Oil Rig,Demon,Oil Demon
Dandylion,Oil Rig,Oil
Dandelion Soup,Oil Rig,Oil
Oil Rig,Dark Matter,Black Hole
Oil Rig,Dandelight,Oil
Damn,Oil Rig,Drill
Darkness,Oil Rig,Oil Spill
Oil Rig,Date Palm,Palm Oil
Oil Rig,Dark Side,Darth Vader
Dandelion Island,Oil Rig,Nothing
Oil Rig,Dandelion Weed,Oil Spill
Oil Rig,Dirt Bike,Motorcycle
Oil Rig,Dill,Pickle
Don Quixote,Oil Rig,Windmill
Derail,Oil Rig,Explosion
Oil Rig,Dinner,Oil Spill
Oil Rig,Discovery,Oil
Dragon Fruit,Oil Rig,Biofuel
Diamond Sword,Oil Rig,Oil
Dragon Roll,Oil Rig,Fire
Oil Rig,Djinn,Genie
Oil Rig,Dionysus,Wine
Oil Rig,Double Rainbow,Oil Spill
Direction,Oil Rig,Drill
Oil Rig,Daffy,Duck
Dusty,Oil Rig,Oil
Dune Buggy,Oil Rig,Oil Tanker
Dump,Oil Rig,Oil Spill
Oil Rig,Dustnado,Oil Spill
Drunken Dragon,Oil Rig,Drunk
Dry,Oil Rig,Oil
Oil Rig,Dragon Tornado,Oil Spill
Drunken Master,Oil Rig,Jackie Chan
Oil Rig,Druid,Oil Spill
Oil Rig,Duck Sauce,Duck Sauce
Oil Rig,Dustbuster,Oil Spill
Duck And Cover,Oil Rig,Oil Spill
Oil Rig,Dust Allergy,Sneeze
Oil Rig,Dustover,Oil Spill
Ecosystem,Oil Rig,Pollution
Oil Rig,Europe,Norway
Ent,Oil Rig,Ent
Oil Rig,Electric Engine,Oil Tanker
Oil Rig,Dust Weed,Oil
Oil Rig,Factory,Oil Refinery
Oil Rig,Emperor,Oil
Excalibur,Oil Rig,Oil Spill
Oil Rig,Electric Car,Tesla
Oil Rig,Dyson,Oil Spill
Easter,Oil Rig,Jesus
Echo,Oil Rig,Oil
Oil Rig,Evil,Pollution
Edelweiss,Oil Rig,Oil
Oil Rig,Fault,Oil Spill
Oil Rig,Fire Dragon,Fire Breathing Dragon
Ferry,Oil Rig,Pirate
Oil Rig,Finland,Santa
Oil Rig,Fairy Tale,Jack
Fertile,Oil Rig,Oil
Oil Rig,Fire Dance,Fire
Family,Oil Rig,Rich
Feather,Oil Rig,Bird
Oil Rig,Fighter,Pirate
Fire Duck,Oil Rig,Fire Duck
Fire Cone,Oil Rig,Nothing
Fire Axe,Oil Rig,Fire
Oil Rig,Feed,Fish
Fire Lily,Oil Rig,Fire Flower
Fire Engine,Oil Rig,Fire
Oil Rig,Fire Ghost,Fire
Oil Rig,Fanatic,Nothing
Oil Rig,Fire Weed,Fire
Oil Rig,Fire Submarine,Fire
FireFox,Oil Rig,Firefox
Fire Whirl,Oil Rig,Fire
Oil Rig,Fire Ski,Fire
Oil Rig,Firetruck,Explosion
Oil Rig,Fireplane,Explosion
Oil Rig,Fire Tree,Fire
Oil Rig,Firekraken,Oil Spill
Oil Rig,Flambé,Fire
Fjord Flytrap,Oil Rig,Oil
Oil Rig,Fish Soup,Sushi
Flat Road,Oil Rig,Oil
Fishstick,Oil Rig,Fishstick
Oil Rig,Flowerpot,Oil
Oil Rig,Flat,Platform
Flip Flop,Oil Rig,Oil Spill
Oil Rig,Fishing Pole,Fish
Flat Rock,Oil Rig,Oil
Firewall,Oil Rig,Fire
Oil Rig,Flu,Sick
Oil Rig,Flying Cow,Milk
Flame Sword,Oil Rig,Fire Sword
Fire Fire Trap,Oil Rig,Oil Fire
Oil Rig,Flying Whale,Oil Tanker
Fondue,Oil Rig,Cheese
Oil Rig,Flying Frog,Flying Frog
Flying Machine,Oil Rig,Helicopter
Oil Rig,Flytrap,Venus Flytrap
Flying Spaghetti Monster,Oil Rig,Oil Spill
Oil Rig,Flying Fjord,Oil Tanker
Oil Rig,Forest Fire,Explosion
Oil Rig,Flypaper,Fly
Flying Sand,Oil Rig,Oil
Oil Rig,Flying Roast Duck,Nothing
Oil Rig,Flying Pelican,Nothing
Oil Rig,Flying Fisherman,Fishing Boat
Flying Ice Cream Cone,Oil Rig,Oil Spill
Oil Rig,Freezer,Iceberg
Oil Rig,Frozen,Iceberg
Fountain of Youth,Oil Rig,Oil
Oil Rig,Frank Herbert,Dune
Frat Party,Oil Rig,Exxon Valdez
Oil Rig,Freedom,Pirate
Oil Rig,Fridge,Oil
Oil Rig,Fruit Fly,Oil Spill
Frisbee,Oil Rig,Flying Disc
Fun,Oil Rig,Party
Oil Rig,Fulgurite,Lightning
Oil Rig,Future,Robot
Fruit Tree,Oil Rig,Palm Tree
Oil Rig,Frankenstein,Monster
Giant Dandelion,Oil Rig,Oil
Oil Rig,Glass Slipper,Cinderella
Oil Rig,Gasoline,Fire
Oil Rig,Gargoyle,Statue of Liberty
Garbage Truck,Oil Rig,Oil Spill
Oil Rig,Global Warming,Explosion
Glasser,Oil Rig,Glasser
Oil Rig,Gas,Fuel
Oil Rig,Garbage,Pollution
Ghost Ship,Oil Rig,Pirate Ship
Oil Rig,Gator,Swamp
Oil Rig,Gate,Oil
Oil Rig,Gale,Nothing
Oil Rig,Garnet,Nothing
Godzilla,Oil Rig,Oil Spill
Oil Rig,Great Wall Of China,Oil
Gollum,Oil Rig,Lord of the Rings
Oil Rig,Gorgon,Medusa
Oil Rig,Gosling,Ryan Gosling
Oil Rig,Gone With The Wind,Deepwater Horizon
Oil Rig,Glue,Sticky Situation
Oil Rig,Googleplex,Oil Spill
Oil Rig,GPS,Drill
Oil Rig,Gnome Village,Gnome Rig
Google Earth,Oil Rig,Google Oil
Oil Rig,Googol,Oil
Goblin,Oil Rig,Goblin
Oil Rig,Harbor,Oil Tanker
Hack,Oil Rig,Spill
Oil Rig,Gun,Nothing
Oil Rig,Hammerhead,Shark
Gold,Oil Rig,Money
Hangar,Oil Rig,Tanker
Grinder,Oil Rig,Oil
Oil Rig,Gunpowder,Explosion
Oil Rig,Hades,Oil
Hail,Oil Rig,Oil
Oil Rig,Green Tea,Green Tea
Greatsword,Oil Rig,Oil Sword
Oil Rig,Hair,Oil
Oil Rig,Green,Money
Oil Rig,Glowworm,Firefly
Oil Rig,Haunted House,Ghost Ship
Oil Rig,Haystack,Oil
Oil Rig,Herd,Oil
Oil Rig,Heat,Fire
Hell,Oil Rig,Oil
Hash,Oil Rig,Bong
Headache,Oil Rig,Explosion
Hashish,Oil Rig,Bong
Oil Rig,Heart,Love
Highway,Oil Rig,Tanker
Heaven,Oil Rig,Oil
Hieroglyph,Oil Rig,Pyramid
Hidden,Oil Rig,Oil
Oil Rig,Harvest,Gasoline
Oil Rig,Hot Air,Fire
Oil Rig,Hot,Fire
Oil Rig,Hoover Dam,Power Plant
Hippie,Oil Rig,Hippie
Oil Rig,Horse,Unicorn
Oil Rig,Holland,Windmill
Oil Rig,Holy Drunk,Jesus
Holy Dandelion Wine,Oil Rig,Holy Oil
Oil Rig,Honeymoon,Honey
Oil Rig,Hill,Oil
Holy Beer,Oil Rig,Nothing
Holy Smoke,Oil Rig,Oil Spill
Oil Rig,Holy Dandelion,Oil Spill
Oil Rig,Holy Weed,Bong
Oil Rig,Hedge,Hedge Fund
Hot Monkey,Oil Rig,Monkey Island
Oil Rig,Hula-Tsunami,Oil Spill
Oil Rig,Humpback,Whale
Hot Tub,Oil Rig,Oil Spill
Hot Sauce,Oil Rig,Fire
Hot Tea,Oil Rig,Oil Spill
Oil Rig,Hot Water,Oil
Oil Rig,Hot Chocolate,Hot Oil
Hula Hoop,Oil Rig,Oil Spill
Hot Springs,Oil Rig,Oil
Oil Rig,Hydra,Oil
Hydrogen,Oil Rig,Ocean
Oil Rig,Hot Fudge Sundae,Oil Spill
Ice Cream Sandwich,Oil Rig,Oil Spill
Oil Rig,Icebox,Oil
Oil Rig,Iron Man,Iron Man
Oil Rig,Internet,Fire
Ice Dragon,Oil Rig,Oil
Oil Rig,Ink,Pen
Oil Rig,Idol,Oil
Igloo,Oil Rig,Oil
Ice Age,Oil Rig,Fossil
Jack,Oil Rig,Black Gold
Ice Tornado,Oil Rig,Oil Spill
Oil Rig,Ice Lily,Oil
Oil Rig,Iced Tea,Tea Party
Oil Rig,Irrigation,Nothing
Jelly,Oil Rig,Jellyfish
Oil Rig,Juice,Lemonade
Oil Rig,Jellyfish,BP
Jetea,Oil Rig,Tea
Jailbreak,Oil Rig,Prison
Jetstream,Oil Rig,Oil Spill
Janitor,Oil Rig,Oil Spill
Oil Rig,Jade,Diamond
Jordan,Oil Rig,Oil
Oil Rig,Jewelry,Diamond
Oil Rig,Junk,Oil
Jaws,Oil Rig,Shark
Japan,Oil Rig,Godzilla
Oil Rig,Kaleid,Oil Spill
Oil Rig,Ice Fishing,Oil Spill
Oil Rig,Kiss,Prince
Oil Rig,Kingdom,Oil
Oil Rig,Katrina,BP
Oil Rig,Laser Beam,Fire
Koi,Oil Rig,Sushi
Oil Rig,King Kong,Oil Spill
Oil Rig,Land Shark,Drill
Oil Rig,Katana,Ninja
Oil Rig,King,Oil
Oil Rig,Kali,Titanic
Krakatoa,Oil Rig,Volcano
Knowledge,Oil Rig,Oil
Oil Rig,Kush,Nothing
Leak,Oil Rig,Oil Spill
Oil Rig,Lawnvac,Oil Spill
Oil Rig,Lobster,Lobster Trap
Oil Rig,Lava Lamp,Volcano
Oil Rig,Leda,Swan
Lightning Bug,Oil Rig,Firefly
Oil Rig,Launch,Explosion
Lego,Oil Rig,Nothing
Little Shop Of Horrors,Oil Rig,BP
Lion,Oil Rig,Oil
Leafblower,Oil Rig,Explosion
Oil Rig,Lord of the Rings,Middle Earth
Oil Rig,Laser Cannon,Nothing
Oil Rig,Lava Cone,Volcano
Lichen,Oil Rig,Fuel
Luxury,Oil Rig,Oil
Oil Rig,Magic,Genie
Oil Rig,Lost City,Atlantis
Luke,Oil Rig,Skywalker
Oil Rig,Los Angeles,Hollywood
Oil Rig,Luna,Moon
Oil Rig,Lupus,Werewolf
Oil Rig,Madder Hatter,Oil Spill
Oil Rig,Malaria,Mosquito
Luau,Oil Rig,Volcano
Lunar Dust,Oil Rig,Moon
Oil Rig,Lourdes,Oil Spill
Mangrove Flytrap,Oil Rig,Oil Spill
Oil Rig,Margarita,Tequila
Oil Rig,Marsquake,Oil
Oil Rig,Mangrove Swamp,Oil Spill
Mansion,Oil Rig,Money
Oil Rig,March,Oil Spill
Oil Rig,Marriage,Divorce
Marshmallow,Oil Rig,S’more
Oil Rig,Marathon,Oil Spill
Maple,Oil Rig,Syrup
Lot’s Wife,Oil Rig,Salt
Oil Rig,Mars Rover,Oil Rover
Oil Rig,Mario,Mario Kart
Martini,Oil Rig,Oil Spill
Mark Twain,Oil Rig,Offshore Drilling
Message,Oil Rig,Spam
Oil Rig,Milestone,Oil
Oil Rig,Metropolis,Oil Refinery
Mecha Dragon,Oil Rig,Oil Rig
Masterpiece,Oil Rig,Mona Lisa
Microwave,Oil Rig,Oil Spill
Minecart,Oil Rig,Train
Meal,Oil Rig,Sushi
Matterhorn,Oil Rig,Oil
Oil Rig,Mine,Oil
Oil Rig,Mercury,Oil
Oil Rig,Mess,Spill
Oil Rig,Mass,Oil
Oil Rig,Mech,Oil Tanker
Oil Rig,Moon Dust,Moon
Oil Rig,Minecraft,Minecraft
Molotov,Oil Rig,Fire
Oil Rig,Moisture,Oil Spill
Oil Rig,Mjolnir,Thor
Oil Rig,Monsoon,Oil Spill
Miracle,Oil Rig,Jesus
Monastery,Oil Rig,Church
Oil Rig,Money Tree,Money
Moonflower,Oil Rig,Moon
Oil Rig,Mole,Oil
Moby Dick,Oil Rig,Whale Oil
Mistletoe,Oil Rig,Christmas
Oil Rig,Moon Buggy,Moon
Oil Rig,Mothman,Mothra
Oil Rig,Mordor,Sauron
Oil Rig,Mount Olympus,Poseidon
Oil Rig,Mountain Dew Tea,Fracking
Oil Rig,Mosaic,Titanic
Mount Venus,Oil Rig,Oil
Oil Rig,Mountain Dewshine,Moonshine
Mountain Dirt,Oil Rig,Oil
Moss,Oil Rig,Oil
Oil Rig,Mountain Dew Code Red,Fire
Oil Rig,Moonwalk,Michael Jackson
Oil Rig,Mountain Bush,Nothing
Mountain Dew Wine,Oil Rig,Fracking
Mouse,Oil Rig,Mickey Mouse
Mountain Rose,Oil Rig,Oil
Oil Rig,Mountain High,Oil
Oil Rig,Mountain Vine,Volcano
Mountain Thing,Oil Rig,Oil
Oil Rig,Mountain Shark,Oil
Oil Rig,Mega Mushroom,Mario
Mower,Oil Rig,Tank
Oil Rig,Mountain Goat,Mountain Lion
Oil Rig,Movie,BP
Mountain Dude,Oil Rig,Oil
Oil Rig,Mt. Everest,Oil
Mr. Potato Head,Oil Rig,Mr. Potato Head
Oil Rig,Mountain Dew Tornado,Mt. Doom
Mountain Tsunami,Oil Rig,Oil Spill
Mt. Fuji,Oil Rig,Japan
Oil Rig,Mud Volcano,Oil
Mudpot,Oil Rig,Volcano
Muddy Teacup,Oil Rig,Oil Spill
Muddy Sushi,Oil Rig,Oil Spill
Mud Bath,Oil Rig,Oil Spill
Oil Rig,Mudman,Oilman
Muddy Water,Oil Rig,Oil
Mudnado,Oil Rig,Oil Spill
Mud Dragon,Oil Rig,Oil Dragon
Oil Rig,Muddy Piggy Bank,Nothing
Oil Rig,Mud Devil,Oil Spill
Muddy Pig,Oil Rig,Pigpen
Mustard,Oil Rig,Gasoline
Oil Rig,Night,Oil
Oil Rig,Nemo,Dory
Mutant,Oil Rig,Mutant
Oil Rig,Nimbus,Cloud
Oil Rig,Necklace,Diamond
New York,Oil Rig,Empire State Building
Newfie,Oil Rig,Newfie Rig
Netherite Sword,Oil Rig,Oil Sword
Oil Rig,Mushroom Soup,Oil Spill
Naiad,Oil Rig,Mermaid
Mudway,Oil Rig,Nothing
Oil Rig,Mud Castle,Oil
Muddy Train,Oil Rig,Oil Spill
Oil Rig,Oil Rig,Oil Platform
Odor,Oil Rig,Fart
Oil Rig,Nirvana,Oil Spill
Oil Rig,Octopus,Kraken
Noah,Oil Rig,Ark
Oil Rig,North Pole,Santa
Oil Rig,Offering,Oil
Oil Rig,Nuclear Submarine,Oil Spill
Oil Spill,Plant,Fuel
Oil Rig,Oil Barrel,Oil
Noodle,Oil Rig,Spaghetti
Mountain,Oil Spill,Pollution
Oil Rig,Navigation,Pirate
North America,Oil Rig,Texas
Nixie,Oil Rig,Mermaid
Tree,Oil Spill,Paper
Steam,Oil Spill,Pollution
Oil Spill,Desert,Oil
Oil Spill,Leaf,Fuel
Swamp,Oil Spill,Duck
Oil Spill,Lightning,Fire
Oil Spill,Dune,Desert
Oil Spill,Cinder,Fire
Storm,Oil Spill,Hurricane
Oil Spill,Dandelion,Pollution
Oil Spill,Flower,Dead Flower
Oil Spill,Tsunami,Disaster
Oil Spill,Ice,Iceberg
Dandelion Patch,Oil Spill,Dandelion
Train,Oil Spill,Disaster
Oil Spill,River,Fish
Oil Spill,Rain,Rainbow
Oil Spill,Sun,Solar Panel
Oil Spill,Blade,Swordfish
Oil Spill,Puddle,Puddle
Oil Spill,Balloon,BP
Oil Spill,Moon,Moon
Oil Spill,Pollen,Flower
Oil Spill,Rock,Oil
Oil Spill,Phoenix,Firebird
Oil Spill,Bong,BP
Oil Spill,Seaweed,Sushi
Oil Spill,Weed,Hemp
Oil Spill,Fossil,Dinosaur
Oil Spill,Fishbowl,Dead Fish
Oil Spill,Fishing,Fish
Oil Spill,Galaxy,Pollution
Bush,Oil Spill,Fire
Oil Spill,Comet,Asteroid
Oil Spill,Farm,Pollution
Oil Spill,Dragon Egg,Oil Dragon
Delta,Oil Spill,Disaster
Oil Spill,Oasis,Desert
Oil Spill,Bottle,Oil
Oil Spill,Diamond,Money
