first,second,result
Boulder,Potatoes,Potato Chips
Coconut Water,Pork,Pork Chop
Vine,Steam Power,Wine
Saturn V,Vaccination,Vaccination
Sharkamander,Lawnmower,Sharkmower
Color,Harry,Potter
Teabag,Hoop,Teacup
Hula Tsunami,Ewok,Ewok Tsunami
Dogg,Ice Cream Cone,Dogg Cone
Snowicane,Wax,Snowman
Steamplane,Cruise,Airplane
Zombie King,Steel,Titan
Cyclone,Whirlwind,Tornado
Star Wars,Prince,Darth Vader
Tumbleweed,Matterhorn,Yodeling
Cherub,Mud Buggy,Angel
Sink,Hoe,Drain
Zephyr Station,Gem,Zephyr
Boiled Fish,Icebox,Sushi
Bridge,Prairie,Plain
Wipers,Spongebob,SpongeBob SquarePants
Tsunami Sword,Tankini,Tsunami
Sandpaper,Nuclear Submarine,Nuclear Submarine
Sea Dandelion,Ale,Beer
Cuckoo Clock,Toast,Time
Sahara,Comet,Meteor
Blow,Castle In The Sky,Castle In The Clouds
Plankton,Carnivorous Plant,Venus Flytrap
Jack-o-lantern,Highlands,Scotland
Tragedy,Fire Cone,Volcano
Whiskey,Saltwater,Margarita
Portal,Chicken of the Sea,Chicken Of The Sea
Antlantis,Silver Surfer,Aquaman
Venus Flyweed,Cryptid,Venus Flytrap
Illusion,Cloud Castle,Mirage
Witchboard,Satyr,Ouija
Wooden Space Ship,Stewpid,Captain
Super Landslide,Fanboy,Superfan
Snapshot,Banksy,Graffiti
Rainbow Unicorn,Atom,Unicorn
Sundial,Pyramid,Time
Raisin Bran,Beef Bourguignon,Breakfast of Champions
Lava,Piggyback Rider,Volcano
Laughter,Skateboard,Clown
Yin Yang,Wand,Magic
Salsa,Peat,Nothing
Steampunk,Derail,Trainwreck
Mecha Dragon,Crystal Ball,Robot
Oktoberfest,Moon Dew,Beer
Taz,Pineapple,Tazmanian Devil
Hotbox,Boiled Fish,Fish Tank
Pteranodon Egg,Solar Tea,Pteranodon
Zombie Plant,Cosmos,Zombie
Mountain Tractor,Cargo,Truck
Hay,Flying Lily,Flying Hay
Space Titanic,Cough,Coughing
Space Truck,Ganesha,Space Ganesha
Alps,Thunderfish,Matterhorn
Luxury,Subtank,Subohm
Sobek,Flying Mario,Flying Sobek
Captain Nemo,Mountain Do,Molehill
Rocky Mountains,Wolf Pack,Rocky Mountain Wolf Pack
Farmer,Miami,Crop
Grill,Beta,Nothing
Red Dragon,Cathedral,St. George
Hash,Fish Soup,Fish Hash
Triangle,Lantern,Pyramid
Steam Phoenix,Oil Drum,Steam Engine
Toasted,Comet,Bread
Android,Cyclone,Tornado
Bong,Fire Broom,Witch
Teacher,Sinkhole,School
Punch,Eyjafjallajökull,Volcano
Car-Toast,Swamp Buggy,Car-toast
Solar Sail,Monastery,Monastery
Space Goat,Camp,Astronaut
Rocky Mountain Oysters,Monastery,Monk
Werepig,Chia Pet,Wereplant
Space Toast,Sharkcano,Space Shark
Bourbon,Emulsion,Whiskey
Pop,Tiger Lily,Katy Perry
Time Tree,Steamwolf,Steamwolf
Coco,Tornado Robot,Coco Robot
Snow Tank,Ramses,Snow Ramses
Soundwave,Monsoon,Thunder
Sleeping Beauty,Drunken Flower,Rose
Julie Andrews,Snowboarding,The Sound of Music
Flying Quagmire,Brandy,Homer Simpson
Were-tornado,Christmas,Santa Claus
Corkscrew,Resin,Wine
Accident,Dandelion Tea,Dandelion
Crispy,Rainbow Trout,Fish and Chips
Moonboat,Damnado,Moon
Tugtractor,Tractor Cannon,Tractorbeam
Pottery,Crane,Vase
Fire Tornado,Saltwater,Brine
Jet,Christian,Pope
Fall,Zen,Autumn
Portal,Mud Bowl,Mud Bowl
Moon Buggy,Super Car,Moon Car
Ferry,Youth,Romeo
Shark,Bagpipe,Nothing
Altar,Giant Mushroom,Mushroom Soup
Europe,Cybernetic,Cyberpunk
Sea Glass,Soda,Bottle
Firewood,Funny,Fireman
Hangrover,Flame,Firewater
Meal,Hedgehog,Porcupine
Sunami,Giant Venus Flytrap,Tsunami
Tractor,Breakup,Divorce
Tankdozer,Brontosaurus,Tankosaurus
Parade,Chili Mushroom,Nothing
Yogi,Mountain Dragon,Yeti
Cybertron,Pond Skater,Transformer
Gold Bar,Treasure Map,Pirate
Yacht,Jetpack,Submarine
Cliff,Sneezy,Sneeze
Star,Foggy Dandelion Wine,Nebula
Swordfish,Coughing,Swordfish
Photographer,Underworld,Hades
Mooncake,Steam Earth,Moon
Tea Station,Hill Climb,Tea Party
Tow Truck,Sunshine,Sunshine
Skydiver,Blog,Blogdiver
Snow Cone,Steak,Snocone
Banksy,Food Truck,Food Art
Christmas Buddha,Mountain Vine,Santa Claus
Tornado Castle,Apollo,Zeus
Mr. Mud Potato Head,Valentine,Mr. Potato Head
Mansion,Laser Cannon,Castle
Steam Egg,Plug,Omelette
Spongecar,Plague,Spongecar
Snowboard,Sketch,Sketchboard
Fanboy,Prickly,Hedgehog
R2D2,Space Shuttle,R2d2
Wonder,New Mexico,Carlsbad
Cartea,Seraph,Angel
Barbecar,Steamship,Steamboat
Lily Pad,Bahamut,Leviathan
Coffee,King Arthur,Coffee King
Dada,Dandelion Patch,Dandelion
Feng Shui,Flying Lawnmower,Flying Carpet
Dandelion Whiskey,Time Paradox,Time Travel
Tugboat,Maple,Sugar
Enlightenment,Olive,Olive Oil
Currant,Flying Burger,Flying Currant
Snowtrain,Blind,Snowblind
Sandboarder,Rapunzel,Sandcastle
Fuel,Muddy Robocloud,Muddy Robocloud
Fire Lily,Rice Cooker,Sushi
Audrey Iii,Peat,Audrey Iv
Mothman,Sand Castle,Sandman
Swamp Fish,Pool,Frog
Roast Duck,Damn,Nothing
Evil Genie,Revolution,Freedom
Space Sandwich,Resin,Space Sandwich
Flying Sashimi,Apple,Flying Apple
Parting of the Red Sea,Shuriken,Moses
Werewhale,Microscope,Werewolf
Kush,River,Nile
Prairie,Time Travel,Dinosaur
Flashlight,Parking Lot,Car
Mead,Potatoe,Vodka
Parting of the Red Sea,Balsamic Vinegar of Modena,Moses
Lung,Galileo,Telescope
Hermit,Tourist,Tour Guide
Space Squid,Paper Dragon,Paper Squid
Desert,Appalachia,Mountain
Rover,Youth,Boy
Super Smoke,Moonstone,Moon
Cervantes,Hawaii,Surfing
Pyromaniac,Ice Tea,Fire
Snowasaurus,Sea Dragon,Ice Dragon
Wig,Mississippi,Ms. Wig
Rubber,Lava Ski,Volcano
Empire State Building,Abominable,King Kong
Big Bang,Taxi,Uber
Gnomone,Hydroplane,Gnome
Ice Shark,Fire Sword,Ice Sword
Air,Sundaes,Sundae
Date Palm,Wig,Pharaoh
Mummy,Mars Rover,Curiosity
Politician,Abduction,Kidnapping
Acid Rain,Country Music,Pollution
Breakup,Surf and Turf,Surf And Surf
Eggbeater,Eyjafjallajökull,Volcano
Arsonist,Alien,Fire
Netherite,Barbecar,Nothing
Waterfall,Flying Squirrel,Bat
Finding Nemo,Highway,Car
Sun Surfer,Water,Surfing
Woodchips,Cane,Paper
Breeze,Ice Sculpture,Snow
Grave,Rainbow Dandelion,Flower
Muddy Wine,Sage,Vinegar
Tornado Dog,Love,Tornado Cat
Trees,Were-tree-wolf,Forest
Cooking,Checkmate,Chess Piece
Allergies,Microscope,Hay Fever
Dustox,Plow,Tractor
Fire Ghost,Cinder,Fire
Cell,Sailboat,Pirate
Slate,Sahara,Desert
Antnado,Taxi,Uber
Flying Teacup,Beauty,Cheshire Cat
Mangrove Swamp,Telespy,Telespy
Icarus,Grape,Wine
Megalodon,Rusty Train,Sharknado
Brandy,Ice Age,Ice Age
Overpass,Tractor,Tractor Trailer
Candle,Yellow Submarine,Yellow Submarine
Calendar,Sailor,Captain
Kratom,Runner,Marathon
Lava Cone,Naboo,Darth Vader
Coral Wine,Muddy Piggy Bank,Coral Wine
Sundae,Muddy Toadstool,Muddy Sundae
Helitank,Iceland,Penguin
Wine Glass,Snow,Snowman
Toasted,Pencil Sharpener,Bread
Float,Ice Road Truckers,Ice Road Floaters
Hangar,Eggnog,Santa
Cinderblock,Racecar,Wreck
Tankdozer,Farmer,Tractor
Clouds,Camping,Rain
School,Dragon Roll,Dragon School
Charcoal,Mountain High,Mount Everest
Vine,Air Jordan,Kobe
Cure,Chlorine,Pool
Miami,Swamp Buggy,Miami Vice
Clear Water,Wine,Wine
Eve,Rainforest,Amazon
Snowblower,Sailor,Snowman
Space Punk,Queen,Alien
Tidal Power,Tomatoes,Ketchup
Chicken,Mir,Egg
Compost,Pint,Beer
Yeti,Pasta Monster,Abominable Snowman
Captain Planet,Train,Captain Train
Sparkling Vampire,Tea,Twilight
Flying Carpet,Iced Tea,Magic Carpet
T-rex,Rosé,Wine-o-saur
Space Storm,Steampunk Rocket,Space Ship
Moon Mushroom,Mountain Dewmoblie,Moon Mushroom
Gnomish,Broom,Witch
Swampnado,Frisbee,Frisbee
White Pearl,Sodium Chloride,Salt
Wet Paint,Sangria,Red Wine
Kangaroo,Captain Hook,Captain Boomerang
Tides,Cauldron,Witch
Diamond Pearl,Hot Vinegar,Pearl
Frost,4th of July,Fireworks
Gale,Pollution,Hurricane
Toaster Strudel,Icebot,Icebot
Black Hole,Iceland,Greenland
Tornado Sushi,Space Train,Space Train
Drunken,Edelweiss,Drunk
Ammolite,Protestant Reformation,Ammonite
Cruise,Cherry Blossom,Japan
Lo Pan,Sand Lizard,Golem
Dragonball,Sneeze,Sneezing Dragon
Steam Rover,Shard,Steam Engine
Muddy Signal,Dank,Nothing
Trojan,Space Village,Space Trojan
Tadpole,Sharkicane,Shark
Factory,Christmas Tree,Toy
Electric Train,Super Mud,Super Train
Motocross,Flying Racecar,Flying Motorcycle
Tiger,Cloudy With a Chance of Meatballs,Nothing
Virus,Tibet,Dalai Lama
Rockies,Mountain Dewmoblie,Mountain Dew
Europe,Alicorn,Unicorn
Moai,Frost,Snowman
Muddy Crop Circle,Space Station,Alien
Shrimp,Chinatown,Dim Sum
Steam Castle,Steam Titan,Steam Castle Titan
Tractor Wine,Sonar,Tractor Beam
Crabgrass,Santa Fe,Nothing
Home,Tsunamas Tree,Tsunamas
Space Palm,Sand Dragon,Sand Palm
Engagement,Empire,Wedding
Buddha,Steamy Yoga,Enlightenment
Heidi,Fire Plant,Fire Flower
Baked Fish,Tea Station,Sushi
Hydroelectric,Wash,Laundry
Fire Stone,Shuriken,Ninja
Carbon,Flying Pizza,Pizza
Sulfur,Catnip,Cat
Maya,Ironwood,Nothing
Ski,Shrimp Cocktail,Shrimp Ski
Mudsword,Holy Grail,Excalibur
Money,Spongebob,Mr. Krabs
Snow Boat,Mosque,Titanic
Cloud,Astronaut,UFO
Well,Star Wars,Luke Skywalker
Chalet,Saguaro,Swiss Family Robinson
Mangrove Flytrap,Mutant,Mangrove Flytrap
Aloe,Werecheese,Wereplant
Steam Town,Zeus,Steam Town
Mountaintop,Balloon,Mountain
Bong,Flying Bull,Minotaur
Car Fridge,Steam Solar System,Sun
Robocroc,Brine,Robo-Croc
Giant Mushroom,Snow Plow,Mario
Boat,Palm Swamp,Pirate
Stool,Elf,Chair
Kratom,Cloud,Rain
Quasar,Hula,Hula Hoop
Diamond Block,Ant,Ant Hill
Mire,Flying Dutchman,Mire
Statue Of Liberty,Soap,Lady Liberty
Ski,Oil Tanker,Oil Slick
Ultramarathon,Slow,Tortoise
Fireweed,Ketchup,Hot Sauce
Bone,Super Fire,Phoenix
Arrakis,Bottle Rocket,Dune
Time Paradox,Space Captain,Time Travel
Lightning,Yellow Steam Car,Yellow Steam Car
Chariot,Space Ash,Meteor
Steam Dragon,Were-tree-wolf,Were-tree-wolf
