first,second,result
Stress,Pot of Gold,Rainbow
Crayon Eater,Snowdrop,Nothing
Mario,Sour Grapes,Luigi
Tornado Warning,Muddy Train,Nothing
Ninja,Pineapple,Pineapple
Thor,Solar Power,Sun
Water Bong,Mjolnir,Nothing
Discovery,Balsamic Vinegar,Penicillin
Bubbles,Chicken Noodle Soup,Sick
Swan Boat,Los Angeles,Nothing
Fire Truck,Food Truck,Fire Food Truck
Rat,Sundial,Clock
Chameleon,Soda,Lizard
Mistletoe,Solar Flare,Christmas
Apple Pie,Finland,Apple Pie
Fishbowl,Pregnant,Guppy
Bookshelf,Art,Library
Sand Trap,Cross,Bunker
Zephyr Tractor,Pompeii,Nothing
Syrup,Ketchup,Tomato
Lung,Cowboy,Cough
Birthday,Caramel,Candle
Castle,Cattail,Swamp
Umbrella,Cinder,Ash
Dyson,Colosseum,Vacuum
Slave Ship,Holy Water,Slave
Grilled Cheese,Dragon,Dragon Cheese
Cemetery,Treasure,Pirate
Muddy Pig,Sinkhole,Pigpen
Ares,Lake,Titan
Help,Solar Wind,Nothing
S’moreshake,T-Rex,Dinosaur
Silver Surfer,Geysir,Thor
Wolf Pack,Chicken Noodle Soup,Nothing
Cobra,Kale,Salad
Tank Truck,Lumberjack,Gasoline
Rainforest,Boat,Amazon
Snowpunk,Prison,Snowpunk
Apple Tornado,Finland,Nothing
Mirage,Space Goat,Nothing
Power,Cyclone,Tornado
Magnifying Glass,Chocolate Milk,Chocolate Bar
John Deere,Wind,Tractor
Algae,Forest Fire,Smoke
Shaman,Vesuvius,Pompeii
Money Tree,Dragonzilla,Gold
Landship,Flip Flop,Nothing
Thunderbird,Offering,Thunder
Chai,Zombie King,Zombie Chai
Clouds,Dragon Slayer,Nothing
Fertile,Mountain,Volcano
Cloud Train,Spongebob,Nothing
Sunset,Steam Lizard,Dragon
Glacier,Toxic Waste,Polar Bear
Abduction,Bacon,Alien
Dragon Tree,Moon Landing,Apollo
Snow Buddha,Vampire,Snowman
Devil,Corkscrew,Wine
Sandpunk,Tunnel of Love,Sandpunk
Ant Hill,Aurora,Nothing
Tea Bag,Love Storm,Tea
Troll,Sandalstorm,Hobbit
Blow,Swarm,Bee
Ronin,Ice Fishing,Ninja
Mountain Vine,Launch,Grape
Stove,Whirlpool,Tornado
Sea Anemone,Echo,Nereid
Lord of the Rings,Blowgun,Legolas
Papyrus,Bumblebee,Honey
Cannon,Hay,Scarecrow
Mountain Surf,Lighthouse,Surfing
Aquaman,Mirage,Merman
Junk,Moonflower,Junk
Adobe,Muddy,Brick
Future,Terrorist,Robot
Chess,Aloe,Plant
Jet Ski,Hercules,Aquaman
Chauffeur,Suez,Canal
Mickey Mouse,Werephoenix,Werephoenix
Trash,Piranha Plant,Piranha
Cactus,Space Plant,Alien
Vinegar,Ruins,Pickle
Cake,Ice Skate,Ice Cream
Liberty Bell,Fjord Flytrap,Nothing
Fog,Tea Rex,Dinosaur
Clouds,Corkscrew,Nothing
Greenland,Tornado Bird,Nothing
Cocktail,Holy Spirit,Holy Water
Fire,Raincoat,Firefighter
Land,Hash,Hashland
Wind Farm,Parking Lot,Wind Turbine
Vaccine,Lord of the Rings,Lord Of The Vaccines
Calamari,Squirrel,Squid
Clean Teapot,Dog,Teacup
Water,Surfbot,Surfbot
Dragon Egg,Australia,Dragon
Pepper,Tea Coral,Salsa
Honeycomb,War Pig,War Bee
Stool,Seed,Plant
City,Vape,Smoke
Fall,Lava,Volcano
Condor,Rubber,Slingshot
Hammerhead,Paddle,Shark
Beacon,Pelicant,Nothing
Big Bang,Hot Air Balloon,Universe
Captain Hook,Photoshop,Captain Shoop
Electric Engine,Loch Ness,Nessie
Sea Dandelion,Hydrogen,Seaweed
Lotus,Wizard,Alchemist
Mirror,Eros,Narcissus
Platform,Carnivorous Plant,Venus Flytrap
Snow,Dessert Storm,Ice Cream
Coffee,Double Rainbow,Nothing
Grog,Aurora,Aurora Borealis
Wind Chime,Stench,Nothing
Vape,Dragon Fruit,Vape Fruit
Iceberg,Space Golem,Ice Golem
Sperm Whale,Brick,Moby Dick
Giant Mushroom,Frog King,Toad
Hula-tsunami,Marshmallow,S’more
Fire Flower,Triton,Fire Triton
Soil,Rice Cooker,Rice
Fault,Smoothie,Earthquake
Grave,Mercury,Pluto
Moisture,Table,Mistable
Spy,Blind,Secret
Lily,Cereal,Corn
Ghost Pepper,Zephyr Train,Ghost Train
Pteranodon Egg,River,Pteranodon
Flying Sand,Mooshroom,Flying Mooshroom
Camping,Dustnami,Camping
Stage,Mustard,Yellow
Canyon,Honey,Bee
City,Tidal,Atlantis
Birthday,Mooncake,Moon
Jonah,Dandelion Soup,Dandelion
Pillow,Cigar Box,Bed
Red Planet,Bloody Mary,Mars
Mumshark,Mud Geyser,Mudshark
Gold,Crayon,Crayon
Scream,Piña Colada,Pain
Spudnik,Cutlass,Pirate
Ironman,Finland,Nothing
Syrup,Sandbox,Sandwich
Continent,Pearl Diver,Atlantis
Road,Margarita,Tequila
Fire Storm,Christianity,Hell
Rum,Aeolus,Bacardi
Knight,Grave,Vampire
Jet,Glue,Nothing
Amphibious Submarine,Sea Serpent,Kraken
Bouncy Ball,Steam Lizard,Nothing
Fire Extinguisher,Fire Submarine,Submarine
Flying Carpet,Platypus,Magic Carpet
Steam Breath,Steam Monster,Steam Dragon
Time Machine,Tulip,Tulipomania
Sarcophagus,Wet Dandelion Patch,Mummy
Wood,Crayonado,Pencil
Pigsty,Moby Dick,Pork
Sand Nessie,Prison,Loch Ness Monster
Dandelion Roll,Perfume,Dandelion
Champagne,Sandbox,Sandcastle
Graveyard,Steam Surf,Ghost
Greenland,Dune Buggy,Sand
Bloody Mary,Sinking,Titanic
Snowkite,Pollen,Snowflake
Spudnik,Ocean,Potato
Solar Dust,Lawn,Astroturf
Racecar,Lei,Hawaii
Reggae,Smurfette,Smurf
Speed,Juice,Fruit
Michael,Asphalt,Jackson
Tears,Black Sand,Pearl
Sticky,Infection,Glue
Parking Lot,Flying Pig,Nothing
Fertilizer,Flying Fisherman,Nothing
Survivor,Tinder,Fire
Love Storm,Peapod,Nothing
Ark,Jellyfish,Jelly
Princess,Newton,Gravity
Energy,Spongebob Squarepants,SpongeBob SquarePants
Mudnado,Pinocchio,Mudnado
Woodpecker,Mediterranean,Pizza
Tequila,Hash,Hangover
Slave Ship,Picnic,Slave Ship
Star,Rainbow Roll,Unicorn
Flash,Swine,Pig
Snowmageddon,Table,Snowman
Fortress,Tutankhamun,Pyramid
Flock,Burger,Sheep
Cigar,Saki,Yakuza
Sheep,Sandtrap,Nothing
Constellation,Sos,Sos
Grill,Beluga,Sushi
Riddle,Pizza Hut,Pizza Riddle
Steel,Pop,Music
Pigzilla,Were-dust,Nothing
Mud Devil,Loch,Nessie
Help,Sneeze,Gesundheit
Future,Tumbleweed,Dust
Peak,Utopia,Mountain
Cruise Ship,Flat Train,Nothing
Airport,Dove,Pigeon
Steam Dragon,Archangel,Seraph
Kraken,Pompeii,Tsunami
North,Windsurfing,Kite
Power,Eye,Vision
Adobe,Apple,iPad
Loch Ness,Archangel,Nessie
Rubble,Hula-Hoop,Tire
Sunstroke,Baby,Sunburn
Pokemon,Holy Spirit,Pikachu
Flame Sword,Everest,Nothing
Fire Storm,Lens,Sun
Landslide,Toxic,Waste
Amphicar,Flood,Ark
Tea Bag,Dandelion Soup,Nothing
Drink,Dragonzilla,Nothing
Forgiveness,Poland,Polanski
Wax,Incense,Candle
Town,Guillotine,Revolution
Brick,Computer,Wall
Monastery,Spy,Monk
Swimming,Seahorse,Seahorse
Mt. Rushmore,Ammon,Nothing
Air Dragon,Land,Dragon
Tea Monster,Kraken,Tea Kraken
Money Tree,Mountain Tornado,Money
Smores,Rubble,S’mores
Fruit Fly,Mole,Fruit Mole
Mountain Range,Obsidian,Volcano
Surfer,Wheat,Surfboard
Space Plane,Rosé,Space Wine
Toadstool,Sandstone,Mushroom
Fruit Tree,Space Monkey,Banana
Plow,Genie,Farmer
Tin Man,Swamp Venus Flytrap,Nothing
Dessert,Ocean,Pudding
Pearl,Snow Tea,Bubble Tea
Prism,Pumice,Rainbow
Pelican,Boiled Fish,Penguin
Angler,Sea Lettuce,Nothing
Aladdin,Stoner,Genie
Millennium Falcon,Goatea,Nothing
Yellow Car,Fishnado,Nothing
Exhaust,Steam Car,Steamroller
Mudskipper,Knife,Fish
Choo-Choo,Fire Submarine,Train
Tree,Paper Mountain,Paper
Fruit,Snow Devil,Snowman
Jetea,Ant Queen,Nothing
Smoking,Driving,Car
Discovery,Dandelion Wine,Eureka
Surfboard,Chewbacca,Surfing
Sand Dunes,Picnic,Desert
Dealer,Time Ship,Nothing
Frog,Sherlock,Sherlock Holmes
Monkey,Motorcycle,Monkey Bike
Surf Tractor,Holy Water,Surfboard
Ariel,Brontosaurus,Dinosaur
Fossil,Runner,Dinosaur
Chariot,Curiosity,Exploration
Sandwitch,Allergy,Anaphylaxis
Swordfish,Flying Fish Sushi,Swordfish Sushi
Tesla,Diamond Sword,Lightning
Dustbin,Multiverse,Trash
Sea Lettuce,Waterfall,Nothing
Hoover Dam,Root,Tree
Garage,Captain,Car
Goblin,Dirt,Mud
Swamp King,Blowout,Nothing
Train Surfing,Tea Train,Tea Surfing
Salad,Spaceman,Alien
Asteroid,Couch,Meteor
School,Earth,College
Moonflower,Mad Hatter,Alice
Windflower,Monsoon,Nothing
Necklace,Swasabi,Swasabi
Lawnvac,Trident,Poseidon
Tea Bag,Evolution,Chimpanzee
Volcano Sundae,Cinnamon,Nothing
Groom,Truck,Wedding
Chauffeur,Doom,Driver
Antarctica,Spring Break,Penguin
Voodoo,SpaceX,Elon Musk
Cookie,Sand,Sandwich
Flying Cow,Space Submarine,Nothing
Saturn V,Hula Hoop,Space Hoop
Blade,Fog Machine,Ninja
Ammonoid,Slavery,Squid
Disaster,Potter,Harry
Winery,Mermaid,Wine
Wine Glass,Houseboat,Yacht
Squidward,Cuba,SpongeBob
Humpback,Pine,Whale
Fire Engine,Tablet,Firefighter
Space,Vapor Rocket,Space Shuttle
Bomb,Sake,Sushi
Worm,Turbine,Snake
Party,Tractorcorn,Tractor
Wolfsbane,Lawn,Werewolf
Dump Truck,Santa Claus,Santa Claus
Steamnado,Glasses,Steamnado
Venus,Mudnado,Mudnado
Cake,Metal,Coin
Helicopter,Hot Wine,Helicopter
Trident,Super Lava,Poseidon
Troll,Tea Pot,Hobbit
Itch,Crayfish,Crayfish
Vroom,Malatwister,Vroom
Gorgon,Tomb,Medusa
Sewage,USA,Congress
Hot Spring,Zephyr Station,Zephyr Station
Shower,Fire Venus,Fire Venus
Turbine,Trainwreck,Steam
Dandylion,Toad,Frog
Shipwreck,Rubber,Tire
Narcissism,Cigar Box,Donald Trump
Lion,Snow,Yeti
Dune Buggy,Curtain,Dune
Splash,Puff,Cloud
Dill,iPad,Pickle
Swamp Fish,Mountain Tea,Snake
Dough,Hearth,Bread
Submarine,Space Golem,Space Submarine
Dust Bowl,Elf,Hobbit
Itch,Art,Artichoke
Sherry,Clock,Time
