first,second,result
Tesla Tower,Tomato,Ketchup
Nuclear Explosion,Meteor Shower,Nothing
Pineapple Express,Fishing,Pineapple
Albatross,Ammolite,Nothing
Mothership,Absinthe,Alien
Yeti,Wine Bottle,Abominable Snowman
Street Lamp,Crayfish,Nothing
Bullet Train,Tarzan,Bullet Train
Moth,Mirage,Butterfly
Magic,Speed,Teleport
Bling,Campfire,Gold
Lion,Hot Fudge Sundae,Sundae Lion
Blind,Thunderjet,Nothing
Vineyard,Meth,Wine
The Colossus of Rhodes,Sword,Statue
Skateboarding,Egypt,Mummy
Fanatic,Puff,Nothing
Cnidaria,Sea Star,Nothing
Cucumber,Snail,Pickle
Train,Poison,Toxic
Steamwolf,Pottery,Teapot
Wood,Rotten Egg,Methane
Boulder,Steamformer,Steamroller
Zephyr Train,Fish,Fisherman
Meade,Batter,Cake
Sweat,Squid,Ink
Pasta Factory,Bubble,Spaghetti
Turbine,Galileo,Windmill
Pine,Emperor,Pineapple
Petri Dish,Chimney,Smoke
Death Star,Diamond Blade,Nothing
Paper Canoe,Flying Mountain,Paper Airplane
Everest,T-Rex,Godzilla
Wind,Mudboard,Kite
Komodo Dragon,Dragonfish,Dragon
Noah,Slushy,Ark
Tractor Nemo,Wetok,Nothing
Space Plant,Skydiver,Alien
Ariel,Stewish,Mermaid
Fire Submarine,Cough,Cough Syrup
Flying Frog,Watermelon,Flying Watermelon
Date,Super Train,Tardis
Ostrich,Fire Swamp,Phoenix
Sink,Wind Farm,Windmill
Popcorn,Robocloud,Popcorn Cloud
Quicksand,Holy Ketchup,Hell
Red Bull,Pasta Monster,Nothing
Crab,Thunderstorm,Lobster
Sandpunk,Rocky Mountains,Rocky Sandpunk
Boiling,Snapfish,Nothing
Ale,Space Shuttle,Nothing
Rock Garden,St. Patrick,Nothing
Elf,Monkey Island,Guybrush Threepwood
Firewall,Sweat,Firefighter
Wet,Smurf Village,Smurf Village
Colored Pencil,Lagoon,Crayon
Beach House,Festival,Party
Jet Engine,Swamp Venus,Airboat
Houseboat,Quagmire,Swamp
Holy Grail,Crown,King Arthur
Vapor Rocket,Silt,Nothing
Calendar,Mayonnaise,Mayonnaise
Bomber,Omelette,Bomberman
Snowbee,Rainbow,Snowbow
Water Bong,Underground,Nothing
Holy Lake,Pulp,Paper
Paddle,Steam Rover,Nothing
Cat,Steampunk Dandelion,Catbus
Ice,Vampire Flower,Snowflake
Mercury,Supermoon,Superman
Fire Whale,Cotton Candy,Fire Whale
Smoked Duck,Lemon,Lemon Duck
Pea,Rose,Peony
Light,Dark Matter,Universe
Beef Bourguignon,Smell,Delicious
Mississippi,Captain Nemo,Mark Twain
Werehouse,Canal,Nothing
Date,Formula 1,Speed
Crayonami,Icewine,Nothing
Steam Surf,Pond,Surfing
Oktoberfest,Brontosaurus,Drunkosaurus
Meal,Steam Monster,Steam Meal
Dust Truck,Venus Flyweed,Nothing
Mountain Tea,Super Engine,Nothing
Wind,Windflower,Windmill
Valentine,Ruins,Tomb
Olympus Mons,Sea Serpent,Kraken
Tar,Shire,Hobbit
Werewindmill,420,420Werewindmill
Dragon Egg,Tiki,Dragon
Elf,Sword,Warrior
Tank Truck,Hops,Beer
Moonstone,Wereboar,Werewolf
Mordor,Werehouse,Warehouse
Steam Train,Maple Tree,Nothing
Ghost Town,Tea Table,Tea Party
Spanish Inquisition,Steam Man,Nothing
Ewok Village,Gumbo,Ewok Gumbo
Jupiter,Referee,Zeus
Werepuddle,Poison Ivy,Poison Puddle
Penguin,Flying Shark,Penguin Shark
Drunkami,Space Fish,Space Drunkami
Lunar Dust,Sand Egg,Moon
Coughing,Longsword,Lung Cancer
Teabag,Thunderstorm,Tea
Vaccine,Wedding Ring,Honeymoon
Smores,Sea Star,S’mores
Mud Dam,Aircraft Carrier,Mud Dam
Dinner,Steampunk Eclipse,Steampunk Eclipse
Monkey King,Titanic,Sun Wukong
Emerald,Noah,Ark
Elf,Constellation,Star
Bandage,Cleaning,Mummy
Flying Racecar,Bone,Nothing
Heart,Bee Shark,Love
Bear,Radio,Nothing
Mecha Dragon,Wheat,Dragon
Alcohol,Taj Mahal,Party
Alligator,Dating,Crocodile
Microwave,Seeds,Popcorn
Flying Fish,Flying Racecar,Flying Fish Car
Landing,Slow,Parachute
Chicken Of The Sea,Ariel,Mermaid
Windy,Coal,Dust
Spaceman,Anvil,Robot
Pasta,The Empire Strikes Back,Spaghetti-O
Aquafan,Sea Star,Nothing
Electric Tea,Longsword,Lightning
Flying Burger,Farm,Flying Cow
Soup,Drone,Nothing
Cactrain,Fire Train,Fire Cactrain
Gecko,Trawler,Lizard
Sled,Crumb,Nothing
Adobepunk,Sarcophagus,Mummy
Amphicar,Emulsion,Amphibian
Parade,Fence,Barricade
Rocket,Black Sand,Moon
Viking,Stunt,Berserker
Mountain Thing,Penguin,Yeti
Nimbus,Pope Mobile,Nothing
Swan Boat,Sinkstone,Nothing
Big Bang,Wish,Universe
Satyr,Swan,Cygnus
Blizzard,Mudpot,Mudslide
Twister,Fire Trap,Fire Trap
Solar Dust,Flying Fjord,Nothing
Dandelion Roll,S’mores Sundae,Nothing
Vulture,Muddy Zephyr,Nothing
Pinocchio,Lawn,Grass
Tide,Thief,Pirate
Fuel,Krill,Whale
Plantea,Madagascar,Lemur
Chimney,Blueprint,Smoke
Carriage,Festival,Parade
Space Shark,Storm,Sharknado
Ammonium,Time Tornado,Nothing
Steam Robot,Nether Star,Nothing
Crayon,Cash,Bank
Vacuum,Peacock,Feather Duster
Sushi,Confession,Sushi Chef
Mothra,Lawnboat,Godzilla
Window,Cannonball,Broken Window
Faucet,Mudweed,Mud
Rocket,Hot Pocket,Space Pocket
Ring,Ape,King Kong
Snow Shark,Fire Rocket,Nothing
Sperm Whale,Leafblower,Sperm Whale
Glue,Steam Train,Locomotive
Spaceship,Dark Matter,Black Hole
Pancake,Sail,Pirate
Sushi,Fire Station,Fire Sushi
Snowtrain,Magma,Snow
Perfume,Sodium Chloride,Salt
Rastafarian,Hangar,Bob Marley
Fuel,Snowy Owl,Snowmobile
Swamp Thing,Saline,Swamp Thing
Sneezy,Magma,Volcano
Tea Pot,Africa,Tea
Ewok Village,Dump,Trash Compactor
Ammonite,Space Cactus,Space Ammonite
Space Shark,Consommé,Nothing
Skiing,Apple Juice,Apple Pie
Swamp Tea,Lagoon,Swamp
Tutankhamun,Cough Syrup,Tutankhamun
Hawaiian Islands,Tanker,Oil Spill
Stake,Soda,Steak
Titanado,Steamcactus,Steamcactus
Flying Cow,Baked,Flying Saucer
Honeycomb,Hot Dog,Bee
Dragonfruit,Divorce,Dragon
Fire Axe,Windy,Nothing
Cloud,Dionysus,Wine
Christianity,Christ,Christmas
Garbage Truck,Lagoon,Swamp
Pea,Ruby,Emerald
Monkey King,Fjordfish,Nothing
Chai-tini,Fountain,Fountain of Youth
Lava Ski,Luau,Volcano
Ketchup,Sailor,Tomato
Ice Cream,Fire Lily,Fire Flower
Mangrove Flytrap,Satellite,Mangrove Flytrap
Flame,Milky Way,Star
Beach House,Woodcutter,Lumberjack
Yellow Steam Car,Inquisition,Nothing
Sunfish,Pepper,Sun
Continent,Wet Cat,Lion
Cyborg,Fire Coral,Fire Coral
Moon Buggy,Death,Lunar Lander
Great Wall Of China,Lilywhistle,Nothing
Apollo,Ice Lily,Narcissus
Crop Duster,Porky Pig,Pork Chop
Wood,TNT,Fire
Hangtsunami,Wood Chip,Nothing
Hacker,Wall-E,Hack-e
Cat,Hot Sauce,Spicy Cat
Oil,Flying Starfish,BP
Dogwood,Plant,Dogwood
Sharktopus Mountain,Sharkicane,Sharktopus
Tornado Sushi,Mario,Mario Sushi
Yoda,Sand Lizard,Sandy
Glider,Pane,Window
Liberty,Romance,France
Date Palm,Pollen,Date
Yacht,Cell,Prison
Jellyfish,Cattail,Medusa
Frosty,Cloudy Rice,Snow
Spore,Silver Surfer,Silver Spore
Forest Fire,Princess,Dragon
Monastery,Zephyr Tractor,Nothing
Flying Teapot,Clay,Flying Saucer
High,Murder,Hangover
Town,Sandwitch,Nothing
Salad Bowl,Flying Ice Cream Cone,Flying Saucer
Tux,Tarzan,James Bond
Loch Ness Monster,Party,Nessie
Time Train,Knife,Time Machine
Eskimo,Teleporter,Santa
Bow,Himalayas,Archery
Superplant,Diamond Ring,Nothing
Pharaoh,Fist,Mummy
Sage,Tractor Nemo,Sage
Moses,Day,Parting
Dandelion Cake,Cotton Candy,Nothing
Oil,Pan,Frying Pan
Magic,Saturn,Magic
Snowpunk,Jam,Snowman
TARDIS,Ecosystem,Doctor Who
Sand Dragon,Drought,Nothing
B-52,Longsword,Knight
Village,Hydrogen,Nothing
Plate,Mess,Dinner
Sos,Solar Panel,Sun
Snowboard,Praying Mantis,Snow Mantis
Yogi,Toast,Yogurt
Fortress,Racer,Castle
Couch,Snowmobile,Sleigh
Salad,Jane,Jane
Holy Vodka,Prometheus,Nothing
Caduceus,Cleaning,Janitor
Treasure,Navigation,Map
Marshmallow,Surfweed,S’more
Monocle,Sinking,Titanic
Furnace,Werephoenix,Nothing
Albatross,Clock,Time
Spliff,Troll,Troll
Heidi Klum,Bear,Goldilocks
Moses,Forest Fire,Burning Bush
Turtle,Flying Trap,Turtle Trap
Scarecrow,Pope Mobile,Pope
Tanker,Flat Train,Tank
Spain,Sponge,Spaink
Pacific,Poplar,Nothing
Egyptian,Sherlock,Sphinx
Swamp Fire,Pudding,Marshmallow
Fire Breathing Dragon,Captain Hook,Captain Hook
Broom,Frat Party,Broomstick
Pregnant,Avalanche,Avalanche
Surfing,Alcoholic,Surfing
Electric Tea,Shaman,Wizard
Hot Spring,Abduction,Kidnapping
Slow,Snowboarding,Slalom
Whistle,Wind Chime,Wind
Triple Axe,Antelope,Minotaur
Snowtrap,Christmas,Santa
Solar Wind,Puff,Nothing
Mouse,Space Eel,Nothing
Pine,Astro,Pineapple
Jungle,Tree Thing,Nothing
Antelope,Fire Swamp,Nothing
Steam Power,Magnifying Glass,Steam Engine
Clean,Post,Post-it
Agriculture,Reef,Coral
Martini,Blowfish,Sushi
Surf Shop,Eros,Cupid
Marsh,Bacteria,Swamp
Hydroelectricity,Steamformer,Steam
Sisyphus,Electric Eel,Electric Chair
Guns,Allergies,Sneezing
Retire,Popcorn,Popcorn
Clean Teapot,Snowman,Snowglobe
Crops,Animal,Nothing
Spongecar,Tornado,Spongecar
Fragrance,Burning Bush,Incense
Pine,Nike,Pineapple
Casper,Fratdandelion,Nothing
Accident,Seraph,Angel
Steam Wall,Iron,Steam Engine
Mountain Surf,Rocky Road,Nothing
Telespy,Dagger,Nothing
Glacier,Sunfish,Iceberg
Ammolite,Dill Pickle,Nothing
Zephyr,Roast,Roast Beef
Paperboard,Snowball,Snowman
Cupid,Coal,Diamond
Dino,Crash Landing,Dinosaur
Tea Bag,Meteor Shower,Meteorite
Gold,Surf Station,Surfboard
Tractor,Vitamin,Tractorbeam
Insulin,Oil Drum,Diabetes
Pond Skater,Crocodile,Crocodile
Supercontinent,Mjolnir,Pangea
Snowicane,Prince,Frost
Odor,Polar Express,Stinky Train
Caduceus,Aircraft Carrier,Doctor
Aquafan,Choo Choo,Nothing
Rings,Maple Syrup,Pancakes
Varnish,Reindeer,Rudolph
Fire Tree,Land,Volcano
Teleporter,Dragon Trap,Dragon
Cave,Fjord Flytrap,Venus Flytrap
Steam Surfing,Gravity,Cloud
Glass,Mississippi,River
Protestor,Racism,Riot
Flying Steak,Trainwreck,Nothing
Stadium,Steam Surf,Nothing
Ghost,Michael,Jackson
Sunflower,Muddy Viking,Muddy Viking
Relationship,Rockies,Nothing
Godzilla,Subway,Tokyo
Gem,Jet Ski,Diamond
Paper Plane,Shark,Sharknado
Flying Pig,Boulder,Flying Rock
Hades,Allergies,Haydes
Squarepants,Peacock,Spongebob
Blowtorch,Piggy Bank,Robber
Swarm,Aircraft Carrier,Bee
Curiosity,Wet Dandelion Patch,Dandelion
Tornadroll,Gator,Gatoroll
Electric Engine,Bjork,Nothing
Paper,Consommé,Soup
Cook,Sailboat,Chef
Everest,Chaos,Yeti
Pinecone,Fountain of Youth,Pineapple
Crop,Sodom,Nothing
Sandalstorm,Tree,Palm Tree
Virus,Nessie,Loch Ness Monster
Train Station,Excalibur,King Arthur
Snowbird,Pelican,Penguin
Icebox,Zeus,Poseidon
Fish Trap,Mountain,Bear Trap
Railroad,Simba,Lionel
Bacchus,Pill,Drunk
Pompeii,Parrotfish,Mosaic
Molten,Raft,Volcano
Obelisk,Sunset,Pyramid
Combine,Pop Tart,Toaster Strudel
Steamvac,Pencil Sharpener,Nothing
Ice Tornado,Sty,Ice Cream
Princess,Eve,Queen
Shore,Sharkicane,Sharknado
Thor,Snowpocalypse,Snow Thor
Jetpack,Luna,Astronaut
Lily Shark,Windsurfer,Mermaid
Landing,Pawn,Chess
Holy Water,Sandnado,Tornado
Swim,Bubblegum,Bikini
Ski,Life,Skier
Memphis,Metro,Nothing
Holy Hand Grenade,Fruit Tree,Nothing
Apple,Bride,Wedding
Wind,Crumb,Dust
Jesus,Rover,Jeep
Muddy Pig,Cough Drop,Muddy Pig
Mole,Sunfish,Molehill
Sandal,Ice Ness Monster,Cinderella
Rebirth,Waiter,Reincarnation
Flying Fish,Helisurfing,Helifish
Ice Fishstick,Dragon,Poseidon
Tea Leaf,Marijuana,Tea
Pencil,Camel,Caravan
Time Train,Tugboat,Time Machine
Hydroelectric,Cocktail,Energy
Polar Bear,Crop,Iceberg
Luxury,Coconut,Coco Chanel
Battleaxe,Kingdom,War
Foggy,Christ,Christmas
Tasmanian Devil,Pint,Nothing
Enlightenment,Aircraft Carrier,Buddha
Gasoline,Spring,Car
Soldier,Stew,Soup
Avalanche,Street Lamp,Snowman
Pallet,Colored Pencil,Nothing
Shandy,Sweet,Candy
Color,Netherite Sword,Rainbow Sword
Snow Helicopter,Cactrain,Snow Train
Windsurfing,Train Wreck,Disaster
Carnival,Tsunami,Disaster
Radio Wave,Rumble,Earthquake
Ice Skate,Cyclone,Ice Skater
Vape,Rainbow Balloon,Rainbow Vape
Fruit,Ares,Pomegranate
Rosebud,Mocha,Coffee
Star Trek,Statue of Liberty,Captain America
Petrol,Mississippi,River
Abominable Snowman,Lawn,Yeti
Squid,Stress,Squidward
Hot Spring,Lung,Steam
Cone,Lotus,Ice Cream
BLT,Casper,Ghost
Swamp Venus,Sunburn,Swamp Thing
Sunbather,Dandylion,Nothing
Mars Rover,Lunar,Moon Rover
Missile,Samurai,Ninja
Mud Station,Science,Mud Station
Trawler,Water Lily,Water Lily
Blind,Fire Train,Fireman
Tidal Power,Worship,Poseidon
Neil Armstrong,Swamp Venus,Neil Armstrong
Camp,Cottage,Cabin
Dune Buggy,Mud Dragon,Mud Buggy
Dragon Trap,Were-seaweed,Sea Dragon
Mistletoe,Rastafarian,Bob Marley
Bubbles,Patrick,Spongebob
Coughing,Coughing,Cough
Plutonium,Tomato,Tomatium
Mount Venus,Potamus,Venus de Milo
Dragonfruit,Fruit Tree,Dragon Tree
Surf Engine,Troll,Surf Troll
Iron Rocket,Snapfish,Iron Man
Sherry,Rainbow Rock,Rainbow Sherbet
Ship,Discus,Frisbee
Swamp Buggy,Ferry,Amphibious Vehicle
Sandmobile,Crepes,Nothing
Saturn,Starfruit,Star
Aircraft Carrier,Zoo,Noah’s Ark
Speed,Papyrus,Scroll
Marshmallow,Snowball,Snowman
Lava Monster,Hula-Tsunami,Nothing
Shore,Fire,Volcano
Bat Flower,Table,Nothing
Dirt,Tsunamic,Mud
Scent,Swamp Venus Flytrap,Nothing
Fire Engine,Don Quixote,Fire Engine
Mess,Mechanic,Garage
Magnifying Glass,Ashes,Archeologist
Sonar,Sunstroke,Sunburn
Church,Giant Mushroom,Mario
Tea Station,Jack,Tea
White Pearl,Love Potion,Aphrodite
Ghost,Bouquet,Poltergeist
Were-forest,Lilywhistle,Nothing
Poke,Frank Herbert,Dune
Ocean,Jar Jar,Gungan
Chai-tini,Sticky,Floor
Bonsai,Abominable Snowman,Yeti
Swamp Nessie,Shark,Sharktopus
Time Machine,Space Mummy,Time Mummy
Sandal,iMac,Nothing
Grape,Fire Hoop,Nothing
Splash,Chimney,Rainbow
Hives,Pop,Hip Hop
Hidden,Dessert,Secret
Scotland,Princess,Brave
Teapot,Buddha,Tea
Ferry,Mountain Tornado,Zeus
Ozymandias,Painting,Art
Jewel,Bear,Bear Jew
Road Trip,Steam Train,Vacation
Winepress,Boat,Ship
Seafood,Witch Hut,Sea Witch
Feed,Malachite,Nothing
Ursa Major,Dust Allergy,Nothing
Eagle,Steam Workshop,Nothing
Cloud Trap,Abominable Snowman,Yeti
Pasta Monster,Potato Salad,Pasta Salad
Tea Storm,Steam System,Tea
Lot’s Wife,Water Wheel,Salt
Delta Force,Mothfly,Mothforce
Radio Wave,Lamp,Wi-Fi
Acid Rain,Mt. Fuji,Mt. Fuji
Traffic,Cinder,Jam
Treehouse,Wet Cat,Cat Tree
Snapfish,Moonshine,Nothing
Punch Bowl,Dracula,Bloody Mary
Holy Dandelion Wine,Dionysus,Drunken God
Peacock,Fire Engine,Firebird
Bourbon,Bookshelf,Bookshelf
Flame,Horse,Phoenix
Tea,Paddy,Rice
Judge,Geothermal Power,Judge Dredd
Scent,Snowblade,Nothing
Flying Pizza,Tea Train,Nothing
Fjord,Rice Paddy,Rice
Monorail,Observatory,Space Station
Smoke Signal,Wedding,Smoke
Beef Bourguignon,Flying Car,The Jetsons
Sandtrap,Supernova,Black Hole
Tsunamas Tree,Vampire Flower,Tree of Life
Hearth,Mount Venus,Volcano
Biofuel,Slice,Nothing
Clean Air,Daffy,Duck
Tractor Beam,Steam Workshop,Steam Tractor
Prickle,Ant,Hedgehog
Crash Landing,Himalayas,Yeti
Pirate,Cobra,Captain Hook
Lava Cone,Poppy,Nothing
Lot’s Wife,Robocloud,Nothing
Seafood,Sherlock Holmes,Clam
Monster Truck,Skimming,Monster Skim
Hot Air,Pop,Balloon
Portal,Salamander,Dragon
Fog Machine,Casper,Ghost
Speed,Werepriest,Werepriest
Parachute,Rocket,Space Shuttle
Vapor,Tornado Warning,Tornado
Mothman,Pie,Nothing
Cloud Trap,Blueprint,Cloud
Time Travel,Smoker,Doctor Who
Prickly,Steam Tsunami,Cactus
Nymphomaniac,Terrorist,Osama Bin Laden
Pig Iron,Paper,Bank
Cheese,Freezer,Ice Cream
Wereboar,Tea Bag,Werebear
Sand,Cocoon,Cactus
Paddle,Rabbit,Canoe
Tesla,Fish Food,Electric Eel
Mouse,Peter Pan,Tinkerbell
Magic,Poison Ivy,Poison
Eye Patch,Eye,Pirate
Soggy Pop Tart,Vaporwave,Vaporwave Pop Tart
Wind Farm,Lung,Windmill
Wash,Pie,Dish
Sour,Fireplane,Lemon
Fighter Jet,Steam Planet,Nothing
Werebear,Fire Storm,Werewolf
Astronomy,Fairy Tale,Star
Pallet,Wolfsbane,Werewolf
Galaxy,Cloud Robot,Nothing
Ramses,Rocket,Sphinx
Swimming,Nympho,Mermaid
Orc,Space Truck,Orc Truck
Super Lava,Werewolf,Werewolf
Moonboat,Los Angeles,Lunar Lander
Sunflower,Rosebud,Flower
Chocolate Milk,Vape Fish,Vape Milk
Popcorn,Flying Starfish,Popcorn
Darth Vader,Cactea,Cactus
Pinocchio,Steam Solar System,Universe
Snowbird,Hermit,Snowman
Turbine,Chauffeur,Driver
Stew,Dustbin,Soup
Cholera,Smaug,Dragon
Shards,Hot,Lava
Fratnado,Old Faithful,Nothing
Sharkcano,Colour,Nothing
Food,Raft,Picnic
Explosion,Gumbo,Gumbo
Glue,Werepot,Werewolf
Vineyard,Solar Train,Wine
Dark Phoenix,Leaf,Phoenix
Spaceship,Navigation,Astronaut
Pot Hole,Space Vine,Black Hole
Censer,Vatican,Pope
Ice Fishing,Hacker,Phishing
Litter,Feng Shui,Kitty
Soldier,Penguin,Nothing
Lunatic,Train,Crazy Train
Steam Detector,Plankton,Steam
Rubble,Dressing,Dress
Seedpod,Polly,Nothing
Rice,Racer,Nothing
Choo Choo,Crumb,Cookie
Airplane,Riverboat,Cruise Ship
Vapecano,Woodchips,Smoke
Jailbreak,Doom,Prison
