first,second,result
Brick Flower,Palm,Nothing
Dust Truck,Kaleidoscope,Nothing
Tobacco,Table Salt,Nothing
Dutch,Batcave,Batman
Fertilizer,Tea Loch Ness Monster,Nothing
Flying Fjord,Moat,Dragon
Flambé,Flytrap,Venus Flytrap
Odin,Tabasco,Ragnarok
Antfly,Fishing Boat,Nothing
Antfly,Bottle,Antidote
Holy Lake,Knowledge,Holy Water
Theater,SpaceX,Star Wars
Speedboat,Rock Tea,Pirate
Muddy Wasabi,Rally Car,Nothing
Brandy,Lava Cone,Nothing
Mop,Emerald,Janitor
Cayenne,Spain,Paella
Vatican,Odin,Pope
Sandicorn,Tire,Unicorn
Swarm,Stonehenge,Druid
Landing,Snow Rocket,Sleigh
Gas,Carnivorous Plant,Venus Flytrap
Tea Car,Cleanest,Nothing
Loch Ness,Fire Water,Monster
Rubber,Paper,Eraser
Spaghetti,Arrow,Pasta
Elixir,Goat,Cheese
Cygnus,Simba,Lion King
USA,Aeolus,Wind
Squirrel,Parking Lot,Roadkill
China,Jewel,Jade
Torpedo,Sage,Wizard
Garden,Drunk Fish,Alcoholic
Theater,Steam Car,Nothing
GPS,Mountain Tornado,Nothing
Martini,Caspian,James Bond
Broken,Tortoise,Turtle
Van Gogh,Seaweed Roll,Sushi
Ring,Mustard,Yellow
Rabbit,Chalk,Easter Bunny
Chlorophyll,Scarecrow,Plant
Cactus,Sea Star,Cactus Star
Dinosaur,Space Ship,Spacesaurus
Luna,Lightning,Moon
Crabgrass,Lemon,Sourgrass
Landing,Colored Pencil,Nothing
Canal,Barley,Beer
Fire Cone,Gorge,Nothing
Haunted House,Tea Tsunami,Tea Party
Locomotive,Cologne,Train
Snow Moon,Space Mummy,Nothing
Subtank,Multiverse,Vape
Coconut Milkshake,Dustbin,Trash
Dyson,Mud Puddle,Vacuum
Chauffeur,Eruption,Volcano
Big Bang,Muddy Signal,Nothing
Donkey Kong,Jail,Donkey Kong Country
Elon Musk,Leaf,Tesla
Yard,Sashimi,Sushi
Obelisk,Loch Ness Monster,Stonehenge
Sand Dragon,Super Avalanche,Sandstorm
Steam Train,Paddle,Steamboat
Bug,Eraser,Error
Tortoise,Viper,Turtle
Charcoal,Snoop Dogg,Weed
Swamp Tsunami,Ozymandias,Ozymandias
Crawfish,Cowboy,Crawdad
Muddy Wine,Pot of Gold,Leprechaun
Neil Armstrong,Dada,Nothing
Venus Flytrap,Hula Hoop,Hoop Snake
Fire Engine,Superplant,Nothing
Berserker,Chia,Chia Pet
Moses,Air Force,Parting
Coconut Tree,Amphibian,Frog
Snowpocalypse,Magma,Volcano
Flour,Enlightenment,Enlightened Flour
Snowflake,Train,Snowmobile
Grapevine,Burning Bush,Wine
Trash,Pancake,Garbage
Fishing Village,Whale,Fishing Village
Pendant,Aquarium,Fish
Necklace,Pigeon,Dove
God,Fist,Zeus
Fire Tank,Tire,Fire Truck
Science,Jam,Jelly
Mount Olympus,Steam Trap,Nothing
Giant Venus Flytrap,Space Mummy,Space Plant
Water Lily,Genie,Lotus
Smurf,Monkey,Smurfette
Pearl,T-Shirt,Bling
Doodle,Geysers,Nothing
Aeon,Treant,Tree
Hot Sauce,Cerberus,Spicy Dog
Doctor,Postcard,Postman
Berserker,Ice Cream Sandwich,Viking
Chocolate,Super Volcano,Chocolate Volcano
Bling,Swamp Thing,Swamp Thing
Abominable Snowman,Jellyfish,Yeti
Smoking,Vineyard,Wine
Steamboat Willie,Universe,Mickey Mouse
Hermes,Christmas Tree,Santa Claus
Space Plant,Seafood,Alien
Wine,Dino,Dinosaur
Robocroc,Tsunamas Tree,Tsunamas
Spritzer,Lens,Camera
Letter,Selfie Stick,Selfie
Potato Salad,Tesla,Potato Salad
Country Music,Oil,Texas
Snapdragon,Morse Code,Nothing
Shoe,Mud Volcano,Cinderella
Sea Monster,Cthulhu,Cthulhu
Clean Teapot,Matterhorn,Tea
Tiger,Wet,Stripes
Woodpecker,Galaxy,Universe
Chicken of the Sea,Balsamic Vinegar,Nothing
Fish Food,Sundae,Fish
Knowledge,Grog,Alcohol
Mecha Dragon,Mercury,Mecha Mercury
Stoned,Spirit,Ghost
Scotch,Snowbird,Scotchbird
Fishing Pole,Dust Trap,Fish
Firewall,Cloud Train,Cloud
Jet Ski,Captain Nemo,Captain Nemo
Hot Springs,Gravity,Black Hole
Animation,Narcissus,Cartoon
Dust Storm,Prickly,Cactus
Super Plant,Oedipus,Superman
Pilot,Sharkcano,Sharknado
Space Submarine,Wish,Genie
Skier,Piranha,Shark
Snowmageddon,Fire Dragon,Ice Dragon
Burnt Toast,Santa Fe,Nothing
Lasagna,Morse Code,Nothing
Sink,Wind,Drain
Crown,Shards,Glass
Firework,Caesar,Roman Candle
Ice,Mountain Don’t,Ice Mountain
Treasure Map,Wand,Magic
Covenant,Cannon,Treaty
Triple Axe,Sneeze,Sneeze
Combine Harvester,Smores,Campfire
Ice Fish,Geyser,Fish
Mecha Dragon,Riot,Mecha Riot
Rubbish,Mt. Nemo,Mt. Everest
Steam Station,Salad Dressing,Nothing
Cathedral,Yellowstone,Old Faithful
Slipper,Salmon,Cinderella
Moonshine,Flying Car,Flying Car
Aztec,Bread,Tamale
Swark,Aphrodite,Cupid
Relax,Explosion,Yoga
Carpenter,Count,Vampire
Fruit,Amen,Date
Mud Weed,Fireplace,Nothing
Date,Seaweed Roll,Nothing
Tea Set,Coal,Coal Tea
Ship,Bookshelf,Library
Chardonnay,Fire Breathing Dragon,Wine
Antfly,Hash,Nothing
Pixie,Switzerland,Nothing
Tattoo,Wooden Submarine,Captain Nemo
Snowfish,Turtle,Penguin
Worship,Art,Religion
Tornadobot,Bus,Tornadobus
Mustard,Egypt,Pyramid
Garbage,Bank,Money
Ice Tornado,Snow Leopard,Snow Tornado
Space Cake,Salmon Run,Nothing
Drunk,Mower,Lawnmower
Tears,Bottle Rocket,Fireworks
Chai,Checkmate,Chess
Crabgrass,Oasis,Desert
Empire State Building,Teahouse,Tea
Ugly Duckling,Cake,Swan
Plague,Pineapple Tree,Pineapple
Tree,Snowbird,Snowman
Brandy,Kaleidoscope,Drunk
Viking Ship,Andes,Penguin
Skier,Coconut Milk,Pina Colada
Fungus,Aquavit,Mushroom
Rocky,Prickly Pear,Cactus
Sand Nessie,Dust Whale,Dust Nessie
Wax,Jedi,Candle
Hellhound,Enlightenment,Buddha
Bermuda Triangle,Headache,Migraine
Steam Punk,Fire Venus,Steam Punk
Narcissism,Dark Side,Trump
Fire,Sandtitanic,Volcano
Dragon Soup,Squid,Calamari
Mocha,Sharkcano,Sharknado
Robocloud,Barley,Beer
Dessert,Peach,Pie
Pitchfork,Longboat,Nothing
Ant Smoker,Steam Surf,Steam Punk
Tokyo,Krakken,Godzilla
Smoke Detector,Captain,Firefighter
Skull,Electric Eel,Skeleton
Lava Monster,Van Gogh,Lava Monster
Chimney,Oasis,Smoke
Luau,Kite Trap,Lei
Frost Dragon,Nose,Frosty
Cinema,Beach,Drive-in
Mud Volcano,Pumice,Stone
Frankenstein,Ruby,Red
Curtain,Bubbles,Soap
Seagull,Venus Flytrap,Seagull Trap
Message,Bloody Mary,Vampire
Asia,Gold,China
Everest,Potter,Harry
Crown,Netherite,Nothing
Snowbee,Angel of Death,Snow Angel
Ammonoid,Medicine,Ammonia
Helicopter,Sand Angel,Sand Angel
Apocalypse,Mudnado,Mudocalypse
Rhea,Drunk Driver,DUI
Dryad,Flip Flop,Tree
Ash,Rootbeer,Float
Peeping Tom,Crucifix,Jesus
Slingshot,Fire Train,Cannon
Sea,Delta Venus,Aphrodite
Worm,Acid,Snake
Garage,Dustpan,Car
T-rex,Dust Trap,Dinosaur
Plague,Hot Sauce,Fire
Ice Lily,Pixie,Snowflake
Bomb,Robomummy,Robot
Ice Tea,Steam Tide,Ice Tide
Rainforest,Jordan,Amazon
Werejet,Statue,Werejet
Monkey Island,Tea House,Monkey Tea
Mt. Rushmore,Harpy,Statue of Liberty
Ant,Krill,Ant
Cut,Firequito,Nothing
Stewpid,Refrigerator,Fridge
Ice,Gun,Ice Cube
Sultana,Statue,Sphinx
Vase,Witch,Poison
Steam Man,Shore,Steamboat
Coconut Milkshake,Flag,Pirate
Lilywhistle,Skull,Skeleton
Salad,Spa,Salon
Pickleback,Toast,Pickle
Aurora Borealis,Windsurfer,Surfing
Lord of the Rings,Racecar,Racer
Tao,Enlightenment,Buddha
Fortress,Sponge,Castle
Ice Queen,Rainbow Dandelion,Ice Cream
Pork Chop,Methane,Fart
Palm Tree,Mushroom,Mario
Sandwich,Apple,Nothing
Noah’s Ark,Space Sushi,Space Ark
Book,Ares,War
Fish,Cool,Penguin
Jailbreak,Chia Pet,Chia Thug
Moai,Poseidon,Easter Island
Terracotta,Cowboy,Statue
Steam Ship,Muddy Wasabi,Steamboat
Space Weed,Antnado,Space Ant
Jack-o-Lantern,Seafood,Crab
Surf Party,Apple,Surfboard
Jeep,Jade,Nothing
Seeds,Snowfish,Snowflake
Snow Angel,Cinderbot,Snowbot
Curse,Dwarf,Gnome
Monkey Island,Shrub,Monkey
Battle,Dog,War Dog
Wreckage,Mudweed,Swamp
Sour Grapes,Salt,Wine
Liberty Bell,Petra,Freedom
Rocky Mountains,Mountaintop,Mountaintop
Mountain Dew Baja Blast,Vine,Mountain Dew Baja Blast
Reggae,Ugly Duckling,Ugly Duckling
Microwave,Vineyard,Wine
Ariel,Radio,Radio Wave
Solar Plane,Potpourri,Solar System
Calendar,Temple,Church
Bride,Palm,Wedding
Tea Time,Valentine,Nothing
Soupstone,Sea Horse,Sea Monster
Odin,Lens,Camera
Lava Bike,BBQ,Volcano
Theater,Crop Circle,Alien
Candle,Tiamat,Dragon
Burn,Mayan,Calendar
Werehouse,Mountain Zinfandel,Nothing
Bloody Mary,Sea Serpent,Mermaid
Soggy,Bulldozer,Mud
Emulsion,Charcoal,Painting
Thunderbolt,Feed,Nothing
Fire Station,Drunken Flower,Nothing
Rum,Pteranodon,Pirate
Arrow,Beaver,Dam
Ghost Ship,Coffee Bean,Pirate
Hotdog,Christmas,Santa
Taco,Coal,Nothing
Gnome,Mountain Zinfandel,Nothing
Triple Axe,Joint,Axe
Transformer,Sushi Chef,Optimus Prime
Skull,Color,Rainbow
Spa,Knowledge,Therapy
Pottery,Lost City,Atlantis
Death Star,Dealer,Jabba
Tenochtitlan,Mud Truck,Nothing
Fire Tree,Steamnado,Nothing
Head,Moon Landing,Neil Armstrong
Cure,Skater,Skateboard
Dragonfish,Golem,Dragon
Pterodactyl,Potato Gun,Pterodactyl
Jet Vacuum,Exhaust,Vacuum
Chariot,Wreck,Car
Whale Sushi,Fertile,Nothing
Time Wave,Crystal,Time Crystal
Condor,Sand Ness Monster,Nothing
Soggy Pop Tart,Agriculture,Nothing
Duck Sauce,Orca,Duck Sauce
Starfish,Ice Cream Sandwich,Sea Star
Canada,Poison Ivy,Maple Leaf
Ash,Monty Python,Spam
Lost City,Party,Atlantis
Pumpkin,Cognac,Jack-o-lantern
Fire Dragon,Sinkstone,Nothing
Rocky,Log,Rocky
Bone,Nose,Dinosaur
Burning Zeppelin,Moonstone,Moon
Tardis,Sleigh,Santa
Fire Breath,Frank Herbert,Dune
Heart,Cattail,Cat
Apollo,Tar,Asphalt
Flat Rock,Pinata,Boulder
Mammoth,Glass,Ice
Fridge,Pickleback,Nothing
Moss,Town,Swamp
Gecko,Australia,Geico
Flying Eagle,Steam Surf,Nothing
Quagmire,Glowworm,Nothing
Drunken,Lung,Drunk
Loch Ness Monster,Hot Air,Myth
Atlantis,Samurai,Poseidon
Salamander,Jetstream,Dragon
Ant,Snow Plow,Snow Ant
Piña Colada,Pina Colada,Pineapple
Crumbs,Space Plant,Nothing
Wave,Dark Side,Tsunami
Garbage Truck,Sandstone,Pyramid
Air Steam Dragon,Batter,Nothing
Snowkite,Dustover,Snowman
Station,North Pole,Santa
Tesla Coil,Moisture,Lightning
Marsquake,Pisces,Fish
Archangel,Finding Nemo,Dory
Snow Tea,Highway,Snow Tea
Pancake,Double Rainbow,Unicorn
Mermaid,Carriage,Chariot
Tea Coral,Palm,Tree
Drunk,Mud Station,Drunken Station
Salamander,Shark Chef,Sushi
Sick,War,Plague
Raft,Swamp Shark,Swamp Shark
High Tide,Aladdin,Genie
Lily Shark,Coconut Tree,Coconut Shark
Mega Mushroom,Maple,Maple Syrup
Pterodactyl,Earthworm,Bird
Cronus,Anchor,Poseidon
Worship,Aeolus,Wind
Eskituna,Milkshake,Eskituna
Captain Nemo,Bitcoin,Satoshi
Engagement,Cinder,Wedding
Trench,Vaporizer,Submarine
Ring,Saturn V,Moon
Jar Jar,Romance,Star Wars Episode II
Greatsword,Lake,Excalibur
Reincarnation,Sangria,Reincarnation
Pigpen,Ice Dragon,Pig
Moat,Cup,Castle
Cheese,Swine,Pig
Tile,Icicle,Ice
S’more,Pickleback,S’mickle
Combine Harvester,Mashed Potato,Shepherd’s Pie
Vintage,Migraine,Wine
Tree Hugger,Amphibious Car,Amphibious Car
Teavillage,Sea Mud,Tea
Crop Tank,Laser,Tank
Morning,Christmas Spirit,Hangover
Tomatoes,Spongebob,Ketchup
Haunted Tree,Lumberjack,Ghost
Fire Swamp,Eve,Princess Bride
Painting,Cruise Ship,Art
Fire Cone,Methane,Volcano
Coconut Milkshake,Hot Fudge Sundae,Nothing
Covenant,Cork,Wine
Gas Station,Blowhole,Whale
Jetpack,Wash,Dryer
Snow Lotus,Flying Fjord,Flying Snow Lotus
Snow Angel,Yak,Yeti
Holy Bomb,Dark Side,Nothing
Drink,Lung,Pneumonia
Dust Trap,Pine Tree,Christmas Tree
Greenhouse,Fire Tornado,Fire
Noodle,Chicken Noodle Soup,Chicken
Sherlock,Tsunamic,Tsunami
Trainwreck,Mjolnir,Thor
Rosé,Doctor Who,Doctor Rosé
Snow Cone,Leprechaun,Snowman
Shooting,Volcano,Lava
Abominable Snowman,Tea Pot,Yeti
Sarcophagus,Poltergeist,Mummy
Hidden,Saki,Nothing
Baby Dinosaur,Pigeon,Pterodactyl
Valkyrie,Factory,Robot
Steamboat Willie,Crocodile,Mickey Mouse
Windy,Bacon,Pig
Oktoberfest,Grand Canyon,Grand Oktoberfest
Fragrance,Greek,Perfume
Batmobile,Lightning Bug,Batman
Incense,Salad Bowl,Buddha
Aquaman,Ice Fish,Fishman
Rhea,Cross,T
Moat,Snowblower,Snow
Potato,Chicken Of The Sea,Chicken Pot Pie
Sewage,Mud Puddle,Swamp
Fire Blossom,Alien,Fire Flower
Silt,Leviathan,Whale
Dragon Tornado,Resurrection,Phoenix
Igloo,Combine Harvester,Eskimo
Brontosaurus,Mud Geyser,Dinosaur
Lunar Rover,Poseidon,Moon
Dungeon,Iron,Chain
Chariot,Crash,Wreck
Doctor Who,Colossus,TARDIS
Flying Ice Cream Cone,Logging,Nothing
Lichen,Charcoal,Fossil
Sweat,Gosling,Ryan Gosling
Wand,Firefly,Fairy
Statue,Couch,Sculpture
Narcissism,Dragonzilla,Godzilla
Berserker,Hephaestus,Achilles
Megalopolis,Juice,Lemonade
T-Rex,Slavery,Dinosaur
Slate,Cheese,Pizza
Steam Dragon,Turbine,Electricity
Snowmageddon,Orc,Yeti
Black Pearl,Fire Weed,Pirate
Knife,Trump,Trump
Tube,Cinder,Chimney
Portal,Weed,Stargate
Cave,Cough Syrup,Bat
Sinking,Oz,Titanic
Fire Coral,Cthulhu,Cthulhu
Tidal Wave,Necklace,Tsunami
Magnifying Glass,Burning Man,Fire
Honda,Ghost,Motorcycle
Fisherman,Bonsai,Fish
Rainbow,Bouncy Ball,Unicorn
Hot Spring,Pineapple Tree,Pineapple
Rhea,Sewage,Sewer
Witch,Wyvern,Dragon
Amber,Dinner,Resin
Poinsettia,Irrigation,Nothing
Green Dragon,Snowman,Yeti
Software,Tomb,Crypt
Power,Neptune,Poseidon
Smoky Mountains,Coral Reef,Nothing
Racetrack,Fireworks,Horse
Rubber Ducky,Driftwood,Nothing
Wig,Wind Turbine,Windmill
Space Invader,Banana Split,Nothing
Flying Shark,Hot Air Balloon,Flying Shark
Obsession,Bank,Greed
Spongbob,Jewelry,Patrick
Kratom,Wolf,Werewolf
Rice Field,Hot Spring,Sake
Fire Tea,Lumberjack,Nothing
Flying Pelican,Date Palm,Nothing
Dustin,Sand Shark,Dustin
Smurf,Cloth,Smurfette
Sauce,Ammonite,Nothing
Lilo,Pane,Stitch
Beach House,Ketchup,Cottage
Amphibious Helicopter,Sky,Flying Car
Cleaner,Iron Golem,Cleaner Golem
Sand Worm,Wyvern,Dragon
Wind,Satan,Dust
Jet Ski,Elephant,Dumbo
Fireball,Vapor,Cloud
Power,Fire Whirl,Fire
Tornadozilla,Muddy Coffee,Muddy Coffee
Water,Zombie King,Zombie
Surf and Turf,Maple Tree,Maple Syrup
Wreck,Continents,Pangaea
Time Ship,Ice King,Ice King
Wash,Golem,Clean
Lone Wolf,Wood,Werewolf
Mayonnaise,420,42069
Monster Truck,Valley,Monster Valley
Lightning Bolt,Lone Wolf,Werewolf
Sakura,Astronaut,Sakura
Airplane,Yoga,Pilot
Road,Potato Chip,Car
Carrot,Sinkhole,Rabbit
System,Oil Tanker,Oil System
Confused,Rich,Politician
Delta Force,Hash,Nothing
Alice,Paper,Book
Slingshot,Elf,Hobbit
Triple Axe,Dandelion Tea,Nothing
China,Log,Chopstick
Choke,Pancake,Choking
Landfill,Beluga,Whale
Flying Shark,Graffiti,Shark Graffiti
Rocky Road,Antimatter,Black Hole
Taj Mahal,Super Volcano,Yellowstone
Pompeii,Wedding,Disaster
Smoked Salmon,Mud Bowl,Mud Bowl
Carpenter,Hash,Nothing
Fertilizer,Fishing,Fish
Sunflower,Air,Seed
Swamp Shark,Hot Fudge,Nothing
Wakeboarding,Vinegar,Wineboarding
Eye,Duckling,Duck
Moon Dust,Geese,Nothing
Aladdin,Rubble,Genie
Bloody Mary,Black,Vampire
Hot Air Balloon,Muddy Train,Muddy Hot Air Balloon
Swamp Venus,Jesus,Swamp Thing
Toxic,Cigar,Smoke
Electric Teapot,Coffee,Coffee Maker
Sleigh,Sleigh,Sled
Moredon,Pea,Nothing
Rocky Road,Signal,Nothing
Bacteria,Dust,Disease
Paper Mache,Sonar,Dolphin
Splash,Hoop,Hula Hoop
Nymph,Yoshi,Nympho
Mountain Bush,Fruit Fly,Banana
Tesla Tower,Spore,Tesla
Dust Bunny,Kingdom,Dust Kingdom
Gas Station,Flying Shark,Nothing
Mushroom Soup,Mordor,Nothing
Super Steam,Snowbird,Nothing
Sand Dunes,Dish,Pyramid
Ice Wine,Slick,Ice
Fjord,Swamp Venus,Fjord Venus
SpongeBob SquarePants,Mount Fuji,Spongebob Squarepants
Tornado Dragon,Slick,Tornado
Scalpel,Money Tree,Nothing
Chicken Noodle Soup,Snowdrop,Snowman
Melt,Double Axe,Nothing
Pirate Ship,Super Steam,Steamboat
Cloud Robot,Rice,Nothing
Kite,Battle Axe,Viking
Compost,Titanado,Titan
Goldfish Express,Colossus,Colossus of Rhodes
Pork,Continents,Porkchop
Carbon,Nimbus,Nothing
Rastawine,Spain,Nothing
Chocolate Milk,Hourglass,Time
Roast,Dam,Toast
Ice Queen,Icebox,Ice Cream
Dandelight,Curtain,Dandelion
Flowerpot,Cornfield,Nothing
Zeus,Religion,Lightning
Goblin,Pond,Frog
Mill,Fjordfish,Nothing
Toxic,Wormhole,Black Hole
Cure,Driftwood,Raft
Sea Horse,Boiling Frog,Sea Monster
Tatooine,Greenland,Greenland
Battlefield,Moisture,Nothing
Werepig,Fire Dragon,Dragonpig
Thor,Paper Airplane,Thunder
GPS,Death,Lost
Tide,Muddy Train,Muddy Train
Heart,Mud Station,Love
Piranha,Paper Canyon,Nothing
Disney,Sand Witch,Maleficent
Heaven,Sashimi,Angel
Ewok Village,Wood,Ewok Tree House
Rat,Phoenix,Dragon
Tar,Valkyrie,Viking
Universe,Wizard,Magic
Toad,Oil Rig,Prince
Mess,Pencil Sharpener,Pencil
Spritzer,Tornado Castle,Nothing
Drunken Dryad,Crystal,Nothing
Snow Leopard,Fighter,Yeti
Inquisition,Bridge,Troll
Middle Earth,Toxic,Mordor
Windsurfer,Skydiving,Parachute
Fabric,Smile,Nothing
Mountain Dew Baja Blast,Lunar Eclipse,Moon
Mud Tea,Gingerbread Man,Gingerbread Man
Taj Mahal,Catholic,Pope
Clay,Robo-Fish,Robo-fish
Future,Pelicant,Time Travel
Rescue,North America,Canada
Chess,Skating,Chesskating
Sculpture,Cheshire Cat,Statue
Carrot,Oasis,Carrot Juice
Air Pollution,Jupiter,Smog
Cure,Blow,Sneeze
Fairy Godmother,Altar,Wish
Lilo,Pill,Stitch
Fjord,Tom Sawyer,Huckleberry Finn
Fire Blossom,Energy,Fire
Peach,Arrow,Cupid
Snowpunk,Octopus,Snowtopus
Speedboat,Altar,Pirate
Yakuzas,Vampire Flower,Nothing
Olympus,Dew,Zeus
Snake,Sandwich,Anaconda
Monkey King,Flame Sword,Sun Wukong
Alligator,Warehouse,Crocodile
Vaporizer,Lawnmower,Weed Eater
Sharktopus,Spongbob,Spongebob
Smurf,Lich,Gargamel
Squirrel,Tea,Chai
Blizzard,Bottle,Snowman
Ash Ketchum,Canyon,Ash Canyon
Discovery,Moonlight,Eureka
Yacht,Flying Shark,Pirate
Snowpocalypse,Cloudy Rice,Snowman
Flying Cow,Coral Wine,Nothing
Poplar,Narcissus,Daphne
Wall,Great Wall of China,Great Wall Of China
Daisy,Village,Maypole
Tatooine,Sunfish,Jabba
Peacock,Godzilla,Feather
Flat Earth Society,Kettle,Whistle
Ogre,Sandblast,Nothing
Swamp Venus,Truck,Monster Truck
Vaccine,Alcohol,Hangover
Ice Tea,Garbage Dump,Nothing
Malaria,Alcatraz,Prison
Avalanche,Chipotle,Burrito
Yogi,Prison Break,Yogi Bear
Party,Batman,Nothing
Acid Rain,Bread,Toast
Flowerpot,Amphicar,Plant
Muddy Toadstool,Paper Boat,Nothing
Hot Air Balloon,Fire Flower,Fire Balloon
Jonah,Pressure Cooker,Nothing
Wakeboard,Fan,Wakeboarder
Cyclone,Sheep,Lamb
Immortality,Pompeii,Vesuvius
Fountain,Skydive,Waterfall
Fair,Flatosaurus,Nothing
Spring,Plant,Flower
Hops,Coffee Bean,Nothing
Cut,Cleaning,Clean
Iceberg,Fire Venus,Ice
Kite Trap,TNT,Boom
Werewolf Train,Flower,Werewolf
Loch Ness,Toilet Cleaner,Nothing
Djinn,Batter,Nothing
Sacrifice,Ice Fishing,Fish
Jack-o-Lantern,Smoke,Smog
Snow Plow,Anchor,Snow Anchor
Flying Pigpen,Ark,Noah
Sea Lettuce,Statue,Venus
Carpathian,Pig Iron,Nothing
Energy,Capsaicin,Nothing
Ice Queen,Piston,Ice Cream
Lawnmower,Hummingbird,Hummingbird
Krill,Coconut,Crab
Ghost Pepper,Crash,Fire
Easter Egg,Dragonborn,Dragon
Garlic,Town,Vampire
Illusion,Geothermal Power,Volcano
Salt,Fuel,Saltpeter
