first,second,result
Goatea,Crypt,Nothing
Toga,Icebox,Refrigerator
Pigpen,Hangrover,Pig
Emerald,Tobacco,Cigar
Polar Bear,Dada,Nothing
Mech,Frat Party,Mecha Frat Party
Skull,Hula-Tsunami,Tiki
Taz,Hula-Tsunami,Tazmanian Devil
Protestant Reformation,Were-plant,Nothing
Princess,Seagrass,Mermaid
Bookshelf,Hell,Library
Potato Salad,Flying Dust,Flying Potato Salad
Mountain Time,Diamond,Pressure
S’mores Sundae,Flamingo,Nothing
Sultana,Firework,Sultan
Racism,Helicopter,Police
Sinkhole,Switzerland,Cheese
Kraken,Venom,Squid
Moonstone,Fuel,Rocket
Software,Pepper,Spyware
Iceland,Dyson,Vacuum
Motocross,Compass,Rally
Eurasia,Rock Thing,Stonehenge
Bourbon,Planet,Pluto
Ash Ketchum,Cuba,Ash Ketchum
Burning Bush,Driving,Road Rage
Movie,Dust Storm,Star Wars
Sun,Egypt,Ra
Tree,Dustnami,Dust
Titanic 3,Snowglobe,Iceberg
Scotch,Surf and Turf,Nothing
Paper Ship,Kaleidoscope,Origami
Starship,Dandelion Patch,Space Weed
Tornado Truck,Rain,Tornado
S’mores Sundae,Mir,Happy
Hole,Tentacle,Octopus
Racism,Wolfsbane,Nothing
Platform,Super Volcano,Yellowstone
Steam Turbine,Lava Monster,Geothermal Power Plant
Rust,Mudsurfing,Mud
Smogger,Toast,Nothing
Cloud Castle,Flying Boat,Nothing
Gnomish,Dandelion Wine,Gnome
Yule Log,Ghost,Christmas
Metro,Fire Trap,Fire Trap
Amulet,Shards,Mosaic
Drown,Giant Venus Flytrap,Plant
Rastafarian,Electricity,Bob Marley
Viper,Flying Car,Batmobile
Rubble,Vapen,Vape
The Colossus of Rhodes,Fanboy,Nothing
Swamp Venus,Tuberculosis,Swamp Thing
Mud Puddle,Pigasus,Mud Puddle
Lighthouse,Dandelion Weed,Nothing
Stoned,Iron Storm,Iron Maiden
Zookeeper,Tasmania,Devil
Thing Thing,Cinderbot,Cinderbot
Dustover,Duck And Cover,Dustbuster
Fire Fire Trap,Flat Road,Fire Trap
Steam Power,Brick Wash,Nothing
Dust Whale,Energy,Dust Bunny
Amethyst,Fire Fjord,Nothing
Snow Tire,Flat Glass,Snowmobile
Bong,Throne,King
Snow Rocket,Holy Water,Snowman
Fish,Princess Flytrap,Venus Flytrap
Werecerberus,Werepuddle,Werepuddle
Engagement,Racist,Marriage
Super Smoke,Boil,Nothing
Oar,Hippocampus,Nothing
Sea,Bee,Bottle
Hare,Dandelion,Rabbit
Great Wall of China,Rain,Rainbow
Swamp Kite,Worm,Snake
Dino,Worm,Snake
Resurrection,Mars Rover,Jesus
Were-tree-wolf,Pulp,Pulp Fiction
Windsurfer,Wine Glass,Sailor
Flying Hot Dog,Fishing Boat,Flying Fish
Steamleaf,Taco,Nothing
Cliff,Pinocchio,Nose
Carnivorous Plant,Pluto,Venus Flytrap
Butterfly,Super Avalanche,Butterfly Effect
Train Station,Elephant,Dumbo
Mountain Wine,Mad Hatter,Drunken Hatter
Dragon Weed,Guns,Nothing
Litter,Cygnet,Swan
Garage,Crawfish,Crawfish
Tractor,Frostbite,Snowplow
Io,Tankini,Bikini
Titanium,Prison,Titan
Mount Everest,Simba,Lion King
Jetpack,Cane,Nothing
SpongeBob,Swark,Spongebob
DNA,Dandelion Roll,Dandelion
Solar Panel,Whiskey,Solar Whiskey
Dragon Fruit,Hot Dog,Dragon
Chardonnay,Ares,Nothing
Desert,Sea Horse,Camel
Easter Lily,Holy Grail,Jesus
Chainsaw,Pork Chop Express,Big Trouble in Little China
Space Tank,Village,City
Lumberjack,Plesiosaurus,Wooden Dinosaur
Wet Dandelion Patch,Mountain Thing,Mountain Thing
Aspirin,Pipe,Smoke
DeLorean,Himalayas,Yeti
Fish on Fire,Hay,Fish On Fire
Ghost,Fire Swamp,Nothing
Sonar,Pool,Dolphin
Photographer,Mangrove Forest,Mangrove Forest
Dill Pickle,Salt Lick,Dill Pickle
Dandelion Weed,Weather,Dandelion
Ant,Muddy Helicopter,Antman
Wizard,Dorito,Chip
Vapen,Tire,Vape
Wormhole,Fire Trap,Black Hole
Houseboat,Baptism,Church
Choopper,Transportation,Train
Seaplane,Geothermal Geyser,Volcano
Ant-icane,Ketchup,Nothing
Duck,Kush,Duck
Raft,Whisper,Pirate
Aztec,Smoke Signal,Human
Karma,Space Toast,Nothing
Oslo,Space Tsunami,Nothing
Cathedral,Piranha,Shark
Cigar,Snow Plow,Snowman
Sandstorm Robot,Steam Engine,Sandstorm Robot
Egypt,Flying Tractor,Pyramid
USA,Fizzy,Soda
Battle,Nascar,Crash
Maid Marian,Flock,Robin Hood
Bong Bowl,Smurf,Smurfette
Roll,Space Sandwitch,Moon
Town,Steamship,City
Bathtub,Shampoo,Hair
Dandelion,Moon Dust,Fairy
Petrol,Firewater,Fire
Scent,Skier,Aroma
Lobster,Frosting,Cake
Prickly Margarita,Komodo Dragon,Nothing
Ferrari,Cronus,Nothing
Captain Hook,Ant,Pirate
Wet Dandelion Patch,Fire Station,Fire
Disney,Frogger,Princess
Burnt,Cloud Station,Smoke
Root,Spain,Radish
Rocket Fuel,Ragnarok,Nothing
Swan Lake,Steamship,Titanic
Flying Fisherman,Penguin Shark,Penguin
Scotch,Komodo Dragon,Komodo Dragon
Treasure Map,Count Dracula,Vampire
Accident,Megalodon,Shark
Surfboard,Sandboard,Sandboard
Battery,Shaman,Wizard
America,Muddy House,Swamp
Dust Bowl,Hair,Tumbleweed
Gasoline,Lightning Rod,Car
Knife,Battleaxe,Sword
Potato Chip,Stewpid,Stupid
Overpass,Plague,Quarantine
Sword,Whale Sushi,Swordfish
Carpenter,Sinkhole,Trap
Dusty Roll,Smoker,Joint
Tank,Kale,Nothing
Solar,Sirius,Nothing
Sandpunk,Smokefly,Sandpunk
Mess,Mountain Tsunami,Nothing
Yellow Steam Car,Chainsaw,Nothing
Space Dump Truck,Roast Duck,Nothing
Tornado Robot,Microscope,Nothing
Cologne,Engineer,Perfume
Archaeologist,Bacon,Indiana Jones
Wipeout,Mole Station,Nothing
Duck And Cover,Surfing,Duck
Brine,Bear,Pickle
Snapchat,Oasis,Snapchat
Shrub,Tea Party,Bush
Tea,Farmhouse,Tea House
Dead Shark,Prickly Pear,Nothing
Vulcan,Dracula,Vampire
Cryptid,Kangaroo,Drop Bear
Cloud,Cacao,Chocolate
Waiter,Easter,Bunny
Albatross,Blowgun,Nothing
Peat,Apocalypse,Bog
Smoker,Gun,Cigarette
Autumn,Snowflake,Snowman
Radiohead,System,Radiohead
Ice Block,Scarecrow,Snowman
Crocodile,Space Elevator,Space Crocodile
Dandelion Tea,Double Axe,Dandelion
Popcorn,Cucumber,Salad
Cloud,Beauty,Angel
Flood,Stewpid,Stupid
Cabbage,Sunbather,Salad
Foggy Sundae,Ice,Ice Cream
Punch,Kangaroo,Boxing
Flood,Wereballoon,Nothing
Antihistamine,Sandtrap,Allergy
Cultivator,Paperboard,Origami
Alicorn,Drunken Dragon,Unicorn
Sand Dunes,Birthday,Desert
Dirtini,Piña Colada,Mudslide
Kayak,Snowplow,Snowmobile
Swamp Monster,Steamboat,Creature from the Black Lagoon
Enlightenment,Gin,Tonic
Coffee Bean,Prison,Coffee
Racetruck,Gollum,Hobbit
Gingerbread Man,Fire Flower,Cookie
Miami,Triton,Mermaid
Wish,Cash,Genie
Salsa Verde,Pineapple Express,Nothing
Thief,Dandelion Seeds,Nothing
Mud Volcano,Chia,Chia Pet
Airport,Piglet,Pig
Optimus Prime,Forest,Autobot
Galactus,Frank Herbert,Dune
Submarine,Megalopolis,Atlantis
Science,Itch,Scratch
Pendant,Death Star,Darth Vader
Sand Nessie,Sunglasses,Sand Nessie
Coffee,Grog,Pirate
Sandshake,Boat,Sandcastle
Pressure,Gumbo,Gumbo
Flat Rock,Colony,Settlement
Subway,Gale,Train
Land,Wine Bottle,Nothing
Captain Hook,Derail,Train
Stink,Fire Water,Nothing
Heart,Ice Cream,Love
Krakken,Bog Fish,Nothing
Wizard Tower,Protest,Revolution
Cherry Blossom,Meteor Shower,Sakura
Tidal Power,Flip Flop,Wave
Sail,Dragonzilla,Ship
Plantation,Potamus,Hippopotamus
Carnival,Tornadroll,Tornadroll
Pencil,Space Helicopter,Nothing
Steamboat Punk,Chicken Noodle Soup,Nothing
Snowtrap,Dustbuster,Snowman
Mayonnaise,Jetpack,Flying Mayonnaise
Stoner,Tire,Pot
Iceland,Stingray,Icelandic Stingray
Chicken of the Sea,Solar Wind,Chicken Of The Sun
Kitesurfing,Tornado Venus Flytrap,Carnivorous Plant
Salt,Paddy Field,Rice
Paper Boat,Cronus,Poseidon
Air Monster,Gold Bar,Nothing
Swamp Tsunami,Obsession,Nothing
Emulsion,Blast,Nothing
Amen,Solar Wind,Sun
Holy Dandelion,Squirt Gun,Holy Water
Leech,Rusty Train,Nothing
Pacific Ocean,Drunken Venus,Venus de Milo
Nuclear Explosion,Flood,Tsunami
Chloroplast,Sugar,Photosynthesis
Steam Atlas,Snowden,Nothing
Genie,Fish Food,Fish
Tar,Red,Blood
Allergy,Sunami,Sneeze
Ice Viking,Explosion,Ice Viking
Green Tea,Aircraft Carrier,Green Tea Carrier
Liberty Tree,Heaven,Statue of Liberty
Steam Ship,Peat,Peat Ship
Steam Ufo,Paperboard,Ufo
Ferry,Money,Toll
Trail Mix,Protest,Nothing
Capsicum,Sour,Nothing
Skate,Snake Charmer,Skateboard
Gorgon,Lily Pad,Medusa
Rosebud,Edelweiss,Flower
Hot Fudge Sundae,Sancho Panza,Nothing
Everest,Mountain Stew,Mt. Everest
Tankdozer,Steam Locomotive,Tank
Pluto,Cactuar,Cactuar
Supercontinent,Potpourri,Pangea
Snow Leopard,Fireman,Fire Leopard
Rice,Town Hall,Rice Pudding
Solar,Fire Submarine,Sun
Fire-osaurus,Clean,Fire-osaurus
Vandal,Trench,Trenchcoat
Flying Pop Tart,Fireplane,Flying Spaghetti Monster
Berlin Wall,Chest,Treasure
Pope Mobile,Space Debris,Space Pope
Tree of Life,Steam Workshop,Steam Tree Of Life
Chicken of the Sea,Lot’s Wife,Salt
Cherry Blossom,Battle Axe,Nothing
Geyser,Thunderbolt,Volcano
Cemetery,Troll,Zombie
Treasure Map,Wreckage,Treasure
Ragnarok,Aspen,Yggdrasil
Monkey Island,Tank Head,Nothing
Santa Fe,Wakeboarding,Nothing
Nuclear Submarine,Space Weed,Space Submarine
Naboo,Evolution,Gungan
Dogg,Postcard,Nothing
Wetware,Brandy,Nothing
Yellow Car,Spear,Taxi
Pompeii,Cash,Money
Reef,Hot Vinegar,Coral
Brick,Tomatoes,Pizza
Ice Queen,Fire Ant,Fire Queen
Silver Surfer,Slushie,Silver Slushie
Icelandic Venus Flytrap,Racecar,Icelandic Venus Flytrap
Steam Dragon,Feng Shui,Steam Engine
Hourglass,Icebox,Freezer
Pickle Rick,Tequila Sunami,Nothing
Tornado Castle,Canal,Nothing
Windmill,Vapecano,Wind
Dirtini,New Jersey,Nothing
Nike,Molecule,Shoe
Escape,Fishnado,Nothing
Norway,Vino,Aquavit
Picklepunk,Were-dust,Nothing
Dust Bowl,Paper Airplane,Tumbleweed
Carnivore,Windshield,Bug
Solar Panel,Sunado,Solar Panel
Steamwolf,Leviathan,Steam Leviathan
Drama,Snowstorm,Blizzard
Holy Dandelion Wine,Teotihuacan,Nothing
Papyrus,Coca-Cola,Hieroglyph
Pawn,Yacht,Pirate
Suez,Mr. Potato Head,Suez Canal
Ultra,Tornado Dog,Nothing
Cookie,Pork Chop Express,Big Trouble in Little China
Thunder,Tibet,Yak
Black,Edelweiss,Nothing
Artist,Lily,Monet
Steam Trap,Mountain Tornado,Volcano
Bush,Water Pipe,Bong
King Kong,Dust Devil,Tornado
Cough Drop,Electric Train,Lightning
Snow Devil,Hot Dog,Snow Dog
Vinegar,Lullaby,Sleep
Boxer,Snowtrap,Yeti
Kraken,Lake Champlain,Champ
Cloth,Pipe,Smoke
Carnivorous Plant,Bank,Venus Flytrap
Fire Tea,Pangaea,Earth
Comet,Steam Whale,Steam Whale
Yule Log,Steamcough,Santa Claus
Muscle Car,Dandelion Patch,Dandelion Patch
Locomotive,Sweet,Candy
Tube,Steampunk Island,Steampunk
Tea Train,Wakeboarding,Tea Boarding
Rainbow Boulder,S’more,Rainbow
Whale Trap,Spermushi,Nothing
Pencil Sharpener,Windsurfer,Surfboard
Bible,Firework,Fire
Sandblaster,Bonsai Tree,Nothing
Kettle,Flypaper,Teapot
Cookie Monster,Orca Lake,Nothing
Jedi,Pumpkin,Jack-o-Lantern
Dagger,Archipelago,Pirate
Space Invader,Radio Wave,Alien
Steak,Beach Titanic,Nothing
Yoga,Bog Fish,Yogi
Ape,Africa,Monkey
Firewater,Forest,Fire
Hydroelectricity,Canal,Electricity
Titanium,Longship,Spaceship
Steam Tractor,Tuxedo,Steampunk
Diamond Sword,Feather,Arrow
Lightsaber,Geysers,Yoda
Race,Sagittarius,Chariot
Snowmobile,Washing Machine,Snow Wash
Maple,Kite,Leaf
GPS,Cloudy With a Chance of Meatballs,Nothing
Bee,Grog,Honey
Pigweed,Buddha,Pig
Forgiveness,Pterodactyl,Pterodactyl
Pencil Tree,Dyson,Pencil
Sun,Antfly,Ant
Chess,Text Message,Chat
Crane,Rime,Nothing
Cool Tea,Wipeout,Nothing
Horse,Fuel,Chariot
Surf Tank,Eye of Ra,Nothing
Seeds,Axe,Tree
Gear,Cognac,Nothing
Flying Truck,Morning,Nothing
Skidmark,Thor,Thunder
Coral Reef,Hookah,Mermaid
Amsterdam,Sea Star,Sea Star
Romance,Yellow,Banana
Valkyrie,Titanic 2,Titanic 3
Treasure Map,Himalayas,Yeti
Drunken Master,Flame Sword,Drunken Master
Magic Mushroom,Triton,Amanita
Cigar Box,Surfboard,Surfer
Catholic,Dengue,Pope
Goblin,Judge,Jury
Loch Ness Monster,Surf Station,Nessie
Butterfly,Fishstick,Fish
Windflower,Shrimp,Nothing
Card,Eyjafjallajökull,Nothing
Diamond Sword,Plutonium,Nuclear Sword
Eclipse,Alphabet,Eclipse
Peak,Delta Force,Nothing
Sphinx,Acid Rain,Riddle
Combine Harvester,Derail,Train
Soupstone,Geysir,Steam
Mopping,Spider,Spider-Man
Joint,Titanado,Titanado
Double Rainbow,Black Pearl,Unicorn
Sea Monster,Edelweiss,Kraken
Carpathian,Peanut,Dracula
Santa,Snow Storm,Blizzard
Lo Pan,Niagara Falls,Lo Pan Falls
Sand Dunes,Kratom,Desert
Lily Pad,Seaweed Roll,Sushi
Swamp Monster,Rings,Lord of the Rings
Mountain Bush,Computer,Hacker
Viking Ship,Blowjob,Nothing
Dust Whale,Beef Wellington,Beef Wellington
Stewpidstew,Jetpack,Stewpidstew
Snow Sub,Adobepunk,Snowman
SpaceX,Tornado Clock,Time
Religion,Coal,Diamond
Art,Wine Glass,Painting
Cloud Robot,Tesla Coil,Lightning
Swamp Buggy,Snowpiercer,Snow Buggy
Sand Dunes,Windmill,Oasis
Delta,Robin Hood,River
Black Sand,Yakiniku,Nothing
Hipster,Angel,Cupid
Steamboat Willie,Tea Leaves,Tea
Judge,Sharktopusnado,Sharktopusnado
Space Titanic,Dustbin,Space Dustbin
Toxic,Crayonami,Nothing
Mudka,Pendant,Nothing
Black Moon,Plesiosaurus,Nothing
Ramses,Tinkerbell,Ramses II
Paper Ship,Sandbox,Nothing
Were-tree-wolf,Broom,Were-tree-wolf
Tree Of Life,Curiosity,Apple
Firework,Snowlily,Snowflake
Telespy,Space Steamboat,Space Telescope
Jamaica,Fire Boat,Pirate
Steam Trek,Gecko,Geckobot
Thunderstorm,Steam Planet,Cloud
Double Katana,Mushroom Cloud,Samurai Jack
Baked,Broom,Witch
Jack-o-Lantern,Birthday,Halloween
Great Wall,Teacup,China
Meade,SOS,Wine
Pregnant,Banksy,Art
Garbage,Diamond Axe,Nothing
Navy Seals,Dust Mite,Nothing
Icicle,Slime,Snowman
Antimatter,Mt. Nemo,Black Hole
Tea Bag,Frost Giant,Iced Tea
Aeolus,Lasso,Zeus
Tea Leaves,Sodium,Nothing
Spongecar,Tugboat,Nothing
Bait,Dyson,Fish
Market,Lightning,Sale
Were-seaweed,Tide,Were-tide
Faun,Carnation,Nothing
Tea Tide,Airship,Nothing
Immortality,Smile,Vampire
Sundae,Alicorn,Unicorn
Tractor Nemo,Bong,Nothing
Stick,Chocolate,Lollipop
Tornadotron,Wish,Genie
Ocean,Steamboy,Steampunk
Swine,Pork Chop Express,Pig
Polar Bear,Teacup,Tea
Telescope,Fresh,Fresnel
Thong,Lunar Dust,Moon
Land,Floor,Earth
Alcoholism,Doom,Drunken
Dutch,Homework,Holland
Uranus,Firework,Pluto
Snowflake,Surfing Dragon,Snowboarding Dragon
Spaghetti,Mist,Fogetti
Microscope,Gundam,Nanomachine
Pigpen,Mount Rushmore,Pig Rushmore
Grand Prix,Cider,Apple
Snowboard,Sour Grapes,Snowman
Politician,Grape,Wine
Fertilizer,Martini,Dirty Martini
Fire Lily,Tea Cup,Tea
Power Plant,Fire Plant,Energy
Papyrus,Rumble,Mummy
Riot,Mountain Dewdias,Mt. Dewdias
Pluto,Dutch Oven,Nothing
Chocolate Frosty,Curry,Nothing
Eagle,Wormwood,Phoenix
Plant,Rocky,Cactus
Alcohol,Cb,Cocktail
Cocaine,Cocoa,Chocolate
Confession,Swimming,Baptism
Ronin,Truck,Samurai
Batcave,Smurfette,Smurf
Metropolis,Stage,Broadway
Dust Weed,Luigi,Nothing
Bush,Paper Mountain,Fire
Fire Coral,Sashimi,Fire
Super Car,Blade,Batmobile
Princess,Led Zeppelin,Princess of the Night
Bush,Clean Volcano,Clean Bush
Planet,Michael,Earth
Faith,Rescue,Salvation
Air Jordan,Smokefly,Nothing
Smore,Cellphone,Nothing
Soundwave,Chicken Of The Sea,Nothing
Server,Beta,Nothing
Vinegar,Tunnel of Fudge,Sour Cream
Cuckoo Clock,Ghost,Time
Mudsurfing,Tortoise,Turtle
Miracle,Pollen,Bee
Metro,Basket,Subway
Osiris,Tidal,Tsunami
Dust Bunny,Spongebob Squarepants,Spongebob Squarepants
Scotland,Dirty Martini,Filthy Scotch
Crystal,Cider,Glass
Sandpunk,Space Ship,Sandcrawler
Vandal,Eros,Graffiti
Fishing Boat,Axolotl,Nothing
Dustbunny,Surf,Surf Bunny
Bank Robber,Present,Gift
Loch Ness Monster,Mount Vesuvius,Volcano
Firebird,Katana,Phoenix
Life,Tea Flower,Tea
Salt Water,Bone,Fossil
Tomb of Atlantis,Fireball,Poseidon
Iceberg Lettuce,Fungus,Mushroom
Asphalt,Seymour,Street
Witch Hut,Subway,Witch
Tea Bagging,Solar Wind,Solar Tea
Los Angeles,Electric Teapot,Earthquake
Los Angeles,Clockwork,Ratchet & Clank
Seaplane,Tea Leaves,Tea Bag
Tsunamic,Doughnut,Tsunami
Star Wars,Werebot,Darth Vader
Mountain Jam,Derail,Train
Peacock,Zombie King,Zombie Peacock
Infection,Mountain Tornado,Nothing
Family,Dijon,Mustard
Tractorfly,Holy Water,Tractor
Duck,Broomstick,Witch
Snowy Owl,Caffeine,Harry Potter
Smurf Village,Humpback,Nothing
Alice,Salamander,Cheshire Cat
Werebear,Frog,Werefrog
Wooden Space Ship,Portal,Time Machine
Village,Rootbeer,Nothing
Lost City,Water Pipe,Nothing
Jailbreak,Resort,Prison
Minecraft,Cold,Ice
Gold Bar,Stone Soup,Gold Soup
Dustnami,Peak,Mt. Fuji
Tent,Muddy Coconut,Muddy Coconut
Ale,Wind Farm,Windmill
Photosynthesis,Milkshake,Plant
Sandblast,Acid Rain,Erosion
Orchid,Trip,Tripod
Baby Polar Bear,Tornadroll,Nothing
Lone Wolf,Sandtitanic,Nothing
Photo,Motocross,Nothing
Referee,Pasta Tree,Pasta
Flytrap,Space Train,Space Flytrap
Mountain Thing,Coconut,Monkey
Baked Fish,Mystery,Sushi
Sea Bush,Pigasus,Nothing
Factory,Cocaine,Coke
Vampire Flower,Molecule,Blood
Space Village,Cyclone,Nothing
Tea Plant,Drunker,Nothing
Tree of Life,Observatory,Tree Of Knowledge
Trainwreck,Slushy,Nothing
Wash,Whiskey,Wash
Alps,Lily Pad,Frog
Muddy Kite,Town,Muddy Town
Salvage,Dandelion Train,Dandelion Train
Aeon,Mill,Century
Pepperoni,Chili Pepper,Pizza
Dark Tornado,Date,Tornado
Wooden Space Ship,Venus Flyweed,Venus Flytrap
Barley,Mountain Don’t,Beer
Superman,Kali,Superwoman
Mario,Carnivorous Plant,Piranha Plant
Pickle,Ash,Pickaxe
Great Wall of China,Rocket Car,Great Wall Of China
Cough Syrup,Dolly Parton,Tennesse Tuxedo
Walk,Phoenix,Fire
Lava,Meadow,Volcano
Dragon Train,Trip,Dragon
Sandalwood,Landship,Sandship
Steam Power,Lava Cone,Nothing
Cough Syrup,Stage,Rapper
Snow Cone,Cyborg,Nothing
Steam Lizard,Spin,Nothing
Air Jordan,Steam Plant,Nothing
Sandfly,Moonboat,Moon
Airplane,Doomsday,Apocalypse
Monkey,Molehill,Mountain
Mudka,Drunken Pope,Drunken Pope
Kiss,Time Farm,Nothing
Sunflower Seeds,Dandylion,Dandylion
Oil Tanker,Moon Base,Space Station
Los Angeles,Forest Fire,Smog
Transistor,Titanado,Nothing
Mud Devil,Derail,Nothing
Metro,Steam Vase,Vase
Harbor,Bulldozer,Ship
Mountain,Moon Dust,Moon
UFO,Penguin Devil,Alien
Avalanche,Big Dipper,Snow
Devil,Salt Lick,Goat
Rock Band,Doom,Black Sabbath
Surfweed,Mop,Broom
Crazy Train,Sunburn,Trainwreck
Ice Sculpture,Rainbow Whale,Iceberg
Athens,Steamformer,Nothing
Cleaning,Blueprint,Robot
Steam Turbine,Prickle,Electricity
Supernova,Starship,Black Hole
Titan,Woodcutter,Paul Bunyan
Paper Mountain,Goldfish,Origami
Coke,Ruin,Nothing
Dirtini,Swine Flu,Nothing
Dirt,Mountain Rose,Rose
Cinema,Emperor,Movie
Spanish Inquisition,Cup,Waterboarding
Potus,Dragonfire,Nothing
Whisper,Varnish,Nothing
Flying Shark,Quartz,Amethyst
Were-glue,Glasser,Nothing
Mountain,Fire Ski,Volcano
Doom,Time Zephyr,Nothing
Grill,Rainbow Energy,Rainbow Grill
Discovery,Lunar Eclipse,Moon
Wind Chime,Sweat,Wind
Ice Tea,Ahab,Captain
Snake,Tea Flower,Tea
Sun Wukong,Dough,Monkey Bread
Snow Storm,Lunar Dust,Moon
Rice,Anvil,Sushi
Flying Cow,Steam Tsunami,Milk Tsunami
Hot Soup,Steamboat,Steamboat
Highlands,Lost City,Atlantis
Vase,Rich,Money
Big Bang,Wooden Space Ship,Noah
Jelly,Rotten Egg,Monster
Swampnado,Fire,Fire Swamp
Egypt,Wealth,Pyramid
Solar Eclipse,Piranha Plant,Venus Flytrap
Sail,Fire Pot,Ship
Swamp Dewshine,Surf Station,Surf Station
Cocaine,Bait,Fish
Flower,Woodchips,Mulch
Steampunk Island,Space Station,Steamworks Island
Zeppelin,Vatican City,Nothing
Fondue,Snow Angel,Snowman
Disc,Asteroid,Meteor
Gorge,Barley,Nothing
Sphinx,Sunglasses,Sphinx
Crescent,Dust Pop,Nothing
Dragon,Surf Station,Surfing
Censer,Lava Lamp,Incense
Squirt Gun,Waterfall,Niagara Falls
Judge,Bong,Jury
Space Barbecue,Tomato Sauce,Space Ketchup
Killer,Battery,Robot
Genie,Mt. Rushmore,President
Aquarius,Eternity,Pisces
Tree of Life,Tea Storm,Tea Tree
Pteranodon,Gobi,Nothing
Mangrove Forest,Hookah,Smoking Tree
Crop Circle,Swamp Dragon,Crop Dragon
Seymour,Track,Nothing
Steam Car,Moon,Lunar Rover
Surf Shop,Turtle,Nothing
Pasta Factory,Mudboard,Pasta
Dogg,Flying Newfie,Nothing
Pallet,Sod,Nothing
Snow Phoenix,Centaur,Unicorn
Sea,Dandelion Island,Atlantis
Steampunk,Maelstrom,Steam
Frosting,Aquarium,Cake
Prison,Moon Dust,Lunatic
Zephyr Tractor,Superhero,Nothing
Alice,Baked Salmon,Mad Hatter
