first,second,result
Farmer,Alps,Yodel
Wasabi,Farmer,Sushi
420,Farmer,Weed
Farmer,Amazon,Market
Ammonite,Farmer,Fossil
Farmer,Amoeba,Amoeba
Ant,Farmer,Nothing
Aphrodite,Farmer,Adonis
Ariel,Farmer,Mermaid
Apple Tree,Farmer,Apple
Art,Farmer,Painter
Asia,Farmer,Rice
Astronaut,Farmer,Alien
Bacteria,Farmer,Cheese
Bait,Farmer,Fisherman
Bat,Farmer,Vampire
Aztec,Farmer,Corn
Farmer,Beach House,Cottage Cheese
Bear,Farmer,Nothing
Farmer,Berserker,Viking
Farmer,Big Bang,Universe
Big Dipper,Farmer,Plow
Birthday,Farmer,Cake
Blind,Farmer,Seed
Blood,Farmer,Vampire
Farmer,Beehive,Honey
Boiled Fish,Farmer,Sushi
Blowout,Farmer,Dust Bowl
Bookshelf,Farmer,Librarian
Boiling Frog,Farmer,Soup
Bob Marley,Farmer,Reggae
Farmer,Brandy,Moonshine
Brew,Farmer,Beer
Bridge,Farmer,Troll
Farmer,Broken,Scarecrow
Breeze,Farmer,Windmill
Broomstick,Farmer,Witch
Farmer,Captain,Pirate
Farmer,Bullet,Hunter
Carnivore,Farmer,Butcher
Cheese,Farmer,Mouse
Carrot,Farmer,Rabbit
Champagne,Farmer,Wine
Farmer,Charcoal,Pig
Chef,Farmer,Food
Christmas,Farmer,Santa Claus
Chia,Farmer,Chia Pet
Cider,Farmer,Apple
Cinderella,Farmer,Pumpkin
Cloud Station,Farmer,Rain
Clockwork,Farmer,Scarecrow
Coconut Tree,Farmer,Coconut
Cave,Farmer,Cave Man
Colored Pencil,Farmer,Artist
Curiosity,Farmer,Crop Circles
Computer,Farmer,Hacker
Farmer,Crab,Nothing
Cotton,Farmer,Cloth
Crown,Farmer,King
Farmer,Cyborg,Tractor
Farmer,Doom,Reaper
Dead Sea,Farmer,Salt
Dough,Farmer,Bread
Dating,Farmer,Hay
Dracula,Farmer,Vampire
Drink,Farmer,Coffee
Dutch,Farmer,Tulip
Drain,Farmer,Tractor
Egypt,Farmer,Pharaoh
Farmer,Dwarf,Hobbit
Elf,Farmer,Hobbit
Electric Eel,Farmer,Electrician
Emerald,Farmer,Jade
Farmer,Engagement,Wedding
Farmer,Emulsion,Butter
Eyjafjallajökull,Farmer,Ash
Fanboy,Farmer,Fanboy
Steam,Fart,Steam
Lava,Fart,Volcano
Engine,Fart,Explosion
Exhaust,Farmer,Tractor
Dust,Fart,Dust
Eruption,Fart,Volcano
Dragon,Fart,Fire
Cinder,Fart,Fire
Aeolus,Fart,Wind
Tsunami,Fart,Earthquake
Fish,Fart,Seaweed
Fart,Leaf,Plant
Landslide,Fart,Earthquake
Island,Fart,Flatulent
Oasis,Fart,Methane
Phoenix,Fart,Firebird
Rocket,Fart,Space
Windmill,Fart,Energy
Alcohol,Fart,Fire
Continent,Fart,Earth
Energy,Fart,Explosion
Chai,Fart,Tea
Garden,Fart,Flower
Balloon,Fart,Explosion
Honey,Fart,Bee
House,Fart,Gas
Kite,Fart,Flying
Land,Fart,Gas
Loch Ness Monster,Fart,Nessie
Mirage,Fart,Oasis
Mars,Fart,Uranus
Fart,Paper,Fart
Fart,Pyramid,Mummy
Fart,Rainbow,Unicorn
Steampunk,Fart,Steamfart
Sushi,Fart,Fish
Sunflower,Fart,Sunflower
Tank,Fart,Gas
Vacuum,Fart,Suck
Vine,Fart,Wine
Wall,Fart,Stink
Waterfall,Fart,Mist
Whale,Fart,Moby Dick
Fart,Wind Farm,Energy
Wish,Fart,Genie
Fart,Angel,Devil
Aquarium,Fart,Fish
Beacon,Fart,Lighthouse
Bomb,Fart,Explosion
Bubbles,Fart,Gas
Book,Fart,Bookmark
Archipelago,Fart,Fartipelago
Canyon,Fart,Silence
Candle,Fart,Fire
Christmas Tree,Fart,Pineapple
Clean,Fart,Air
Captain Nemo,Fart,Captain Nemo
Fart,Crop,Fertilizer
Cook,Fart,Chef
Dandelion Wine,Fart,Flower
Coconut,Fart,Coconut
Field,Fart,Fertilizer
Firebird,Fart,Phoenix
Fire Tornado,Fart,Fire
Duck,Fart,Quack
Fence,Fart,Fartence
Genie,Fart,Gas
Giant Mushroom,Fart,Mario
Geysers,Fart,Volcano
Flame,Fart,Fire
Grape,Fart,Wine
Holy Lake,Fart,Moses
Honeycomb,Fart,Bee
Hot Spring,Fart,Hot Spring
Jetpack,Fart,Flying Fart
Magnifying Glass,Fart,Fire
Fart,Map,Gas
Kettle,Fart,Tea
Mirror,Fart,Reflection
Komodo Dragon,Fart,Fire Breathing Dragon
Fart,Nessie,Loch Ness Monster
Pig,Fart,Piggy
Park,Fart,Parking
Paper Boat,Fart,Fart Boat
Nymph,Fart,Silent But Deadly
Pop,Fart,Popcorn
Quagmire,Fart,Flatulence
Pollution,Fart,Smog
Racecar,Fart,Explosion
Sarcophagus,Fart,Mummy
Sauna,Fart,Steam
Rose,Fart,Flower
Rainforest,Fart,Methane
Sandbox,Fart,Whoopie Cushion
Scent,Fart,Perfume
Shard,Fart,Glass
Shipwreck,Fart,Titanic
Sharknado,Fart,Shartnado
Fart,Smoker,Smoke
Space Station,Fart,Astronaut
Sphinx,Fart,Sphincter
Sponge,Fart,Fart
Starfish,Fart,Stinky
Tanker,Fart,Gasoline
Sunset,Fart,Sunrise
Fart,Stoner,Methane
Subway,Fart,Stink
Time,Fart,Stink
Town,Fart,Toilet
Toadstool,Fart,Mushroom
Universe,Fart,Big Bang
Vaporizer,Fart,Cloud
Viking,Fart,Thunder
Winery,Fart,Champagne
Vinegar,Fart,Pickle
Fart,Village,Stink
Fart,Weather,Thunder
Fart,Abominable Snowman,Yeti
420,Fart,420blazeit
Ant,Fart,Antfart
Aphrodite,Fart,Love
Acid,Fart,Toxic
Apple Pie,Fart,Fart
Astronaut,Fart,Space
Aspirin,Fart,Gas
Asia,Fart,Asiafart
Barley,Fart,Beer
Bear,Fart,Skunk
Balsamic Vinegar,Fart,Balsamic Fart
Bacteria,Fart,Gas
Beef Bourguignon,Fart,Fart
Fart,Beehive,Stink
Black,Fart,Racist
Boiled Fish,Fart,Fisherman
Berserker,Fart,Fartserker
Bob Marley,Fart,Bob Marley and the Wailers
Boiling Frog,Fart,Explosion
Bottle Rocket,Fart,Fireworks
Bookshelf,Fart,Book
Fart,Bread,Toast
Brew,Fart,Beer
Bridge,Fart,Whoopie Cushion
Fart,Broken Window,Broken Window
Broomstick,Fart,Witch
Bubble,Fart,Bubblegum
Captain,Fart,Pirate
Bullet,Fart,Fart
Cannonball,Fart,Explosion
Canal,Fart,Venice
Camera,Fart,Photobomb
Carbon,Fart,Diamond
Chariot,Fart,Chariot
Chicken,Fart,Egg
Carnivore,Fart,T-Rex
Charcoal,Fart,Fire
Fart,Choo Choo,Train
Clock,Fart,Time
Cinderella,Fart,Prince
Clockwork,Fart,Clockwork
Colored Pencil,Fart,Art
Clouds,Fart,Thunder
Corn,Fart,Popcorn
Fart,Color,Rainbow
Cloud Station,Fart,Thunder
Cure,Fart,Flatulence
Crop Circle,Fart,Alien
Crown,Fart,King
Dandelion Tea,Fart,Fart
Devil,Fart,Demon
Dog,Fart,Skunk
Double Axe,Fart,Flatulence
Dough,Fart,Flatulence
Duckweed,Fart,Methane
Dwarf,Fart,Methane
Emerald,Fart,Green
Elf,Fart,Smell
Egypt,Fart,Mummy
Dump Truck,Fart,Stink
Fart,Engagement,Wedding
Enlightenment,Fart,Buddha
Exhaust,Fart,Smog
Eraser,Fart,Fart
Fart,Everest,Mountain
Eyjafjallajökull,Fart,Eyjafjallajökullfart
Farmer,Fart,Tractor
Fenghuang,Mountain,Phoenix
Fenghuang,Lava,Phoenix
Fenghuang,Stone,Phoenix
Fenghuang,Clay,Phoenix
Fenghuang,Hurricane,Phoenix
Cloud,Fenghuang,Phoenix
Island,Fenghuang,Phoenix
Rock,Fenghuang,Phoenix
Fenghuang,Sea,Phoenix
Fenghuang,Seaweed,Mermaid
Fenghuang,Snow,Snowman
Fenghuang,Landslide,Phoenix
Fenghuang,Windmill,Wind
Fenghuang,Blade,Phoenix
Fenghuang,Adobe,Phoenix
Fenghuang,Train,Bullet Train
Fenghuang,Bush,Phoenix
Fenghuang,Chai,Phoenix
Fenghuang,Destruction,Phoenix
Fenghuang,Bottle,Wine
Fenghuang,Diamond,Phoenix
Fenghuang,Dirt,Phoenix
Fenghuang,House,Phoenix
Fenghuang,Dragon Egg,Phoenix
Electricity,Fenghuang,Phoenix
Glacier,Fenghuang,Phoenix
Fenghuang,Kite,Phoenix
Fenghuang,Loch Ness Monster,Dragon
Fenghuang,Lens,Camera
Fenghuang,Locomotive,Phoenix
Fenghuang,Lunar,Moon
Fenghuang,Palm Tree,Phoenix
Fenghuang,Mars,Phoenix
Fenghuang,Mushroom,Phoenix
Fenghuang,Mirage,Phoenix
Fenghuang,Paper,Money
Fenghuang,Pot,Phoenix
Fenghuang,Satellite,Phoenix
Fenghuang,Snowman,Snowbird
Fenghuang,Pencil,Phoenix
Solar,Fenghuang,Phoenix
Solar System,Fenghuang,Phoenix
Fenghuang,Steam Engine,Locomotive
Fenghuang,Steamboat,Steamboat
Fenghuang,Thunder,Phoenix
Fenghuang,Teapot,Tea
Fenghuang,Titanic,Titanic
Surfing,Fenghuang,Surfing Bird
Train Station,Fenghuang,Phoenix
Fenghuang,Waterfall,Phoenix
Fenghuang,Vacuum,Phoenix
Fenghuang,Airplane,Phoenix
Fenghuang,Airship,Dragon
Fenghuang,Axe,Phoenix
Fenghuang,Amber,Phoenix
Fenghuang,Beacon,Phoenix
Fenghuang,Bee,Honey
Fenghuang,Alligator,Dragon
Fenghuang,Burn,Phoenix
Fenghuang,Bird,Phoenix
Candle,Fenghuang,Phoenix
Fenghuang,Bubbles,Phoenix
Buddha,Fenghuang,Phoenix
Fenghuang,Canyon,Phoenix
Fenghuang,Cannon,Phoenix
Fenghuang,Castle,Phoenix
Fenghuang,Carnivorous Plant,Phoenix
Fenghuang,Christmas Tree,Phoenix
Fenghuang,Clean,Phoenix
Fenghuang,Dam,Phoenix
Fenghuang,Dandelion Wine,Phoenix
Fenghuang,Crystal,Phoenix
Fenghuang,Dust Bowl,Phoenix
Fenghuang,Diamond Block,Phoenix
Drunk,Fenghuang,Phoenix
Fenghuang,Date,Phoenix
Fenghuang,Field,Phoenix
Fenghuang,Firebird,Phoenix
Fenghuang,Fire Trap,Phoenix
Fenghuang,Flame,Phoenix
Firework,Fenghuang,Phoenix
Fenghuang,Fire Station,Phoenix
Flour,Fenghuang,Phoenix
Fenghuang,Frog,Prince
Fenghuang,Genie,Phoenix
Geysers,Fenghuang,Phoenix
Giant Venus Flytrap,Fenghuang,Phoenix
Fenghuang,Ghost,Phoenix
Fenghuang,Grape,Wine
Fenghuang,Grass,Phoenix
Fenghuang,Giant Mushroom,Mushroom
Fenghuang,Hawaii,Hula
Fenghuang,Hay Fever,Sneeze
Fenghuang,High,Phoenix
Fenghuang,Holy Lake,Phoenix
Fenghuang,Ice Cream,Phoenix
Fenghuang,Iceland,Phoenix
Fenghuang,Lily Pad,Dragonfly
Fenghuang,Jewel,Phoenix
Fenghuang,Jetpack,Phoenix
Fenghuang,Mudslide,Phoenix
Fenghuang,Mangrove,Phoenix
Fenghuang,Mirror,Phoenix
Fenghuang,Milky Way,Phoenix
Fenghuang,Microscope,DNA
Fenghuang,Pollution,Phoenix
Fenghuang,Paper Boat,Paper Boat
Fenghuang,Onyx,Phoenix
Fenghuang,Party,Phoenix
Fenghuang,Pop,Phoenix
Fenghuang,Popcorn,Phoenix
Fenghuang,Rice,Phoenix
Fenghuang,Rainforest,Phoenix
Fenghuang,Ring,Phoenix
Fenghuang,Robot,Phoenix
Fenghuang,Saturn,Phoenix
Fenghuang,Sandbox,Phoenix
Fenghuang,Smell,Phoenix
Fenghuang,Snowball,Snowman
Snowmobile,Fenghuang,Snowbird
Fenghuang,Solar Wind,Phoenix
Fenghuang,Soup,Phoenix
Fenghuang,Space Plant,Phoenix
Fenghuang,Space,Phoenix
Fenghuang,Sponge,SpongeBob
Fenghuang,Spirit,Phoenix
Fenghuang,Starfish,Phoenix
Fenghuang,Splash,Phoenix
Fenghuang,Stew,Phoenix
Fenghuang,Supervolcano,Phoenix
Fenghuang,Super Volcano,Phoenix
Steam Turbine,Fenghuang,Steam Engine
Fenghuang,Subway,Phoenix
Fenghuang,Teacup,Tea
Time Machine,Fenghuang,Phoenix
Fenghuang,Time,Phoenix
Fenghuang,Tire,Phoenix
Fenghuang,Toadstool,Mushroom
Fenghuang,Tomb,Phoenix
Tractor Beam,Fenghuang,Phoenix
Fenghuang,Troll,Gryphon
Fenghuang,Tunnel,Phoenix
Fenghuang,420,Phoenix
Fenghuang,Abominable Snowman,Yeti
Fenghuang,Vampire,Dracula
Fenghuang,Wreck,Phoenix
Fenghuang,Village,Phoenix
Fenghuang,Alps,Phoenix
Fenghuang,America,Bald Eagle
Fenghuang,Amphora,Phoenix
Fenghuang,Amoeba,Phoenix
Fenghuang,Apple Tree,Phoenix
Fenghuang,Apple Pie,Phoenix
Fenghuang,Baptism,Phoenix
Fenghuang,Barley,Beer
Fenghuang,Aztec,Quetzalcoatl
Fenghuang,Bat,Vampire
Fenghuang,Beehive,Honey
Bear,Fenghuang,Panda
Fenghuang,Battleship,Phoenix
Fenghuang,Beach House,Phoenix
Fenghuang,Birthday,Phoenix
Fenghuang,Black,Phoenix
Fenghuang,Blood,Phoenix
Fenghuang,Blowout,Phoenix
Fenghuang,Boiled Fish,Phoenix
Fenghuang,Bonsai,Phoenix
Fenghuang,Bottle Rocket,Phoenix
Bonfire,Fenghuang,Phoenix
Fenghuang,Blind,Phoenix
Fenghuang,Brew,Phoenix
Fenghuang,Brandy,Phoenix
Fenghuang,Broken Window,Phoenix
Broomstick,Fenghuang,Witch
Brine,Fenghuang,Phoenix
Fenghuang,Bullet,Phoenix
Fenghuang,Bubble,Phoenix
Camera,Fenghuang,Phoenix
Fenghuang,Canoe,Dragon
Fenghuang,Captain,Phoenix
Carnivore,Fenghuang,Phoenix
Carrot,Fenghuang,Phoenix
Fenghuang,Carbon,Phoenix
Cave,Fenghuang,Phoenix
Fenghuang,Chicken,Phoenix
Fenghuang,Chaos,Phoenix
Fenghuang,Champagne,Phoenix
Fenghuang,Cheese,Phoenix
Chili,Fenghuang,Phoenix
Fenghuang,Christmas,Phoenix
Fenghuang,Church,Phoenix
Fenghuang,Cider,Phoenix
Fenghuang,Chia,Phoenix
Fenghuang,City,Phoenix
Clock,Fenghuang,Phoenix
Fenghuang,Coconut Milk,Phoenix
Fenghuang,Clockwork,Clockwork Phoenix
Fenghuang,Clouds,Sky
Fenghuang,Confetti,Phoenix
Fenghuang,Color,Phoenix
Fenghuang,Compass,Phoenix
Fenghuang,Computer,Phoenix
Fenghuang,Coconut Tree,Phoenix
Fenghuang,Corn,Popcorn
Fenghuang,Curiosity,Phoenix
Fenghuang,Cow,Phoenix
Fenghuang,Cotton,Phoenix
Fenghuang,Cure,Phoenix
Fenghuang,Cyborg,Phoenix
Fenghuang,Devil,Phoenix
Fenghuang,Doom,Phoenix
Fenghuang,Double Axe,Phoenix
Duck and Cover,Fenghuang,Phoenix
Fenghuang,Dracula,Vampire
Fenghuang,Duckling,Phoenix
Fenghuang,Duckweed,Phoenix
Fenghuang,Drain,Phoenix
Fenghuang,Dust Trap,Phoenix
Fenghuang,Dynamite,Phoenix
Fenghuang,Elf,Phoenix
Fenghuang,Eden,Phoenix
Fenghuang,Engagement,Marriage
Eyjafjallajökull,Fenghuang,Phoenix
Fenghuang,Electric Eel,Electric Fenghuang
Fanboy,Fenghuang,Phoenix
Emerald,Fenghuang,Phoenix
Fertilizer,Eruption,Volcano
Tornado,Fertilizer,Tornado
Wave,Fertilizer,Surf
Fenghuang,Farmer,Phoenix
Fertilizer,Ash,Plant
Fertilizer,Swamp,Mosquito
Fertilizer,Mountain Range,Crop
Fertilizer,Ocean,Fish
Fertilizer,Sand,Cactus
Fertilizer,Beach,Sand
Fertilizer,Forest,Jungle
Fertilizer,Incense,Poseidon
Brick,Fertilizer,House
Fertilizer,Dragon,Plant
Island,Fertilizer,Plant
Fertilizer,Lightning,Plant
Fertilizer,Phoenix,Ash
Oasis,Fertilizer,Palm
Fertilizer,Moon,Werewolf
Fertilizer,Tractor,Farm
Fertilizer,Sun,Plant
Fertilizer,Soil,Plant
Snow,Fertilizer,Snowman
Fertilizer,Puddle,Pond
Adobe,Fertilizer,Mud
Fertilizer,Wine,Grape
Fertilizer,Windmill,Wind Turbine
Fertilizer,Balloon,Bomb
Fertilizer,Chai,Tea
Car,Fertilizer,Tractor
Diamond,Fertilizer,Plant
Fertilizer,Dirt,Plant
Fertilizer,Delta,Crops
Dragon Egg,Fertilizer,Dragon
Glacier,Fertilizer,Ice Cream
Fertilizer,Frost,Snowman
Fertilizer,Dust Devil,Tornado
Fertilizer,Land,Plant
Lighthouse,Fertilizer,Plant
Lens,Fertilizer,Microscope
Lotus,Fertilizer,Flower
Fertilizer,Mars,Life
Fertilizer,Rebirth,Plant
Fertilizer,Rainbow,Unicorn
Fertilizer,Satellite,Crop Circle
Fertilizer,Perfume,Flower
Fertilizer,Pottery,Vase
Fertilizer,Steam Engine,Tractor
Solar System,Fertilizer,Sunflower
Snowman,Fertilizer,Snowman
Fertilizer,Submarine,Plant
Fertilizer,Ship,Pirate
Fertilizer,Sushi,Fish
Fertilizer,Surfboard,Surfer
Fertilizer,Tank,Tank
Surfer,Fertilizer,Wave
Fertilizer,Venus Flytrap,Plant
Fertilizer,Waterfall,Plant
Fertilizer,Whale,Sperm Whale
Tide,Fertilizer,Ocean
Fertilizer,Teapot,Tea
Fertilizer,Window,Greenhouse
Fertilizer,Wind Farm,Energy
Zephyr,Fertilizer,Plant
Yellowstone,Fertilizer,Supervolcano
Fertilizer,Airplane,Crop Duster
Fertilizer,Algae,Seaweed
Fertilizer,Airship,Crop Duster
Fertilizer,Alien,Crop Circle
Fertilizer,Angel,Flower
Fertilizer,Bouquet,Flower
Bomb,Fertilizer,Explosion
Fertilizer,Bee,Honey
Fertilizer,Book,Manure
Beacon,Fertilizer,Lighthouse
Fertilizer,Canyon,Plant
Fertilizer,Bullet Train,Explosion
Captain Nemo,Fertilizer,Plant
Fertilizer,Castle,Farm
Catholic Church,Fertilizer,Pope
Fertilizer,Cigar,Cigar
Fertilizer,Compost,Plant
Fertilizer,Cook,Chef
Crystal,Fertilizer,Diamond
Fertilizer,Date,Baby
Fertilizer,Curtain,Plant
Dragonfly,Fertilizer,Plant
Fertilizer,Dam,Crop
Drunk,Fertilizer,Manure
Fertilizer,Field,Crop
Fertilizer,Dust Bowl,Farm
Fertilizer,Firebird,Phoenix
Fertilizer,Flame,Explosion
Fertilizer,Fence,Plant
Flying Saucer,Fertilizer,Crop Circle
Fertilizer,Frog,Prince
Fertilizer,Genie,Plant
Fertilizer,Furnace,Bomb
Grape,Fertilizer,Wine
Fertilizer,Helicopter,Crop Duster
Fertilizer,Hay Fever,Sneeze
Goldfish,Fertilizer,Fish
Fertilizer,Ghost,Plant
Honeycomb,Fertilizer,Bee
Fertilizer,High,Pot
Fertilizer,Jetpack,Plant
Fertilizer,Iceland,Greenland
Knife,Fertilizer,Weed
Komodo Dragon,Fertilizer,Lizard
Fertilizer,Magnifying Glass,Plant
Fertilizer,Lunar Eclipse,Moon
Fertilizer,Mangrove,Swamp
Mirror,Fertilizer,Plant
Fertilizer,Microscope,Bacteria
Fertilizer,Palm,Coconut
Fertilizer,Nile,Egypt
Fertilizer,Oil,Fuel
Fertilizer,Pig,Bacon
Penguin,Fertilizer,Penguin
Fertilizer,Pop,Corn
Fertilizer,Racecar,Fertilizer
Fertilizer,Pirate,Captain Hook
Rover,Fertilizer,Mars
Fertilizer,Salt,Fertilizer
Saguaro,Fertilizer,Cactus
Fertilizer,Salamander,Lizard
Sashimi,Fertilizer,Fish
Fertilizer,Sandbox,Sandcastle
Fertilizer,Sauna,Plant
Fertilizer,Sea Monster,Kraken
Fertilizer,Shard,Seed
Fertilizer,Sneeze,Allergy
Fertilizer,Sky,Rainbow
Fertilizer,Snowball,Snowman
Snowmobile,Fertilizer,Snowman
Fertilizer,Shipwreck,Pirate
Fertilizer,Soup,Salad
Snowstorm,Fertilizer,Snowman
Space,Fertilizer,Alien
Fertilizer,Splash,Plant
Fertilizer,Subway,Plant
Fertilizer,Starfish,Seaweed
Fertilizer,Steamroller,Lawnmower
Fertilizer,Spore,Mushroom
Fertilizer,Swamp Thing,Swamp
Fertilizer,System,Farm
Fertilizer,Thunderstorm,Lightning
Fertilizer,Time,Plant
Fertilizer,Toadstool,Mushroom
Time Machine,Fertilizer,Dinosaur
Fertilizer,Tomb,Mummy
Town,Fertilizer,Farm
Tractor Beam,Fertilizer,Tractor
Fertilizer,Troll,Dwarf
Fertilizer,Vampire,Dracula
Tumbleweed,Fertilizer,Cactus
Fertilizer,Tunnel,Mole
Wasabi,Fertilizer,Sushi
Fertilizer,Weather,Plant
Fertilizer,Wolf,Dog
Winery,Fertilizer,Wine
Fertilizer,Wind Turbine,Windmill
Fertilizer,420,Weed
Fertilizer,Ammonite,Fossil
Fertilizer,Alps,Matterhorn
America,Fertilizer,Trump
Fertilizer,Amoeba,Plant
Fertilizer,Vaporizer,Nothing
Astronaut,Fertilizer,Alien
Fertilizer,Apple Pie,Apple
Fertilizer,Ariel,Plant
Fertilizer,Asia,China
Aphrodite,Fertilizer,Rose
Fertilizer,Audrey II,Plant
Fertilizer,Bacteria,Plant
Bait,Fertilizer,Fish
Balsamic Vinegar,Fertilizer,Salad
Fertilizer,Barley,Beer
Fertilizer,Big Bang,Universe
