first,second,result
Fish Tank,Dark Tornado,Sharknado
Mercury,Weed,Marijuana
Tattoo,Bonfire,Pirate
Pyromaniac,Mega Mushroom,Mario
Subtank,Steamlandslide,Nothing
Wine,Sharkplane,Sharkplane
Papyrus,Safe,Scroll
Unicorn,Faith,Rainbow
Eruption,Snoop,Volcano
Vatican,Black Diamond,Pope
Prince Of Pele,TNT,Prince Of Pele
Bubble Tea,Walk,Bubble Tea
Boil,Fruit Fly,Soup
Christmas Tree,Grain,Pine Nut
Death,Polly,Parrot
Poison Ivy,Chai Tea,Poison Tea
Iron Man,Doctor Who,Doctor Iron
Train Surfing,Werewhale,Werewhale Train
Steam Monster,Tea Bag,Tea Monster
Grave,Lake Champlain,Champ
Alcoholism,Cloud,Rain
Vine,Sand Surfing,Tarzan
Hot Tea,Hunny,Honey Tea
Tumbleweed,Flying Squid,Flying Tumbleweed
Emulsion,Jet Pack,Rocket
Steam Tornado,Vacation,Hurricane
Snowtrain,Skate,Snowboard
Squirrel,Smoker,Chipmunk
Garage,Pitch,Baseball
Snowtrap,Aeolus,Snowman
Ariel,Spaghetti,Pasta
Krakatoa,Warrior,Volcano
Holy Dandelion Wine,Air Conditioner,Holy Air Conditioner
Black Sand,Sparkling Vampire,Twilight
Yoga,Torch,Yogi
Winnie the Pooh,Fun,Tigger
Icebot,Herd,Ice Cream
Bird,Chai Tea,Pheasant
Paradise,Punch,Pina Colada
Magnifying Glass,Vehicle,Telescope
Spicy,Time Bullet,Nothing
Plesiosaur,Bell,Dinosaur
Ammonia,Mud Puddle,Amoeba
Cinder,Dustnami,Cinderella
Tankini,Fire Crayon,Fire Crayon
Cocoon,Tomatoes,Butterfly
Swamp Engine,Air Jordan,Airboat
Hops,Snake,Beer
Moonlight,Muddy Train,Werewolf
Rice Cooker,Sand Dollar,Crab
Sermon,Ice Bear,Nothing
Voodoo,Maelstrom,Zombie
Fire Planet,Birthday,Nothing
Furniture,Bacon,Chair
Dock,Minecraft,Ship
Dessert,Mars Star,Milky Way
Pteranodon,Observatory,Pterodactyl
Mermaid Flytrap,Amphicar,Amphibian
Red Sea,Sea Star,Starfish
Salt,BBQ,Sausage
Katana,Mississippi,River
Basket,Bubble,Fish
Mountain Goat,Kale,Kale Goat
Racism,Crayfish,Craycist
Time Travel,Mosquito,Dinosaur
Cherry Blossom,Surfing Plant,Sakura
Sea Goat,Geothermal,Sea Lion
Drunken Master,Solar Panel,Solar Power
Jupiter,Paper Mountain,Olympus
Giant Venus Flytrap,Sea Dandelion,Seaweed
Pearl Diver,Buddha,Pearl
Solar Eclipse,Firefly,Lightning Bug
Los Angeles,Fire Alarm,Fire
Cinderella,Air Jordan,Glass Slipper
Cinderbot,Barrel,Cinderbot
Big Bang,Snowtrap,Snowball
Crop Circle,Dandelion Soup,Alien
Shrub,Celebration,Christmas
Dandelion Weed,Burning Bush,Fire Weed
Hacker,Plane,Hack
Heat,Amphora,Wine
Lobster Trap,Space Dandelion,Nothing
Gecko,Solar Sail,Geckosail
Sunflower,Grog,Sunflower
Electric Train,Mansion,Tesla
Paper Airplane,Ironman,Ironman
Yak,Pitch,Yak Butter
Soggy,Grog,Groggy
Soggy,Roast Duck,Duck Soup
Gold Bar,Gobi,Goblin
Hadrian,Holy Water,Pope
Poseidon,Gold Bar,Treasure
Brick Ski,Pig,Piggy Bank
Genghis Khan,Paper,History
Seeds,Rastafarian,Nothing
Invisible,Fire Captain,Fire Captain
Spaceracer,Kettle,Teapot
Flying Trap,Tea Cup,Teapot
Osiris,Tornado Sushi,Osiris Sushi
Dragon Soup,Mountain Wine,Dragon Soup
Rover,Selene,Moon
Coal,Mark Twain,Diamonds
Marshmallow,Shield,S’more
Fishing,Baked,Fishing
Star Wars,Messiah,Jesus
Starwreck,Truck,Starwreck
Cure,Piglet,Bacon
Allergies,Central Park,Sneeze
Piggyback Rider,Grill,Pig
Mudathon,Were-glue,Nothing
Choppopper,Wine Bottle,Wine
Frog King,Poison Ivy,Prince
Jack Sparrow,Neptune,Pirate
Baby,Cornbread,Cornbaby
Gorge,Toll,Bridge
Fall,House,Autumn
Holy Grail,Storm,Jesus
Spooky,Mountain Tornado,Yeti
Soupstone,Solar Dust,Sun
Fisheye,Sashimi,Sushi
Anvil,Sculpture,Statue
Ironwood,Taj Mahal,Nothing
Helicar,Oread,Helicopter
Radiohead,Mothership,OK Computer
Space Fish,Vaccine,Alien
Poltergeist,Mushroom Soup,Ghost
Soupstone,Cosmos,Universe
Bomb,Plow,Tank
Drunken Flower,Resin,Nothing
Yacht,Broken,Boat
Viper,Rubber,Snake
Photographer,Time Bomb,Snap
Pirate Ship,Litter,Treasure
Drone,Kite,Dragon
Space Shark,Alligator,Crocodile
Peacock,Smoky Mountains,Nothing
Wolf,Turtle Flytrap,Nothing
Skunk,Lily Dragon,Stinky Lily
Metal,Liberty Tree,Statue of Liberty
Pumice,Fire Jet,Volcano
Burnt Pop Tart,Catholic Church,Jesus
Mediterranean,America,Rome
Scroll,Jewelry,Ring
Tatooine,Taj Mahal,Star Wars
Black,Campfire,Smoke
Air Dragon,Cosmos,Nothing
Hanglider,Muddy Toadstool,Nothing
Soggy Pop Tart,Garden,Salad
Eye of Ra,Viking Ship,Odin
Electric,Delta Venus,Tesla
Knight,Oil Spill,Pirate
Optimus Prime,Fire Ghost,Firetruck
Blunt,Regret,Remorse
Firewater,Cut,Whiskey
Kettle,Cumulonimbus,Tea
Star,Choo Choo Train,Thomas
Paper Airplane,Snow Buddha,Paper Snow Buddha
Spritzer,Icewine,Nothing
Glider,Salad Bowl,Flying Saucer
Space Sandwich,Windshield,Space Sandwich
Pompeii,Rockies,Rocky Mountains
Werewolf Express,Nautilus,Nautilus Express
Field,Feed,Farm
Mire,Everglades,Swamp
Tea Storm,Icarus,Tea
Rocky Mountains,Candle,Mount Rushmore
Zombie Flower,Shoe,Zombie Shoe
Smoking,Swarm,Mosquito
Landship,Siren,Mermaid
Prayer,Ursa Major,Big Dipper
Rock Band,Palace,Queen
Cardboard,Were-dust,Were-box
Tree of Woe,Mount Olympus,Zeus
Tornado Dragon,Bricks,Tornado
Haunted Mansion,Spongebob Squarepants,Spongebob Squarepants
Dragon Flower,Vinaigrette,Salad
Alicorn,Captain Nemo,Sea Horse
Mirage,Gondor,Mordor
Raisin Bran,Patrick,Spongebob
Sand Dandelion,Peak,Dune
Tornado Castle,Vaporizer,Tornado
Engine,Ethanol,Car
Saw,Loch Ness,Loch Ness Monster
Coal,Mole,Diamond
Ammon,Diamond,Ammonite
Crash,Priest,Wreck
Lobster Trap,Anchor,Lobster
River Weed,Solar Flare,Sunflower
Drunken Pope,Frogger,Frogger
Spore,Motorcycle,Mushroom
Piggy,Black Hole,Pork
Teatime,Amphibious Car,Nothing
Soggy Pop Tart,Dwarf,Gollum
Martian,Damage,Damartian
Saturn,Dandelion Whiskey,Nothing
Mummy,Fruit,Dried Fruit
Anvil,Smurf,Gargamel
Mountain Dew Ocean Blast,Aircraft Carrier,Mountain Dew
Itch,Dust Devil,Dust Bunny
Sawfish,Phoenix,Sawphoenix
Scotland,Tea Set,Tea Pot
Toast,Gin,Drunk
Dusticane,Shroom,Mushroom
Mickey Mouse,Balloon,Disneyland
Oslo,Yeti,Norway
Solar Tea,Space Tank,Sun
Sand Surf,Meteorite,Sand Surf
Incense,Skateboarder,Monk
Crabster,Pill,Crabster
Crayon,Duel,Nothing
Carbon,Gator,Alligator
Faun,School Bus,Chiron
Eggbeater,Sodium,Salt
Super Landslide,Surf Station,Surf Station
Hurricane,Flying Windmill,Tornado
Mouse,Surgeon,Mickey
Wooden Space Ship,Space Piggy Bank,Space Piggy Bank
Sandwolf,Rainbow Shark,Rainwolf
Vulture,Cell,Cancer
Derail,Tire,Train
Holy Dandelion,Wreckage,Holy Dandelion
Rabbit,Castle,Bunny
Smurf Village,Mount Venus,Smurf Mountain
Muddy Pig,Potato,Pigato
Beacon,Flat Obsidian,Lighthouse
Date,Potter,Harry Potter
China,Oasis Station,Great Wall
Duck and Cover,Roast,Duck
Pope Francis,Hearth,Nothing
Fjordyandias,Peat,Scotch
Spark,Blizzard,Snow
Tomb,Fire Venus Flytrap,Mummy
Pudding,Space Train,Space Pudding
Stick,Wax,Candle
Chaos,Crystal,Diamond
Viper,SMS,Text
Coal,Steamclunk,Steam Engine
Parking,Whale,Nothing
Fishing Pole,Rainbow Dash,Fishbowl
Doom,Witch Hunt,Salem
SOS,Luigi,Mario
Faun,Goat,Satyr
Glass House,Potion,Witch
Nemo,Pasta Monster,Pasta Nemo
Sandboard,Tea,Sandwich
Destruction,Flip Flop,Sandal
Eternal Life,Ugly Duckling,Swan
Empire State Building,Flower Shop,Empire State Flower Building
Ant Smoker,Jet Fuel,Nothing
Giant Carnivorous Plant,Plesiosaurus,Nothing
Achoo,Trebuchet,Sneeze
Dusticane,Bullet Train,Dusticane
Snowpunk,Vampire,Snowpunk
Spaceman,Flying Horse,Pegasus
Candy Floss,Lord of the Rings,Gandalf
Space Fish,Sangria,Mermaid
Soap,Mosaic,Tile
Bush,Monet,Painting
Antnado,Continent,Antarctica
Netherite Sword,Old Faithful,Geyser
Pterodactyl,Sushi Roll,Pterodactyl Roll
Rebirth,Hula,Hula Hoop
Surfing Buddha,Comet,Surfing Buddha
Peep Show,Grape,Wine
Mountain Pickle,Doom,Doom Pickle
Cloud Trap,Tea Monster,Tea Monster
Flower Shop,Jelly,Jellyfish
Mudslide,Carnivore,T-Rex
Plant,Ecosystem,Forest
Minotaur,Pigsurfing,Nothing
Farm,Led Zeppelin,Stairway to Heaven
Coral Flytrap,Duck Soup,Coral Duck
Prayer,Fire Surfing,Nothing
Geothermal Power Plant,Mir,Geothermal Power Plant
Global Warming,Virgin Mary,Hot Cross Buns
Winemaker,Camera,Photographer
Drain,Old Faithful,Geyser
Space Locomotive,Fireworks,Rocket
Tsunamori,Jetea,Nothing
Bullet,Landfill,Garbage
Wisdom,Lichen,Moss
Sandpunk,Gunpowder,Cannon
Lunar Dust,Shipwreck,Moon
Faun,Iron,Centaur
Appalachian Mountains,Bulldozer,Nothing
Wish,Fishing Plane,Nothing
Fire Swamp,Scandinavian,Fire Swamp
Energy Drink,Forest Fire,Firefighter
Paper Mache,Dragon,Dragon
Dirt,Sage,Pot
Fire Submarine,Plane,Jet
Campfire,Dust Truck,Smoke
Firecracker,Flying Fish,Dragon
Prickly City,Cyclops,Cyclops
Dinosaur,Art,Artist
Swine,House,Pigpen
Camelot,Skimming,Scamalot
Wormhole,Millennium Falcon,Time Travel
Swimming Pool,Worship,Baptism
Rally,Photographer,Paparazzi
Opera,Firekraken,Firekraken
Vesuvius,Olaf,Pompeii
Glue,Rings,Jewelry
Snowboarder,Cappuccino,Snowman
Tom Sawyer,Ceramic,Pottery
Punch,Glasser,Glass
Hound,Fire Lily,Phoenix
Airplane,Bulb,Lightning
Middle Earth,Mudslide,Hobbit
Bobsled,Whiskey,Jamaica
Thunderbird,Bull,Minotaur
Megalopolis,Sand Shark,Sand Shark
Promenade,Iron,Nothing
Liberty Tree,Cologne,Revolution
Marsquake,Fossil,Dinosaur
Monster,Tear,Onion
Honey,Ghost Town,Ghost
Holy Vodka,Terrace,Holy Terrace
Sand Trap,Pinecone,Pineapple
Postcard,Polly,Postman
Dark Side,Tornadozilla,Dark Side of the Moon
Pea,Lunar Eclipse,Princess
Cough Syrup,Roadblock,Traffic Jam
Jacks,Hot Fudge,Sundaes
Smoke Detector,Onion,Tears
Typhoon,Fire Alarm,Fire
Dinotrain,Pirate,Dinosaur
Wolf,Alcohol,Werewolf
Prometheus,Flocknado,Zeus
Bandage,Kale,Wrap
Allergy,Steam Boat,Sneeze
Breakup,Carp,Carpet
Super Car,Tears,Super Car
Pirate Ship,Swamp King,Pirate King
Fire Swamp Fire,Bunny,Swamp Rabbit
Seeds,Onion,Plant
Benjamin Franklin,Bomb,Electricity
Tea Leaf,Frosty,Iced Tea
Astronaut,Flying Mario,Rocket
Sinkhole,Evil,Hell
Swamp,Superlily,Superlily
Pot Hole,Siren,Sink Hole
Money Plant,Potatotank,Nothing
Fire-osaurus,Titanado,Titanosaurus
Steam Trap,Cygnus,Cygnus
Space Sandwich,Dining Car,Space Train
Wall,Swan Boat,Swan
Mt. Fuji,Witch Hunt,Godzilla
Cultivator,Fireworks,Firecrackers
Cedar,Sand Surfing,Surfboard
Sharktopus,Caviar,Sharktopus
Detroit,Castle,Robocop
Sausage,Bobsled,Hot Dog
Fishing Rod,Flash,Lightning
Hadrian,Burning Car,Wall
Surfboard,Flat Obsidian,Surfing
Bed,Barley,Beer
Antelope,Nymph,Satyr
Dragon Ball,Axe,Dragon
Signal,Moat,Castle
Ruins,Hashish,Temple
Mirage,Quartz,Crystal
Sacrifice,Lo Pan,Pain
Restaurant,Pasta,Spaghetti
Police,Cake,Birthday
Rainbow Roll,Dill,Sushi
Jelly,Venus Fly Trap,Jelly Trap
Animal,Park,Zoo
Marriage,Cannon,Divorce
Bike,Taj Mahal,Tourist
Steam Jetpack,Chameleon,Invisible Man
Fizzy,Arrowhead,Soda
Seaplane,Clean Air,Airplane
Hammerhead,Tea Plant,Tea
Butter,Flying Burger,Flying Butter
Firequito,TARDIS,Firefly
Baby,Pasta Monster,Spaghetti
Santa Fe,Mercury,Nothing
Cloud Station,Piña Colada,Cloud Station
Yoga,Hurricodile,Yogicodile
Muddy Wine,Crayfish,Lobster
Flying Fisherman,Leak,Fisherman
Electric Kettle,Terracotta,Clay
Road Trip,Exhaust,Vacation
Fortune Cookie,Skater,Skateboard
Acid,Holy Plant,Holy Water
Flower,Viking Ship,Longship
Moonfall,Smores,Campfire
Flying Fish Sushi,Geothermal Plant,Nothing
Sperm Sushi,Dust Bunny,Nothing
Amethyst,Chili Pepper,Purple
Pizza,Glitter,Unicorn
Panama,Patrick,Panama Canal
Mars Station,Sand,Mars
Hangtsunami,Pirate,Captain
Broken Window,Sodium,Salt
Dragon Island,Cloud Trap,Dragon
Water,Petra,Stone
Space Goat,Hourglass,Nothing
Steam Cleaner,Edelweiss,Cleaning
Conch,Wedding Ring,Shell
Christmas Tree,Mower,Mulch
Loki,Fun,Mischief
Train Station,Erosion,Grand Canyon
Mountain Dew Tsunami,Match,Nothing
Gargoyle,Battlefield,Dragon
Swanado,Statue,Swan
Tractor Nemo,Flying Sushi,Nothing
Carpathian,Music,Vampire
Tempest,Tea Monster,Tea Tempest
Jellyfish,Bogart,Squid
Fire Flower,Scientist,Fireman
Yin Yang,Frank Herbert,Dune
Palace,Fuel,Oil
Spice,Delta Force,Salt
Hippopotamus,Island,Hippocampus
Helitank,Abduction,Helicopter
Duckling,Hula Tsunami,Hula Duck
Drowner,Cake,Drowned Cake
Dragon Slayer,Food,Dragon
Saturn,Tea Plantation,Tea
Grave,Acid,Zombie
Sisyphus,Eye Patch,Pirate
Vodka,Choo Choo,Trainwreck
Hay Fever,Crack,Sneeze
Oxygen,Tomato,Tomato
Dead Sea,Pearl Diver,Pearl
Mole,Garlic,Vampire
Doodle,Sour Soup,Nothing
Tentacle,Birthday,Squid
Wish,Seatrain,Genie
Sunshine,Sea Lettuce,Seaweed
Giant Carnivorous Plant,Pea,Pea Plant
Plant,Fire Stew,Soup
Sandman,Landfill,Nightmare
Kalevala,Solar Eclipse,Sampo
Junk,Time Wave,Nothing
Caduceus,Tomato,Ketchup
Mine,Wind Weed,Blow Up
Tank Truck,Time Paradox,Time Truck
Mr. Dusty Head,Flock,Sheep
Frost,Tea Coral,Ice
Trailer Park,Ghost Pepper,Fire Truck
Houseboat,Dandelion Salad,Nothing
Racetea,Star Trek,Nothing
Wreckage,Mothership,UFO
Steam Jetpack,Jane,Nothing
Duck,Steam Plant,Steamboat
Rainbow Dust,Geothermal Plant,Unicorn
Idol,Chip,Computer
Super Smurf,Rescue,Superman
Brothel,Crystal,Crystal Palace
Ale,Lizard,Dragon
Dragon Tornado,Bomber,Nothing
Hotdog,Smokefly,Smoke
Signal,Snowglobe,Snowman
Emulsion,Raisin,Raisin Bran
Pea Soup,Headache,Pain
Krakken,Smoked Duck,Sushi
Vase,Platform,Statue
Mountain Treehouse,Super Landslide,Mountain
9/11,Celebration,Nothing
Bouncy Stone,Fire,Fireball
Adam,Super Avalanche,Superman
Moat,Jello,Jello Shot
Tea Pot,Fire Tea,Tea
Great Wall of China,Teleporter,China
Sausage,Mud Devil,Mud Devil
Scarecrow,Werepuddle,Scarecrow
Duckweed,Dustpunk,Dustweed
Monk,Muddy Crayon,Buddha
Forest Fire,Hack,Hacker
Rainbowship,Maelstrom,Nothing
Cool Tea,Steam Car,Steam Engine
Parking Garage,Cider,Apple
Baby Dinosaur,Greenhouse,Dinosaur
Leak,Daddy,Pregnant
Cocktail,Wedding Ring,Divorce
Washing Machine,Steamship,Steam Washing Machine
Tsunamic,Lake Monster,Tsunamic
Tomb,Sinkstone,Mummy
Cactea,America,Arizona
Fly,Continent,Airplane
Drunken Batman,Hell,Batman
Hamburger,White House,Obama
Food,Jungle Juice,Party
Nun,Teacher,School
Crash,Mucus,Snot
Nerd,Fire Monster,Fireball
Antimatter,Masterpiece,Nothing
Stake,Weather,Vampire
Date,Fairy Tale,Prince
Burning Man,Holy Bomb,Nothing
Frankincense,Tornado Truck,Tornado
Carpathian,Sauna,Vampire
Swamp Bong,Leprechaun,Swamp Leprechaun
Torpedo,Garlic,Vampire
Olympus,Venom,Poison
Hula-tsunami,Borealis,Tsunami
Swan Lake,Afternoon Tea,Swan
Dustnami,Beach,Tsunami
Blunt,Dead Fish,Slap
Blood Moon,Plantigator,Vampire
Scotland,Swiss Alps,Scotch
Skurf,Rosé,Wine
Fireweed,Rescue,Firefighter
Politician,Fishing,Lobbyist
Fishnado,Bullet Train,Sharknado
Ice Viking,Nimbus,Frost Giant
Bushkratom,Burning Monster Truck,Bushkratom
Stonedami,Bat,Vampire
Treasure Map,Tugtractor,Nothing
Coral Reef,Evil,Coral
Alcohol,Amber Venus,Bacchus
Snow Leopard,Yellowstone,Nothing
Feed,Seaweed Roll,Sushi
Snapfish,Tornado Truck,Nothing
Potassium,Nimbus,Nothing
Fireweed,Mountain Thing,Fireweed
Atoll,Wind Turbine,Wind Farm
Lion King,Roast,Simba
Beacon,Goatman,Satyr
Coughdrop,Netherite,Nothing
Furniture,Mutant Fish,Couch Potato
Mudpot,Snowmageddon,Mud
Chicken of the Sea,Expensive,Lobster
Sake,Black,Ninja
Swamp Train,Cigarette,Nothing
Swamp Thing,Butter,Butter Thing
CB,Volcanic,Lava
Hare,Fire Crayon,Nothing
Gasoline,Dandelion Island,Fire
President,Lei,Hawaii
Rose Quartz,Batmobile,Batman
Druid,Antfly,Antman
Answer,Balsamic Vinegar of Modena,Salad
Petri Dish,Charizard,Mewtwo
Little Shop Of Horrors,Candy,Audrey II
Dune Buggy,Geothermal,Sand
Duck and Cover,S’more,Smores
Sand,Sawfish,Sandwich
Tesla,Movie,Tesla
Ironman,Coconut,Tinman
Dustopus,Feed,Dustopus
Sauna,Hula Hoop Girl,Nothing
Elixir,Sweat,Perfume
Toilet,Peat,Bog
Surf Rocket,Whine,Surf Rocket
Pork Chop,Hammerhead,Shark
Stonedami,Date Palm,Date
Fishing Pole,Lava Lamp,Fish
Urn,Legend,Myth
Gold Bar,Kraken,Treasure
Altar,Signal,Prayer
Hot Soup,Christmas,Santa
Elon Musk,Lawn Rocket,SpaceX
Hangrover,Amphibious Car,Amphibious Car
Muddy Wine Glass,Central Park,Muddy Park
The Alps,Crystal,Crystal Alps
Sharktopus,Fire Extinguisher,Sharktopus
Blueprint,Centaur,Minotaur
Flying Racecar,Flying Fjord,Flying Fjord
Hops,Pain,Beer
Butterfly,Antihistamine,Monarch
Mermaid Flytrap,Fire Coral,Mermaid
Steak,Tuxedo,Prom
Surfbot,Marsquake,Nothing
Flying Hot Dog,Crumb,Flying Crumb
Drunk Master,Cthulhu,Cthulhu
Paris,Tanker,Oil Spill
Jamaica,Porky Pig,Jamaican Pork
Fire Hoop,Salt Lake,Fire
Fever,Tea Tide,Tea
Gargoyle,Wreckage,Statue
Mount Everest,Flying Pig,Pigasus
Stoner,Tea Bag,Pot
Terrace,Ice Shark,Nothing
Crocodile Trap,Surf,Surfboard
Fireboard,Religion,Witch
Drawbridge,Prism,Rainbow
Church,Mustang,Priest
Platform,Ganja,Nothing
Norway,Tugtractor,Tugtractor
Drunkami,Fire Tree,Nothing
Gene,Were-sun,Nothing
Sneezeweed,Cooking,Sneeze
Cone,Wall-E,Ice Cream
Vape,Lonely,Vaper
Ketchup,Disaster,Tomato
Sun,Arrowhead,Sunflower
Fjord,Chili Mushroom,Troll
Were-Troll,Fireboard,Were-troll
God,Jack Burton,Big Trouble in Little China
Tasmania,Suck,Tasmaniac
Tent,Cbdust,Camping
Artist,Soggy Pop Tart,Picasso
Time Bullet,Alligator,Crocodile
Fire Coral,Breeze,Fire
Fishing Village,Wet,Fishing Village
Shandy,Flightless,Penguin
Ironman,Frank Herbert,Ironman
Pizza Rat,Hot Sauce,Rat
Water,Hedgehog,Sonic
Alphabet,Tunnel,Underpass
Fjords,Beaver,Norway
Sharkicane,Snowplow,Snowicane
Radio,Mecha,Robot
Baby Dinosaur,Steam Punk,Steamosaurus
Titanic,Muddy Mountain Range,Muddy Mountain Range
Space Subway,Abominable Snowman,Yeti
Carnival,Rum,Pirate
Ammonite,Caviar,Ammonoid
Shattered Glass,Lotus,Broken Glass
Carpet,Fire Dance,Belly Dance
Erosion,Fire Hoop,Volcano
Squid,Salt Lick,Calamari
Beach House,Minecraft,Mansion
Space Fish,Rally Car,Space Rally Car
Jormungandr,Plate,World
Paper Boat,Swamp Wine,Paper Boat
Ammolite,Cleaner,Ammonite
Omega,Tube,Telescope
Aquarius,Help,Nothing
Antlion,Space Pig,Nothing
Mudka,Echo,Nothing
Iceland,Mountain Tractor,Snowmobile
Sapphire,Martini,James Bond
Muddy Pig,Luau,Pig Roast
Steampunk Pirate,Lei,Steampunk Princess
Los Angeles,Present,Gift
Camelot,USA,America
Red Sea,Home,Moses
Blunt,Choo Choo,Train
Salsa Verde,Avalanche,Green Chile
Cart,Black,Hearse
Fist,Hydroelectricity,Power
Fire Car,Highlands,Fire Truck
Airport,Shelley,Nothing
Rock Baby,Flamethrower,Rock
Laser Cannon,Muddy Water,Mud
Dragon Stew,Steam Engine,Steam Dragon
Wisdom,Ceramic,Vase
Flat Stone,Tide Pod,Stonehenge
Toxic,Commuter,Pollution
Matcha,Rice Paddy,Tea
Rover,Swimming,Dog
Gryphon,Ice Cream,Ice Cream Sandwich
Monocle,Bridge,Engineer
Diamond Block,Geothermal Plant,Diamond
Resurrection,Mountain Frog,Nothing
Wiper,Sea Kale,Seaweed
Wine Bottle,Snow Plow,Nothing
Cucumber,Crystal,Pickle
Tarzan,Steam Titan,Steam Titan
Cloud Computing,Shrine,Cloud
Fire Boat,Forest Fire,Fire Boat
Flying Starfish,Lutefisk,Bjork
Princess,Gecko,Lizard
Space Truck,Vaporizer,Space Truck
