first,second,result
Sharkamander,Tar,Shark
Paint,High Tide,Paint
Plane,Latte,Coffee
Whine,Hearth,Wine
Sardonyx,Space Station,Nothing
Black Hole,Air,Vacuum
Lei,Sharktopusnado,Sharktopusnado
Dagger,Space Bus,Space Dagger
Lunar Rover,Carnation,Moon
Longboat,Crypt,Viking
Rainforest,Tea Car,Tea Party
SpongeBob,Prison Break,PrisonBob
Rubber,Vaporizer,Condom
Space Train,Mountain Dew Baja Blast,Mountain Dew Baja Blast
Pawn,Salad,Caesar
Fire Fire Trap,Bacon,Bacon Trap
Sand Lizard,Ash,Phoenix
Dandelion Weed,Sharktopusnado,Sharktopusnado
Beauty,Candy Floss,Princess
Butter,Skywalker,Darth Vader
Punch Bowl,Swan Boat,Swan Lake
Scent,Chili Mushroom,Chili
Paradise,Super Mario,Super Mario Bros.
Paper Plane,Sauna,Paper Plane
Basket,Toadstool,Mushroom
Christmas,Pacific,Santa
Kite,Jackie Chan,Kung Fu
Mountain Trap,Luau,Volcano
Mountain,Shrubbery,Tree
Tuxedo,Sturgeon,James Bond
Bone,Coral Pot,Skeleton
Fairy Tale,Ewok,Ewok Story
Delivery,Wind Farm,Wind Turbine
Popcorn,Broom,Janitor
Tunnel of Fudge,Surf Truck,Surf Truck
Geyser Lotus,Black Hole,Black Lotus
Holy Hand Grenade,Engine,Tank
Squito,Woodcutter,Mosquito
Van Gogh,Yoga,Yoga
Snowlily,Mudnado,Snowtornado
Parrot,Tentacle,Pirate
Windshield Wipers,Town,Car Wash
Crayonami,Destruction,Crayonami
Tube,Candle,Telescope
Curiosity,Mosaic,Art
Reflection,Rabbi,Priest
Fog Ski,Shoe,Snowshoe
Explosion,Window,Shatter
Stew,Steamtrick,Stewtrick
Tornado Robot,Mushroom,Toad
Worship,Gem,Idol
Slush,Skydiver,Snowman
Hot Chocolate,Sunny,Summer
Fruit,Cell,Apple
Chip,Optimus Prime,Transformer
Saturn,Mud Bowl,Mud Bowl
Mud Weed,Crepes,Pancakes
Space Goat,Swine,Space Pig
Muddy Rocket,Cronus,Muddy Rocket
Frozen,Pot Plant,Ice
Flying Ice Cream Cone,Scream,Scream
Snowcone,Mud Devil,Snow Devil
Eclipse,Smeagol,Moon
Carpaccio,Tease,Carpaccio
Dragon Tree,Taj Mahal,Dragon
Spaghetti,Basket,Pasta
Snowpiercer,Sneeze,Snowpiercer
Shark,Plow,Tractor
Color,Wand,Rainbow
Shoe,Newspaper,Clog
Mir,Cure,Cure-all
Tea Coral,Potato,Potato Coral
Nessie,Tree Of Life,Loch Ness Monster
Ice Bear,Roast,Panda
S’mores Sundae,Marijuana,420
Steam Bunny,Worm,Steam Bunny
Stewish,Plutonium,Plutonium
Campfire,Drunk Trap,Fire Trap
Steam Forest,Freezer,Snow
Wooden Helicopter,Iced Tea,Wooden Tea
Cologne,Siren,Perfume
Brandy,Teapot,Tea
Chia Pet,Black,Chia Thug
Racetrack,Wereflower,Werehorse
Moonshine,Flying Trap,Flying Saucer
Fog,Swamp Shake,Swamp Juice
Washing Machine,Carbon,Diamond
Windshield Wipers,Dogwood,Dog
Ice Tea,Rainbow Dust,Unicorn
Weed,Crane,Stork
Werebot,Malaria,Werewolf
Gin and Tonic,Shadow,Batman
Leafblower,Thong,Leafblower
Bridge,Bunker,Troll
Tequila,Mudskipper,Drunk
Stegosaurus,Crayfish,Craydactyl
Pie,Wind Farm,Pie in the Sky
Choopper,Buddha Flytrap,Buddha
Hammerhead,Snow Cone,Shark
Glacier,Mill,Flour
Politician,Dirtini,Mudslinger
Weather,Rootbeer,Storm
Tea Coral,Super Smurf,Smurf
Holy Dandelion Wine,Compost,Holy Dandelion Wine
Steam Breath,Mountain Genie,Volcano
Lagoon,Surf Shop,Surfboard
Landscape,Batman,Gotham
Beach,Mess,Sand
Bermuda Triangle,Traffic Ticket,Lost
Treasure Map,Swamp Dragon,Dragon
Omelette,Ice Cube,Egg
Gosling,Duck Thing,Duck
Ursa Major,Photobomb,Big Dipper
Moonflower,Water,Moon
Gale,Sand,Sandstorm
Junk,Wall,Junkyard
Hadrian,Solar,Wall
Freedom,Ghost Train,Liberty
Tremor,Arson,Earthquake
Prickly,Lupus,Cactus
Mud Geyser,Fort,Volcano
Warrior,Radio Wave,Cyborg
Fire Hula,Dinosaur,Hoop
Halo,Woodchipper,Sawdust
Aquarium,Snowfish,Penguin
Snowtown,Black Hole,Snowball
Stealth,Neptune,Poseidon
Chicken Of The Sea,Theater,Chicken Of The Sea
Vino,Nymphomaniac,Wine
Balsamic Vinegar of Modena,Flying Plant,Flying Pizza
Tinkerbell,Pencil Tree,Pencil
Flying Lawnmower,Gold Dust,Golden Lawnmower
Dryad,Corn on the Cob,Cornucopia
Ethanol,Gingerbread Man,Drunk Gingerbread Man
Green Tea,Stone,Jade
Bubble,Burnt,Pop
Lobster,Aircraft Carrier,Lobster Tail
Whale,Cut,Tail
Spice,Elephant,Pepper
Present,Sand Castle,Sand
Winter,Steam Lizard,Snow Lizard
Enlightenment,Rainbow Sword,Rainbow
Tea Bag,Flattened Lily,Tea
Robot,Capsaicin,Chili
Ice Wine,Truck,Ice Cream Truck
Cave,Flat Train,Minecart
Bubblegum,Kayak,Bubblegum
Time Weed,Dustbin,Weed
Pokemon,Photo,Snap
Potter,Power,Harry Potter
Easter Bunny,Slow,Tortoise
Dandelion Tea,Train Surfing,Dandelion Tea
Flying Fish,Tattoo,Mermaid
Fire Hoop,Fire Storm,Fire
Iceberg,Helitank,Titanic
Explosion,Jack Daniels,Fireball
Meal,Nether Star,Beacon
Supercontinent,Mt. Fuji,Japan
Muddy Window,Coughdrop,Window Cleaner
Space Station,Apple Pie Recipe,Apple Pie
Piston,Human,Engineer
Hammerhead,Dijon,Shark
Snowpunk,Fata Morgana,Snow Queen
Jet Pack,Blinds,Daredevil
Surf Party,Time Tea,Time Surf
"Snap, Crackle, Pop",Avalanching,Rice Krispies
Desert,Brimstone,Devil
Dragon Fruit,Solar,Sun
Stink Bomb,Plum,Plum Bomb
Tunnel of Fudge,Crayonami,Crayonami
Gazelle,Mountain Dew Code Red,Mountain Dew Code Gazelle
Honey,Sonic,Bee
Conch,Iron,Trumpet
Steam Sword,Spongbob,Spongebob
Boots,Steam Turbine,Steam Engine
Nuclear Explosion,420Chai,420chai
Wet Cat,Cannon,Catapult
Chili Pepper,Glowing Mushroom,Fire Flower
Snowpiercer,Colorado,Snowpiercer
Lemon,Rainy,Lemonade
Roman,Farmwreck,Gladiator
Cybertruck,Steampunk Eclipse,Cybertruck
Sky,Dandaddy,Zeus
Fridge,Surf Tractor,Refrigerator
Underground,Kaleidoscope,Mole
Heaven,Cool Tea,Ice
Mirror,Scrubber,Clean
Greece,Gnocchi,Gyro
Cigar,Mire,Swamp
Smoke Detector,Smores,Fire
Plantigator,Mess,Swamp
Rose,Moon Dust,Moon Rose
Duck Soup,Super Volcano,Duck Soup
Waste,Skurf,Skurf
Carcharodon,Hot Dog,Shark
Haunted Mansion,Batmobile,Batman
Slide,Bottle,Slip
Moonshine,Dragon Flower,Moonflower
Himalayas,Magic Carpet,Flying Carpet
Caramel,Ring,Onion
Cottage,Pigcasso,Pigsty
Jetstream,Mummy Mobile,Mummy Jet
Snow Angel,Ice Cream Cake,Snow Cone
Mug,Muddy Wind Farm,Muddy Mug
Fire Ant,Onyx,Fire
Teapunk,Dust Devil,Tornado
Fire Fire Trap,Bigfoot,Bigfoot Trap
Fire Nautilus,Marijuana,Fire Nautilus
Steam Castle,Colored Pencil,Steam Engine
Surfing,Dead Fjord,Surfing
Funny,Pumice,Pun
Aspirin,Wetware,Headache
Apocadoom,Desk,Office
Monty Python,Exorcist,Holy Grail
Vape,Simba,Lion
Cook,Dandelion Island,Chef
Hash,Navy Seals,Hash Seals
Accident,Ant Queen,Ant
Lily Flytrap,Poison Ivy,Venus Flytrap
Flowerpot,Dino,Plant
Longship,Mud Station,Viking
Soda Pop,Soggy Pop Tart,Soda Pop Tart
Mountain Vine,Water Lily,Lotus
Dragonfire,Smogman,Smog
Hoop,Flat Road,Basketball
Drive,Green,Golf
Wet Cat,Volcano,Lava
Ghost Ship,Mountain Rose,Titanic
Lava Monster,Malachite,Lava Monster
Tornado Monster,Pangaea,Pangea
Motorcycle,Mountain Dew Tsunami,Mountain Dew Tsunami
Rex,Skeleton,T-Rex
Space Invader,Cannon,Space Cannon
Antibiotic,Photonado,Photonado
Cigar,Wereboar,Werepig
Coral,Sodium Chloride,Salt
Worship,Eskimo,Inuit
Solar Storm,Pigpen,Pigpen
Blowgun,Jackson,Michael
Hedgehog,Tea Storm,Sonic
Scalpel,Mount Gay,Mount Gay
Fog,Recycle,Cloud
Skunk,Swamp Ghost,Stinky
Bat Flower,Hydroelectricity,Batman
Steam Wall,Marriage,Steamroller
Viper,Smoked Duck,Smoked Viper
Bahamut,Peter Pan,Tinkerbell
Pollen,Wrecking Ball,Bee
Steam Egg,Ant,Ant Egg
Fizzy,Brew,Beer
Campfire,Pillar,Totem
Tea Set,Loch Ness,Monster
Blood Moon,Cough Syrup,Vampire
Time Tornado,Pork,Bacon
Werewolf,Wand,Wizard
Rainbow Energy,Sick,Rainbow Energy
Werepuddle,Mangrove Flytrap,Wereflytrap
Groot,Torpedo,Tree
S’mores Sundae,Popped,S’mores
Moonflower,Dock,Moon
Water Rocket,Piggyback,Pigasus
Bathtub,Tornado,Whirlpool
Hermit Crab,Racism,Crabs
Couch Potato,Gouda,Cheese
Finding Nemo,Seaweed,Seaweed
Sulfur,Matterhorn,Gunpowder
Flying Dust,Krabby Patty,Flying Krabby Patty
Cellphone,Panorama,Selfie
Sharknado,Eye Patch,Piranhaconda
Were-dust,Oktoberfest,Were-wurst
Lo Pan,Starfish,Starfish
Paper Fish,Suck,Paper Suck Fish
Sharkcano,Ball,Sharknado
Crayfish,Dandelion Surfer,Crayfish Surfer
Carpathian,Air,Dracula
Knowledge,Chili Pepper,Wisdom
Swamp Fairy,Lamborghini,Unicorn
Shipwreck,Tractor Fly,Tractor
Ariel,Country Music,Dolly Parton
Aeon,Oktoberfest,Beer
Winery,Pipe,Wine
Tibet,Rover,Yeti
Poseidon,Cannonball,Tsunami
Sea Monkey,Tease,Sea Monkey
Suicide Bomber,Cool,Ice Cream
Gnome,King Kong,Gnom Kong
Sea Lettuce,Catastrophe,Seaweed
Valkyrie,Navy Seals,Navy Valkyrie
Satyr,Potato Salad,Pan
Joker,Fire Whirl,Fire
Salt Lick,Hole,Salt
Troll,Spaceport,Troll 2
Star Trek,Mud Geyser,Mudd
Damp,Rastafarian,Bob Marley
Mountain Tea,Black Rose,Black Tea
Yodel,Dustbin,Dustbinlid
Tealight,Lava Weed,Volcano
Norway Spruce,Werebread,Christmas Tree
Pig,S’mores Sundae,Pig Out
Itch,Milestone,Scratch
Baby Polar Bear,Snake Charmer,Polar Bear
Sunset,Dust Whale,Dust
Cruise Ship,Lawnvac,Lawnmower
Surfing,Flypaper,Sticky Situation
Boulder,Gondola,Stonehenge
Gosling,Snowflake,Snow Goose
Salmon Run,Alicorn,Alicorn Run
Land Sailor,Kraken,Pirate
Bus,Sweat,Busy
Icarus,Sakura,Angel
Rainbow Energy,Virus,Rainbow Virus
Alpabet,Rhea,Alphabet
Clean Window,Mt. Rushmore,Mt. Rushmore
Mudka,Cattle,Cow
