first,second,result
Tea Storm,Rescue,Tea Party
Oil Tanker,Tea Time,Oil Spill
Flu,Tea Bag,Sick Tea
Sea Horse,Stoneware,Hippocampus
Tiger,Captain Nemo,Shere Khan
Power,Hashish,Politician
Mudskipper,Statue,Buddha
Space Plane,Luna,Moon
Earthworm,Glacier,Iceworm
Sea Dragon Egg,Vase,Dragon
Airplane,Racism,Flight
Global Warming,Sandwich,Toast
Steam Egg,Plow,Omelette
Grass,Rubber,Lawnmower
Thunderbird,Oslo,Thunderbird
Slushy,Palace,Nothing
Skateboard,Sand Lizard,Sandboard
Bear,Goose,Teddy Bear
Carbon,Earth,Diamond
Ring,Shrub,Hobbit
Lunatic,Space Ship,Alien
Loch Ness Monster,Sharktopus,Sharktopus vs. Loch Ness Monster
Bank,Mordor,Gollum
Galaxy,Dada,Universe
Salmon,Corn,Corn Salad
Flying Truck,Railroad,Train
Fire Truck,Elephant,Dumbo
Flat Train,Japan,Bullet Train
Cologne,Platform,Perfume
Underground,Dynamite,Cave
Train,Cannonball,Wreck
Typhoon,Omelette,Eggstorm
Ash,Spring,Phoenix
Dead Sea,Monkey Island,LeChuck
Bird,Scrubber,Dust
Smog,Noah,Ark
Boil,Sandy Claus,Santa
Muddy Wine,Komodo Dragon,Dragon
Sawfish,Jupiter,Saw
Mist,Derail,Fog
Diamond Block,Pollution,Coal
Lemon,Kraken,Sour Kraken
Werefish,Metro,Mermaid
Longboat,Pigcasso,Pigboat
Car Wash,Flowerpot,Plant
Skateboard,Snow Cone,Snowboard
Teacher,Illusion,Magic
Broken Window,Dandelion Roll,Dandelion
Reef,Zephyr,Coral
Engagement,Fire,Wedding
Witch,Medusa,Gorgon
Race,Hot Sauce,Chili
Clay,Sinking Ship,Pottery
Swamp Fire,Movie,Swamp Thing
Mouse,Captain Nemo,Mickey Mouse
Squito,Beef Bourguignon,Beef Bourguignon
Time Ship,Vine,Wine
Energy,Sunfish,Sun
Doctor,Pond,Loch Ness
Tornado Fish,Giant Venus Flytrap,Tornado Plant
Fire Breathing Dragon,Fragrance,Fire Breathing Dragon
Robin Hood,Patrick,Batman
Yellow,Sand Shark,Sand
Spaghetti,Japan,Ramen
Wood,Wooden Space Ship,Wooden Space Ship
Zoo,Peak,Mountain
Flying Sushi,Cool,Flying Fish
Flat Rock,Bird,Stonehenge
Mountain Rose,Flour,Bread
Catholic Church,Capsaicin,Hell
Mead,Sunflower,Honey
Drunk Fish,Space,Alien
Lot’s Wife,Voltron,Nothing
Haunted House,Coffee,Ghost
Ozymandias,Piggy,Piglet
Firewater,Boulder,Lava
Firework,Riddle,Sphinx
Ash,Katrina,Hurricane
Lens,Wax,Candle
Moses,Plankton,Seaweed
Snowpunk,Rice Paddy,Snowman
Gator,Clownfish,Crocodile
Alligator,Flashlight,Crocodile
Demon,Star Trek,Q
Fire Venus,Garden,Phoenix
Pangaea,Mountain Car,Volcano
Valley,Norway,Fjord
Bandage,Pan,Pancake
Future,Dirt,Fossil
Octopus,Tractor,Tractor
Mercury,Big Bang,Planet
Potato,Pie,Shepherd’s Pie
Punch,Steamship,Steamboat
Burn,Bridge,Fire
Snow,Zephyr Train,Snowpiercer
Hourglass,Pepper,Salt
Relationship,Navigation,Marriage
Flying Fish Sushi,Gem,Nothing
Computer,Bread,Toast
Birthday,Rainforest,Amazon
Map,Chocolate Milkshake,Nothing
Minotaur,Dust Storm,Sandstorm
Dust Allergy,Martian,Sneeze
Sand Art,Toast,Sandwich
Dust Bowl,Tire,Flat
Lawnboat,Statue of Liberty,America
Compost,Refrigerator,Mushroom
Reflection,Snail,Mirror
Snowman,Garbage,Yeti
Hermaphrodite,Flying,Angel
Scotland,Iceberg,Titanic
Clean,Werepot,Werewolf
Whiskey,Cybertron,Optimus Prime
Exhaust,David,Davidoff
Mushroom,Fire Hula,Nothing
Whiskey,Sperm,Drunk
Iceberg,Tornado Dragon,Ice Dragon
Swarm,Pumice,Volcano
Skating,Space Ship,UFO
S’more,Algae,S’algae
Earthworm,Engagement,Ring
Narcissus,Canyon,Echo
Poison,Curtain,Sleep
Noodle,Jetea,Ramen
Toga,Marsquake,Caesar
Shroom,Vulcan,Mushroom
Golf,Bjork,Bjork
Fence,Nessie,Loch Ness Monster
Scalpel,Alligator,Surgeon
Tasmanian Devil,Plantea,Taz
Hippie,Eden,Garden
Dandelion,Mountain Do,Mountain Dew
Paper Airplane,Scotland,Bagpipe
Platypus,Lightning,Duck
Electric Eel,Crown,Poseidon
Fjordfish,Lord of the Rings,Gollum
Earthworm,Bookshelf,Bookworm
Present,Monster Truck,Christmas
France,Dune Buggy,Citroen
Holy Weed,Flying Fish,Flying High
Chameleon,Fire Fire Trap,Chameleon Trap
Tutankhamun,Crispy,Mummy
Mangrove,Hellhound,Swamp
Frisbee,Pulp,Fruit
Soil,Pigcane,Pig
Piston,Dump Truck,Pump
Audrey II,Aspirin,Little Shop Of Horrors
Marijuana,Car,Stoner
River,Oil Tanker,Oil Spill
Alligator,Fire Hula,Hoop
Time Travel,Microwave,Time Machine
Lumberjack,Temple,Wood
Lava Lamp,Cowboy,Cowboy
Star Trek,Robot,Data
Mess,Witch Hunt,Salem
Steam Phoenix,Dandelion Weed,Dandelion Phoenix
Fairy Tale,Troll,Three Billy Goats Gruff
Crop,Muddy Piggy Bank,Money
Dirt Bike,Zeppelin,Dirt Zeppelin
Hydroelectric,Summer,Energy
Root,Mistletoe,Mistletoe
Echo,Destruction,Silence
Swarm,Popsicle,Bee
Flying Sushi,Duckweed,Duck
Dynamite,Submarine,Explosion
Dracula,Cauldron,Vampire
Spritzer,Mario,Mario Kart
Butter,Frosting,Cake
Aurora,Eternity,Aurora Borealis
Shiva,Venus,Kali
Tide,Zephyr Truck,Tsunami
Amphora,Bonfire,Wine
Odin,Jello,Jell-Odin
Captain Hook,Snowcano,Snowman
Fire Venus,Quartz,Ruby
Atlantis,Fire Venus,Aphrodite
Mess,Mudslide,Disaster
Doctor Who,Tornado Bird,Tornado Doctor
Steampunk,Sand Dunes,Sand Punk
Narcissus,Terminator,Arnold Schwarzenegger
Chalk,Dog,Dalmatian
Gnome,Sand Dragon,Goblin
Santa,Algae,Christmas Tree
Dengue,Gollum,Dengulum
Vapor,Gin,Vodka
Treasure,Paradise,Pirate
Diamond Block,Coral,Pearl
Werefish,Sword,Pirate
Oil Drum,Trash,Pollution
Capsaicin,Cyclone,Chili
Farmville,Resin,Bee
Irrigation,Yellowstone,Geysers
SpaceX,Gosling,Rocket
Alicorn,Sakura,Unicorn
Mummy,President,Tutankhamun
Flying Fisherman,Steamboy,Steampunk
Sparks,Ice,Snow
Mud Dragon,Bourbon,Mudslide
Chicken,Cut,Chicken Cutlet
Vacation,Spy,Spycation
Were-plant,Racetruck,Were-truck
Fire Tree,Water,Steam
Colossus,Farm,Titan
Barrel,Tornado Truck,Tank
Sinkhole,Fairy,Gnome
Sunrise,Wolf Pack,Werewolf
Hydroelectric Dam,Chef,Sushi
Potter,Axe,Vase
Dustbuster,Pressure,Vacuum
Pint,Necklace,Beer
Time Machine,Ring,Lord of the Rings
Factory,Dustover,Robot
Fishstick,Light,Fishing Rod
Fire Sword,Fire Swamp,Fire Swamp Sword
Fire Fjord,Pigweed,Fireweed
Clockpunk,Kingdom,Steampunk
Chocolate Milk,Eagle,Chocolate Eagle
Surfboard,War,Surf War
Snow Leopard,Glass Slipper,Cinderella
Tao,Dandelion Patch,Wish
Mead,Lightning,Thor
Komodo Dragon,Snowmageddon,Snowmageddon
Fire,Kingdom,Volcano
Clay,Smoke Detector,Golem
T-rex,Crystal,Dinosaur
Leak,Milkshake,Milk
Christianity,Kettle,Teapot
Tea Train,Mountain Tea,Mountain Tea Train
Taj Mahal,Fire Fire Trap,Nothing
Vampire Flower,Ice Cream Sandwich,Nothing
Mt. Everest,Green,Greenland
Sacrifice,Sharkcano,Sharknado
Firebird,Monster,Phoenix
Trainwreck,Park,Carousel
Bat,Candy,Vampire
Adobe,Monet,Photoshop
Barley,Mountain Dew Ocean Blast,Nothing
Flying,Sandblast,Sandstorm
Pork,Soggy,Bacon
Dragonfruit,Ape,Monkey
Crop Duster,Cemetery,Zombie
Glass Slipper,Vinegar,Cinderella
Tile,Fireball,Brick
Sunset,Plantation,Sunflower
Thunderjet,Smog,Fighter
Midas,Bulb,Gold
Eruption,Donald Duck,Donald Trump
Tear,Palace,Princess
Stoned,Sandalwood,Sandal
Meteor Shower,Lightsaber,Star Wars
Shards,Snowmageddon,Shardsmageddon
Stone,Steamformer,Statue
Space Goat,Swamp Thing,Goat Thing
Sinkhole,Flying Sand,Oasis
Irrigation,Cronus,Titan
Shrimp,Well,Aquarium
Antfly,Burning Man,Antman
Shattered Glass,Plow,Broken Glass
Sun,Corn,Popcorn
Nuclear Submarine,Pteranodon Egg,Pteranodon
Cough Syrup,Dust Storm,Sandstorm
Skunk,Eclipse,Stink
Aeolus,Tux,Tuxedo
Cash,Wormhole,Black Hole
Snow Sub,Revolution,Snowball
Pottery,Artemis,Vase
Honeycomb,Ape,Bee
Steam Locomotive,Parting,Train
Katana,Lava,Volcano
Human,Smoke Signal,Telegram
Woodcutter,Duck and Cover,Lumberjack
Medicine,Pina Colada,Hangover
Dead Sea,Fertilizer,Life
Spy,Tumbleweed,Cactus
Salad,Mudboard,Mud Salad
Potpourri,Whale,Sperm Whale
Hula-Tsunami,Steam Tsunami,Hula-tsunami
Egg,Dead Sea,Eggs Benedict
Nimbus,Village,Town
Thunder,Graffiti,Zeus
Beauty,Piranha,Fish
Flint,Tree,Fire
Whiskey,Sun Wukong,Monkey
Andes,Subtank,Nothing
Mud,Torpedo,Muddy
Avalanche,Lawrence,River
Hermes,Mud Train,Hermes
Birthday,Caviar,Queen
Asia,Ramboat,Rambo
Sunset,Speedboat,Sunset
Subway,Firework,MTA
Photograph,Chimpanzee,Monkey
Christmas Tree,Mudka,Christmas Tree
Hawaii,Mess,Luau
Duckling,Pinecone,Pineapple
Matcha,Drone,Nothing
Were-tree,Universe,Were-tree
Slushie,Wheel,Car
Sea Dandelion,Sandpunk,Sand
Diamond Block,Mickey Mouse,Disneyland
Zephyr,Boxer,Zephyr
Bunny,Wind,Tornado
Tinkerbell,Dark Energy,Dark Matter
Surfbot,Field,Surfboard
Plague,Sandblaster,Sand
Honeycomb,Piranha,Bee
Centaur,Milk,Cheese
Sushi,Communion,Sushi
Observatory,Moon Landing,Telescope
Biofuel,Snake,Oil
Swamp Venus,Paper,Paper Mache
Coral,Amazon,Reef
Trojan,Sewage,Horse
Ozymandias,Samurai,Rameses
Acid Rain,Pie,Lemon Meringue
Ramses,Corn,Popcorn
Gold,Surf Tractor,Gold Digger
Sandalstorm,Boom,Sandal
Solar Wind,School,Nothing
Noodle,Sundae,Spaghetti
Sea Monster,Tipsy,Mermaid
Wind Chime,Plow,Windmill
Flytrap,Fishbowl,Venus Flytrap
Carbon,River,Diamond
Pearl,Whirlpool,Mermaid
Root,Chili,Radish
Frisbee,Offering,Nothing
Boston Tea Party,Steam,Tea
Ozymandias,iPad,Tablet
Burn,Catnip,Cat
Sand Planet,Blood Moon,Tatooine
Koi,Brandy,Fish
Vape Fish,Paper Plane,Vape Fish
Jordan,Derail,Michael
Drunk Fish,Plesiosaur,Mermaid
Rescue,Sunami,Surf
Swamp Thing,Space Junk,Space Swamp Thing
Anemone,Ariel,Sea
Eye of Ra,Watermelon,Nothing
Eraser,Choo Choo,Train
Palace,David,Goliath
Sos,Werewolf,Werewolf
Dark Matter,Drunk,Black Hole
Longboat,Krakken,Viking
Moonstone,Steam Egg,Nothing
Brew,Sunstroke,Nothing
Cobra,Mermaid,Medusa
Sarcophagus,Samurai,Mummy
Mudway,Astronomer,Nothing
Newfie,Cronus,Nothing
Wet,Cyclops,Cyclops
Obsidian,Piggyback Rider,Piggyback Rider
Muddy Water,Big Bang,Universe
Whale Trap,Steampunk Tsunami,Nothing
Kite Trap,Flint,Nothing
Barley,Steamship,Beer
Dandelight,Tornado,Dandelion
Village,Butter,Ghee
Cloth,Crop Circle,Alien
Olympus Mons,Zeppelin,Zeus
GPS,Ghost Ship,Pirate
Airship,Sea Dragon,Pirate
Wine Glass,Smores,Nothing
Sea Monster,Driftwood,Mermaid
Singularity,Dandelion Patch,Dandelion
Druid,Firequito,Firequito
Valkyrie,Tao,Odin
Sculpture,Mountain Bush,Statue
Nile,Audrey Iii,Cleopatra
Throat,Green Tea,Sore Throat
Muddy Teapot,Energy,Muddy Teapot
Stress,Pepper,Spice
Seaplane,Taz,Tazmanian Devil
Marathon,Tumbleweed,Desert
Condor,Tiamat,Phoenix
Slingshot,Umbrella,Parachute
Ash,Cyborg,Phoenix
Chicken,Lot’s Wife,Salt
Brontosaurus,Sharktopus,Sharktopus Rex
Date,Cemetery,Ghost
Hobbit,Ketchup,Burger
Space Submarine,Sea Serpent,Sea Monster
Frost,Mooncake,Snowman
Seaweed Roll,Gingerbread House,Sushi
Loch,John Deere,Nessie
Pangea,Freezer,Ice Age
Rings,Pig Iron,Sauron
Mud Dragon,Paper,Origami
Middle Earth,Lotus Flower,Gollum
Muddy Helicopter,Goose,Donald Trump
Corkscrew,Smell,Wine
Sharknado,Baked,Sharknado
Dinosaur,Autumn,Raptor
Ski,Chicken of the Sea,Poseidon
Wine Glass,Acid Rain,Wine
Steam Cyborg,Cleanest,Nothing
Sodium,Mountain High,Salt
T-Rex,Wind Weed,Dino
Starfish,Werebear,Werebear
Buddha,Pangea,Earth
Shore,Monkey Island,Monkey Island 2
Brick,Sink,Sink
Yggdrasil,Forest,Tree
Seagrass,Moses,Seaweed
Swamp,Laser Cannon,Dragon
Aurora,Crystal Meth,Polar Bear
Fence,Piña Colada,Pina Colada
Rock Garden,Tractor Nemo,Nothing
Siren,Bird,Phoenix
Fishing,Apocalypse,Fishing
Steam Surf,Canal,Steamboat
Mine,Salad,Minecraft
Vesuvius,Whirlwind,Volcano
Spice,Ghost Ship,Pirate Ship
Swampnado,Sandmobile,Sandstorm
Longsword,Sausage,Sausage Sword
Steamlantis,Lotus Flower,Steam Lotus
Moonstone,Uranus,Moon
Snowball,Pineapple,Pina Colada
Tile,Ice Cream Sandwich,Floor
Wormhole,Fata Morgana,Time Travel
Stench,Mud Dragon,Swamp
Were-tree,Great Wall of China,Were-wall
Pineapple Express,Engagement,Wedding
Daisy,Flat Road,Flowerbed
Clay,Pencil Sharpener,Pottery
Typhoon,Zephyr Station,Zephyr
Soupstone,Suez,Soup
Marijuana,Sushi Roll,California Roll
Pipe,Fenghuang,Phoenix
Were-tree,Steam Surf,Were-tree
Sacrifice,Tank,Tank
Couch,Wave,Surf
Sea Dragon Egg,Swamp,Sea Dragon
Pig,Cat,Pigcat
Bonfire,Quetzalcoatl,Phoenix
Glowworm,Shipwreck,Titanic
Batter,Dryad,Nothing
Brew,Space Junk,Nothing
Temple,Cloud,Zeus
Pool,Pompeii,Volcano
Maple,Milkshake,Nothing
Moat,Fossil,Dinosaur
Dragon,Mudpot,Volcano
Starship,Tractor Nemo,Starship
Space Mummy,Big Bang,Space Mummy
Peak,Japan,Mount Fuji
Blade,Honeymoon,Honeymoon
Terrarium,Flying Plant,Flying Terrarium
History,Volcano,Pompeii
Flying Cheese,Ambergris,Whale
Flamethrower,Fairy,Dragon
Lost,Dirt Bike,Dirt
Fairy Tale,Racecar,Cinderella
Space Whale,Gunpowder,Explosion
Mocha,Frosty,Frappuccino
Gargoyle,Solar Panel,Statue
Meteorite,Green Tea,Meteorite Tea
Piglet,Spritzer,Nothing
Dandelion Wine,Crumbs,Nothing
Nuclear Submarine,Tsunamic,Tsunami
Exile,Wave,Surf
Swampnado,Jellyfish,Swamp Jellyfish
Sandblast,Engine,Sand
Tatooine,Los Angeles,Star Wars
Flat,Love,Pancake
Lily Shark,Whale,Lily Whale
Viper,Space Flower,Venus Flytrap
Vacation,Tornadobot,Tornadobot
Dragon Roll,Racetruck,Nothing
Land,Arrow,Bow
Finland,Caduceus,Sauna
Cryptid,Mudpot,Nothing
Supermoon,Sponge,Spongebob
The Colossus of Rhodes,Rubber Duck,Nothing
Tazmanian Devil,Muddy Sushi,Muddy Devil
Tide,Fun,Fund
Sharktopusnado,Racecar,Sharktopusnado
Birthday,Necklace,Pearl
Surfosaur,Geyser,Volcano
Geothermal Geyser,Solar Eclipse,Volcano
Scotland,Dragonfish,Nessie
Toadstool,Rabbit,Poison
Dinosaur,Snowcone,Snowasaurus
Muddy Wine,Tornadate,Muddy Wine
Fishstick,Park,Fishing
Earthquake,Poltergeist,Ghost
Saki,Cyclone,Tornado
Flying Cheese,Furnace,Flying Cheese
Catholic Church,Dustnado,Pope
Hangover,Gorilla,Gorilla
Aloe,Lighthouse,Sunburn
Singularity,Werewindmill,Werewindmill
Ruin,Lava Cone,Volcano
Spirit,Marathon,Ghost
Human,Steam Monster,Steampunk
Adobe Flash,Cannon,Flash Cannon
Steam Dragon,Sparklers,Fireworks
Hot Fudge,Whistle,Sundae
Vesuvius,Cup,Pompeii
Steam Tsunami,Hot Dog,Hot Dog
Midas,Teapot,Gold
Present,Locomotive,Train
Hot Spring,Scroll,Spa
Kelp,Madagascar,Lemur
Ash,Crash Bandicoot,Crash
Dandelion Tea,Ice Cream Sandwich,Dandelion Ice Cream
Steampunk Rocket,Tractor Beam,UFO
Ice Dragon,Salsa Verde,Nothing
Apollo,Worship,Religion
Valkyrie,Pottery,Ceramic
Snowlily,Family,Snowman
Head,Dating,Heart
Painting,Shrub,Bush
Slushy,Tractor,Snow Plow
Hellhound,Holy Water,Dog
Paper Flower,Dust Devil,Tumbleweed
Warrior,Robin Hood,Archer
Dynamite,Battle Axe,Nothing
Captain Hook,Yin Yang,Captain Yin
Pirate Ship,Snowflake,Iceberg
Scotch,Priest,Whiskey
Wrinkle,Mirror,Wrinkle
Steamleaf,Parachute,Steamleaf
Hay,Karma,Bale
Honeymoon,Oil Drum,Honey
Ghost,Tesla Coil,Frankenstein
Lost,Fishbowl,Nemo
Salsa,Helicopter,Choppersalsa
Mustard,Flying Dust,Dijon
Engagement,Fish Tank,Marriage
Ichthyosaurus,Sand Dragon,Sea Dragon
Mecha Dragon,Eye,Cyclops
Engagement,Tesla Tower,Marriage
SpongeBob SquarePants,Tea Coral,Sponge Coral
Lens,Don Quixote,Microscope
Cornfield,Apple Juice,Cider
Cactea,Tornado Plant,Cactus
Weed,Mass,Pot
Gondola,Diamond,Casino
Garage,Burning Bush,Car
Tidal,Avalanche,Wave
Thunderbird,Feed,Lightning
Electric Teapot,Flour,Battery
Mountain Trap,Cake,Avalanche
Mummy,Yellowstone,Volcano
Tunnel of Fudge,Sinking,Cake
Planet,Vortex,Black Hole
Lunar Eclipse,Rubber Ducky,Moon
Snowtrain,Holy Smoke,Nothing
Teacup,Calamari,Squid
Scent,Origami,Paper
Pool,Prayer,Baptism
Vapecano,Gollum,Vape
Axe,Kale,Salad
Pop,Sea Serpent,Kraken
Archangel,Smurf,Seraphim
Shroom,Lightning,Mushroom
Antfly,Water Lily,Antlion
Daddy,Chai Tea,Nothing
Baby Polar Bear,Mech,Nothing
Cleanest,Pineapple,Cleanliness
Shards,Battle,Glass
Fondue,Puddle,Cheese
Comet,Steam Workshop,Nothing
Pigpen,Electric Engine,Pig
Dust,Grave,Ghost
Whine,President,Trump
Fall,Plow,Harvest
Sphinx,Vandalism,Sphinx
Electricity,Helijet,Helicopter
Rocky Road,Solar,Sun
Chia,Smogman,Nothing
4th of July,Snowmageddon,Independence Day
Mushroom,Crocodile,Crocomush
Steam Turbine,Space Shark,Steam Shark
Space Weed,Flying Plant,Alien
Poplar,Dandelight,Nothing
Whiskey,Flamethrower,Fireball
Flame,Naked,Fireman
Fountain,Sunami,Tsunami
Coral Reef,Delorean,Atlantis
Christ,Quicksand,Sinking
Smeagol,Zombie,Gollum
Vacation,Coral,Reef
Sea Horse,Snowy Owl,Pegasus
Perfume,Rainy,Rainbow
Papyrus,Mansion,Library
Pineapple,Gondola,Pineapple Boat
Camera,Kingdom,Disney
Mudboard,Jade,Statue
Sleep,Tent,Camping
Camera,Marijuana,Photographer
Potato Gun,Garden,Potato
Mountain,Omelette,Nothing
Pangaea,Mordor,Middle Earth
Paper Airplane,Milkshake,Straw
Saturn V,Penguin,Astronaut
Moonstone,Cave,Werewolf
Wooden Space Ship,Drunken Dryad,Nothing
Money,Celebrity,Fame
Nile,Fungi,Mummy
Cough,Stick,Lollipop
Landing,Eraser,Moon
King Arthur,Engine,Knight
Dock,Surfboard,Surfer
Longboat,Cappuccino,Nothing
Muddy Helicopter,Antimatter,Black Hole
Iron,Mudweed,Ironweed
Map,Tea Tempest,Tea Party
Crayon,Kiss,Love
Funnel Cake,Shark,Sharknado
Headache,Mount Rushmore,Pain in the Roosevelt
Jupiter,Doom,Zeus
Liberty Bell,Mangrove,Swamp
Crater,Eurasia,Moon
Komodo Dragon,Sea Lettuce,Sea Dragon
Cocktail,Spark,Explosion
Fragrance,Cool,Ice Cream
Cough,Robocloud,Robocough
Chaos,Tornado Plant,Tornado
Dove,Abominable,Angel
Comet,Tractor Nemo,Tractor Beam
Plutonium,Sandbox,Nuclear Bomb
Pangaea,Fire Trap,Volcano
Steam Workshop,Windshield,Nothing
Lunar,Dustnami,Moon
Rain,Legend,Myth
Fairy Tale,Whirlpool,Mermaid
Smore,Fog,Marshmallow
Landship,Necklace,Nothing
Sos,Doom,Doomsday
Jesus,Driftwood,Cross
Splash,Snowmageddon,Nothing
Parking Lot,Goblin,Ticket
Holy Bong,Dam,Nothing
Table,Tea Loch Ness Monster,Nothing
Steamverse,Firework,Nothing
Safari,Moon,Werewolf
Foggy,New Year,Nothing
Cash,Fire Swamp,Money Pit
Disaster,Whine,Wine
Obsidian,Venus of Urbino,Venus Of Urbino
Pressure,Netherite Sword,Diamond Sword
Doctor Who,Yoda,Doctor Yoda
Dryad,Crayonado,Tree
Smile,Plow,Farmer
Electric Tea,Lotus Flower,Buddha
Pope,Godzilla,God
Salad Dressing,Dust Storm,Sandwich
Sail,Boston Tea Party,Tea Bag
Crystal,Calamity,Diamond
Shell,Jack,Jack-in-the-box
Coral Reef,Flying Pig,Unicorn
Valley,Dart,Dale
Pixie,Rain,Rainbow
Jailbreak,Wall,Escape
Solar Flare,Snowboarder,Sunburn
Supernova,Dandelion Weed,Sun
Burning Zeppelin,Gem,Diamond
Switzerland,Rock,Cuckoo Clock
Carnival,Flat Rock,Carnival
Plutonium,Christmas Tree,Nuclear Christmas Tree
Pane,Tent,Tentacle
Hash,Clean Air,Cleaner Air
Wooden Space Ship,Molehill,Rocket
Venice,Tiger,Gondola
Salsa,Tornadobot,Tornadobot
Siren,Goose,Swan
Jordan,Constellation,Michael
Emerald,Flat Road,Green Road
Ship,Hot Dog,Cruise
Rusty Train,Vacuum,Time Machine
Trump,Ink,Tattoo
Art,Air Force,Air Force One
Tidal,Battle,Wave
Lava Monster,Skipping Stone,Volcano
Fairy Tale,Cinderella,Princess
Milky Way,Chameleon,Galaxy
Dino,Sun,Dinosaur
Windshield Wipers,Bee,Splat
Pencil Sharpener,Gunpowder,Bullet
Dragonfruit,Don Quixote,Dragon
Rescue,Moon Dust,Moon Landing
Yellow,Photonado,Sun
Roast Duck,Fanboy,Fanboy
Steamboat Willie,Toxic Waste,Mickey Mouse
