first,second,result
Swine,Peat,Pork
Acid Rain,Cosmos,Black Hole
Mountain Pickle,iPad,Mt. Fuji
Magic,Saw,Sawdust
Mess,Margarita,Hangover
Lich,Cauldron,Witch
Pyromaniac,Island,Volcano
Galileo,Mire,Telescope
Palace,Gator,Swamp
Biofuel,Dirt Bike,Motorcycle
Coco,Muscle Car,Coco
Fly,Flying Ice Cream Cone,Fly Cone
Beacon,Tornado Sushi,Tornado
Flying Tadpole,Genghis Khan,Dragon
Clan,Tankdozer,Clanzer
Pelicant,Iceberg,Penguin
Swimming,Cement,Pool
Liberty,Tile,Mosaic
Lily Wine,Swordfish,Nothing
Heidi Klum,iMac,HeidiMac
Jet Train,Crystal,Time Machine
Crayon,Andes,Mountain
Muddy Coconut,Coffin,Zombie
Sinkhole,Crayon,Crayonhole
Jello,Snow Devil,Snowman
Space Captain,Bunny,Space Bunny
Funnel Cake,Wet Dandelion Patch,Dandelion Funnel Cake
Boiling Frog,Jet Pack,Flying Frog
Crop Train,Lawn,Garden
Flat,Flying Squirrel,Parachute
Smoking Tiger,Direction,North Korea
Drunken Dragon,Flying Fish Sushi,Dragon
Steamboat,California Roll,Sushi
Pine Tree,Catholic Church,Christmas Tree
Anchor,Flying Car,Airship
Flying Cheese,Hubble,Moon
Hole,Spider,Nothing
Fire Fish,Curse,Cursed Fish
Super Steam,Furnace,Super Steam
Plesiosaurus,Train,Stegosaurus
Brandy,Brontosaurus,Dinosaur
Sharknado,Starfish,Sharknado
Sandy,Werewolf,Werewolf
Dirt,Eden,Garden
Supersteam,Space Flower,Superflower
Captain Jack Sparrow,Vampire Dandelion,Captain Jack Sparrow
Crop,Steam Phoenix,Phoenix
Geothermal Power,Dune Buggy,Sandstorm
Sapphire,War,Sapphire
Religion,Nessie,Loch Ness Monster
Race,Search Engine,Google
Sand,Money,Pyramid
Help,Witch,Spell
Pork Chop Express,Smoked Duck,Chinese Food
T-Rex,Ice Cube,Ice Age
Chef,Super Lake,Sushi
Earth,Monkey Paw,Banana
Gas,Sunship,Sun
Tea Train,Ant Smoker,Tea
Lunar Rover,Witch,Witch Doctor
Fire Station,Aeolus,Wind
Demon,Krakken,Cthulhu
Jadeite,Giant Venus Flytrap,Plant
Wizard,Zoo,Zookeeper
Sandfly,Delta,Mosquito
New York,Petrified Wood,Fossil
Church,Furnace,Hell
Fire Weed,Boulder,Rock
Farm,Tree of Life,Garden Of Eden
Swamp Monster,Shipwreck,Pirate
Sherlock Holmes,Sandwich,Hamlet
Galileo,Jewel,Telescope
Titanic 2,Aspen,Titanic
Vesuvius,Heidi Klum,Mount Klum
Pelican,Seafood,Pelican
Snow Apple,Observatory,Snow Globe
Broken,Blowhole,Whale
Megalodon,Chocolate Milkshake,Chocolate Megalodon
Aquarium,Sand Trap,Fish Tank
Helicar,Sunburn,Helicopter
Flamethrower,Mt. Krakken,Volcano
Sculpture,Wind Weed,Statue
Moon Tree,America,Flag
Chai Pet,Wyvern,Dragon
Ant Queen,Rubbish,Ant
Mudpunk,Vatican,Pope
Brine,Flat Obsidian,Salt
Seraph,Snowman,Angel
Pea,Egg,Peanut
Subtank,Stick,Bazooka
Gasoline,Snow Bush,Snowmobile
Wax,Flying Pigpen,Candle
Paper,Cage,Origami
Firebird,Rusty,Phoenix
Wind Tunnel,Medicine,Jet
Steam Troll,Leafblower,Steamroller
Surf Party,Rocky,Rocky Horror Picture Show
Snowstorm,Water Pipe,Snowman
Harry Potter,Irrigation,Hogwarts
Virus,Michelangelo,Art
Dust Dragon,Uluru,Ayers Rock
Chalet,Chimpanzee,Chimpanzee
Paper Airplane,Airship,Airplane
Mudslide,Muddy,Mudslide
Sea Monster,Fun,Kraken
Vinaigrette,Marathon,Salad
Alps,Darkness,Night
Tank,Coke,Tanker
Taz,Lunar Dust,Moon
Year,Dirt,Calendar
Swine Flu,Wheel,Pig
Echo,Mosque,Minaret
Spongecar,Slate,SpongeBob
Laser Cannon,Gungan,Jar Jar Binks
Tibet,Hermit,Dalai Lama
Spongebob,Absolute Zero,Sponge
Hops,Halo,Angel
Poison Ivy,S’mores Sundae,Rash
Ruins,Chocolate Bar,Mayan
Incense,Chicken of the Sea,Chicken
Nuclear Submarine,Fire Whirl,Nuclear Explosion
Molecule,Muddy Kite,Muddy Kite
Neil Armstrong,Weed,Moon Rocks
Pandora,Milk,Yogurt
Seaweed,Wisdom,Sage
Raincoat,Pudding,Jellyfish
Super Dandelion,Fart,Super Fart
Solar Dust,Burnout,Star
Flood,Werefruit,Werewolf
Truffle,Iguana,Chameleon
Statue of Liberty,Batman,Superman
Taj Mahal,Space Fish,Alien
Plane Reef,Sandwitch,Nothing
Seaweed,Netherite Sword,Trident
Fizzy,Pawn,Chess
Jesus,Date Palm,Palm Sunday
Solar System,Smoking Train,Big Bang
Geothermal,Hula Hoop,Volcano
Shrine,Chicken of the Sea,Mermaid
Electricity,Flat Rock,Battery
Dust Wolf,Chili Pepper,Chili Dog
Balsamic Vinegar,Umbrella,Parasol
Dragon Egg,Sultana,Dragon
Silent,Drunk,Drunk
Pinecone,Oread,Dryad
Creeper,Grass,Sheep
Marsh,Flying Pop Tart,Flying Marshmallow
Discovery,Terminator,Arnold Schwarzenegger
Duck,Town,Duckburg
SOS,India,Curry
Asphalt,Haunted House,Ghost
Tipsy,Snowbird,Snowman
Gnomish,Vaporized Beef Bourguignon,Nothing
Swamp Buggy,Dewback,AT-AT
Mt. Vesuvius,Dust Storm,Pompeii
Bone,Piggy Bank,Skeleton
Hot Air,Bacon,Politician
Statue Of Liberty,Flying Bong,Superman
Field,Singularity,Black Hole
Crystal,Tremor,Earthquake
Firetruck,Mad Hatter,Fire Hatter
Swamp Fire,Wiccan,Witch
Statue of Liberty,Dark,Batman
Tractor Nemo,Everest,Tractor Nemo
Sake Bomb,Ring of Fire,Hangover
Dark Side,Princess,Leia
Anakin,Death Star,Darth Vader
Stone Age,Emperor,Pyramid
Root,GPS,Tree
Supertree,Swamp Venus Flytrap,Tree of Life
Leviathan,Doctor Who,Doctor Leviathan
Sneezy,Mirror,Snow White
Ghost,Chariot,Poltergeist
Tractor,Mountain Surfing,Tractor Surfing
Lawnvac,Flower Shop,Weed Whacker
Castle,Space Village,Moon
Rabbi,Warmth,Oven
Steak,Battleship,Pirate
Leaf,Goa,Goat
Saline,Polar Bear,Polar Bear
Yakiniku,Cactus Roll,Yakiniku Roll
Mud Castle,Parachute,Mud Castle
Pollock,Steam Solar System,Universe
Sand Egg,Fun,Sandcastle
Olympus Mons,Shuriken,Mars
Bullet Train,Bed,Sleeper
Carbon,Skull,Diamond
Fulgurite,Pixie,Lightning
Rosebud,Water Pipe,Rose
Coin,Amphibious Train,Ticket
Hobo,Curtain,Vagrant
Steamnado,Slate,Slate-nado
Sea Serpent,Beaver,Loch Ness Monster
Vampire Flower,Sakura,Vampire
Lasagna,Thunderjet,Nothing
Hot Fudge Sundae,Idol,Ice Cream
Swine Flu,Launch,Pandemic
Basket,Clean Teapot,Tea
Smoke,Pigpen,Bacon
Steam Ufo,Chia Pet,Alien
Mycelium,Burger,Mushroom Burger
Space Flower,Cooler,Frieza
Funnel Cake,Fire Hoop,Fireworks
Bottle Rocket,Wind Farm,Wind Turbine
Swamp House,Swamp Wine,Swamp Witch
Banjo,Cannonball,Bluegrass
Hot Sauce,Snow,Ice Cream
Snapfish,Motorcycle,Snapfish
Alligator,Ambergris,Perfume
Swine Flu,Grey,Pig
Bahamut,Mustard,Dragon
Tea Sub,Chicken Teriyaki,Nothing
Solar System,Kali,Universe
Flying Saucer,Surf Party,Alien
Jar Jar,Honeydew,Binks
Smoker,Fireplace,Pipe
Monster Island,Jacket,Godzilla
Life,Tornado Castle,Tornado
Airport,Firekraken,Airportkraken
Jelly,Giant Dandelion,Giant Jellyfish
Feed,Mega Mushroom,Mega Man
Pint,Sea Monster,Kraken
Dryad,Alpha,Tree
Steamboard,Fruit Fly,Fruit Fly
Zephyr Tunnel,Toaster Strudel,Toaster Strudel
Dealer,Baked Fish,Sushi
Splinter,Prayer,Splinter
Mega Mushroom,Flower,Giant Flower
Juice,Cornfield,Corn Juice
Robostar,Tesla,Robostar
Super Volcano,Tidal Wave,Tsunami
Yak,Roast Duck,Yakitori
Snowplow,Fabric,Snowman
King Kong,Aquavit,Kong
Tumbleweed,Firekraken,Fire
Radiation,Syringe,Cancer
Space Tree,Chocolate,Chocolate Tree
Transformers,Flip-Flop,Optimus Prime
Dream,Yoga,Sleep
Earthworm,Sea Goat,Fish
Komodo Dragon,Flattened Lily,Lily Pad
Paperboard,Flying Quagmire,Flying Quagmire
Space Lake,Crescent,Moon
Snow Devil,Fair,Snow White
Sunship,Pineapple Tree,Pineapple
Snowy Owl,Hermes,Harry Potter
Sea Serpent,Tesla Cybertruck,Cybertruck
Sand,Star Wars,Tatooine
Implosion,Rocket,Black Hole
Mist,Ark,Fog
Cappuccino,Tempest,Coffee
Tea Leaves,Chili Con Carne,Chai
Mudslide,Mountain Wine,Nothing
Mud Devil,Mushroom Soup,Mud Devil
Lava Cake,Barrel,Volcano
Mountain Dune,Water Lily,Lotus
Mech,Flying Sand,Sandstorm
Stoner,Rocky,Rocky
Hot Tea,Super Fire,Super Tea
Rootbeer,Day,Float
Loch Ness,Piña Colada,Monster
Quetzalcoatl,Ink,Tattoo
Muddy Pig,Superstorm,Muddy Pig
Salsa,Dandelion Pie,Salad
Hell,Photograph,Devil
Mountain Dewd,Gamer,Gamer
Moonflower,Ice,Snow
Yellowstone,Wedding Ring,Volcano
Cyborg,Beach,Surfer
Sky Castle,Clouds,Zeus
Kamikaze,Birthday Cake,Suicide Bomber
Humpback,Salad Dressing,Whale
Bird,Swamp Fire,Phoenix
Tesla Tower,Cross,Lightning
Swan,Sparkling Vampire,Twilight
Appalachian Trail,Vacuum,Suck
Heaven,Tea Set,Tea Party
Tsunami,High,High Tide
Steam Dragon,Wedding,Steam Train
Boots,Spa,Pedicure
Sand Punk,Green Energy,Solar Panel
420,Rum,Pirate
Nest,Fossil,Dinosaur
Cartoon,Draco,Dragon
Space Phoenix,Pinocchio,Pinocchio
Mountain House,Mop,Cleaning
Fairy Godmother,Fire Whirl,Fire Fairy
Superplant,Desert,Cactus
Solar Power,Super Fire,Sun
Fjord Flytrap,Fog,Fjord Flytrap
Microscope,Carnivorous Plant,Venus Flytrap
Pill,Caviar,Pregnant
Lost City,Snow Apple,Snow White
Barley,Divorce,Beer
Starlink,Toaster Strudel,Nothing
Mud Monster Truck,Holy Grail,Mud Monster Truck
Turtle,Lion,Turtle
Poison Apple,Nebula,Evil Queen
Carp,Stage,Koi
Tornadon,Energy,Tornado
Nebula,Soggy,Nothing
Apple,Boulder,Newton
Wormhole,Pothole,Black Hole
Mermaid Flytrap,Dog,Dogfish
Duck and Cover,Robinson Crusoe,Castaway
Bookshelf,Signal,Library
Longboat,Recycle,Viking
Plum,Amphora,Wine
Giant Carnivorous Plant,Wet Dandelion Patch,Giant Carnivorous Plant
Panel,Mountain Sushi,Mt. Fuji
Cake,Egyptian,Mummy
Baconator,Great Wall Of China,Great Wall Of Baconator
Food Truck,Mountain Dew Baja Blast,Mountain Dew Baja Blast
Megalopolis,Mountain Dew,Nothing
Mudway,Hydrogen,Hydrogen
Dust,Muddy Crop Circle,Crop Circle
Venus of Urbino,Potpourri,Nothing
Hash,Krakken,Kraken
Park,Pickle Rick,Pickle Rick
Sun,Tux,Wedding
Jam,Sangria,Sangria
Gosling,Sparky,Ryan Reynolds
Lawnmower,Foggy Dandelion Wine,Lawnmower
Robo-Fish,Fire Fish,Robo-fish
New York,Iron Man,Iron Man
Ketchup,Pothole,Tomato
Dustbin,Paper Plane,Origami
Continent,Cygnus,America
Mt. Fuji,Pringles,Nothing
Baconator,Tobacco,Cancer
Steampunk,Snowpiercer,Snowpunk
Snow Shark,Goat Cheese,Snow Goat
Cruise Ship,Patricia,Titanic
Alien,Vesuvius,UFO
Racetruck,Dust Bowl,Dust Truck
Naiad,Fishing,Mermaid
Fruit Salad,Dustpan,Fruit Salad
Fire Balloon,Monorail,Hot Air Balloon
Shuriken,Eye,Ninja
Beach House,Ammolite,Ammonite
River,Komodo Dragon,Crocodile
Sea Dragon,Pineapple Tree,Pineapple
Rubbish,Balloon,Trash
Landing,Robot,Alien
Fire Axe,Bogover,Lumberjack
Pot Plant,Flying Boat,Pirate Ship
Mountain Dirt,Steamella,Volcano
Sherlock,Vodka,Sherlock Holmes
Dock,Blade,Pier
Flying Pop Tart,Tortoise,Flying Tortoise
Sapphire,Frogfish,Prince
Pelicanado,Electric Car,Tesla
Pharaoh,Tiger Lily,Cleopatra
Snowglobe,Forest Fire,Snowman
Unicorn,Boil,Soup
Slushie,Graffiti,Slushie
Christ,Jack-o-lantern,Jesus
Lung,Big Bang,Universe
Snowtrap,Obsidian Ring,Snowman
Dust Allergy,Ant Trap,Ant
Air Force,Dream,Pilot
Factory,USA,Detroit
Dandelight,Dandelion,Dandelight
Clownfish,Sandfly,Nemo
Were-tree-wolf,Space Ash,Were-tree-wolf
Wave of Blessings,Fire Rocket,Fireworks
Bacteria,Pumpkin,Jack-o-Lantern
Duck Sauce,Swiss,Nothing
Terminator,Minecart,T-1000
Titan,Counting,Atlas
Mountain Tornado,Scarecrow,Dorothy
Windshield Wipers,Absinthe,Absinthe
Gollum,Smoking Monkey,Gollum
Firetruck,Sinkstone,Firetruck
Fire Submarine,Teavillage,Tea
Mountain Car,Time Travel,Delorean
Traffic Ticket,Narcissus,Narcissus
Duck Goose,Ceramic,Vase
Disc,Super Death Star,Death Star
Tornado Castle,Muddy Toadstool,Muddy Toadstool
Earth,Muddy Pig,Pigpen
Escape,Grain,Beer
Matterhorn,Sneeze,Avalanche
Toilet,Mud Punk,Mud Punk
Palm,Dragonfire,Phoenix
Mountain Trap,Mount Doom,Mordor
Music,Mr. Potato Head,Potato Chip
Nautilus,Bacon Tree,Pig
Potamus,Snow Goose,Swan
Venice,Kush,Gondola
Sysadmin,Battercake,Pancake
Bonfire,Moisture,Smoke
Fault,Tumbleweed,Earthquake
Helicopter Plant,Vesuvius,Pompeii
Statue of Liberty,Holy Lake,Jesus
Wave,Moonshine,Tsunami
Steam Jetpack,Kratom,Kratom Jetpack
Space Train,Mountain Dew Code Red,Mountain Dew Code Red
Steamship,Edelweiss,Titanic
Petri Dish,Bone,Dinosaur
T-Shirt,Tea Table,Tea Party
Dragon Tornado,Flying Fish Sushi,Dragon
Axolotl,Tankini,Mermaid
Frosty,Hula,Snowman
Pea Soup,Man,Pea Man
Duck And Cover,Yeti,Abominable Snowman
Moon Mountain,Sand Hook,Moon Mountain
Green Fairy,Onion,Absinthe
Mudboard,Snowpunk,Snowboard
Bubbles,Tea Table,Tea
Tornado Fish,Wish,Mermaid
Little Shop Of Horrors,Bacchus,Audrey II
Wooden Space Ship,Rebirth,Noah’s Ark
Raisin,Nessie,Scone
Confused,Zombie King,Zombie
Rainy,Norway Spruce,Christmas Tree
Terrorist,Tea Time,Tea Party
Blow,Snow Tire,Snow Blower
Teabag,Blowhole,Whale
Global Warming,Lock,Hot Air
Sand Dandelion,Mario Rivera,Sandy
Crumble,Kali,Crumble
Washing Machine,Spark,Iron
Soot,Petrified Wood,Coal
Electric Eel,Colony,Electricity
Wrinkle,Sneeze,Allergy
Helicar,Curiosity,Helicopter
Watercolor,Punch,Painting
Brick Wash,Fish Tank,Aquarium
Mudway,Heidi,Nothing
Desert,Gingerbread House,Oasis
Steam Age,Plantation,Cotton
Time Machine,T-rex,Dinosaur
Wolfman,Crash Landing,Werewolf
Space Shark,Pollution,Space Junk
Axolotl,Dragon Tornado,Dragon
Suck,Curiosity,Vacuum
Sand Trap,Breeze,Dune
Ice Age,Throat,Larynx
Judge,Newton,Gravity
Mos Eisley,Pina Colada,Cantina
Sangria,Incense,Wine
Air Jordan,Coconut Milkshake,Kobe
Geothermal Plant,Emulsion,Geothermal Emulsion
Itch,World,Scratch
Potter,Flying Fish Sushi,Harry Potter
Boiling Frog,Olympus,Zeus
Flying Dust,Harpy,Phoenix
Snow Rocket,Pickleback,Snowball
Beehive,Sea Serpent,Mermaid
Smurfette,Slime,Smurf
Chef,Autumn,Pumpkin
Space Shark,Pasta,Spaghetti
Jack-o-Lantern,Flying Dust Devil,Ghost
Death Star,Date,Star Wars
Steam Submarine,Chlorine,Submarine
Anvil,Ghost,Blacksmith
Ewok Village,Pickleback,Ewok Pickleback
Paper Canoe,Honda,Honda Canoe
Cannon,Delta Force,Rambo
Polar Bear,Trainwreck,Polar Express
Super Steam,Napkin,Super Napkin
Mountaintop,Hackash,Volcano
Brine,Tesla Coil,Salt
Light,Tipsy,Drunk
Patrick,Delorean,Marty
Valentine,Spark,Heart
Tatooine,Poop,Jabba
Camera,Crop Duster,Spy Plane
Sandtrap,Observatory,Telescope
Hot Sauce,Tan,Burn
Malachite,Daisy,Green
Monet,Kiln,Pottery
Sand Trap,Joint,Bunker
Muddy Trout,Sneeze,Trout
Piece of Cake,Diabetes,Diabetic Coma
Super Eruption,Warmth,Volcano
Prickly Pear,Combine,Cactus
Rubber,Fame,Balloon
Adobo,Solar Flare,Sun
Tractor,Cinnamon,Cinnamon Bun
Scalpel,Syrup,Surgery
Feather,Snow Devil,Snow Angel
Los Angeles,Paradise,Lost Angeles
Holy Bong,Carnivorous Plant,Audrey II
Ash,Dew Duck,Duck
Tinkerbell,Fire Plant,Firefly
Crop,Earthworm,Fertilizer
Peapod,Snow Fort,Snow Pea
Arrowhead,Confetti,Party
Swasabi,Holy Bong,Swasabi
Dolphin,Shark,Mermaid
North America,Oxygen,Canada
S’mores,Yak,Yakmores
Sleigh,Hare,Santa
Mudka,Salt Water,Mudka
Mud,Mjolnir,Mud
Jewel,Dustover,Ring
Tank Serpent,Hot Fudge Sundae,Tank Serpent
Suck,Papyrus,Vacuum
Amphibious Car,Fire Dance,Burning Man
Solar Eclipse,Super Storm,Super Moon
Smeagol,Battle Axe,Gollum
Gale,Japan,Typhoon
Wind Turbine,Smoked Dust,Smoke
Battle Axe,Boom,Explosion
Chicken Noodle Soup,Water Balloon,Nothing
Kratom,Flying Dutchman,Flying Dutchman
Field,Moon Mountain,Moon
Steam Trap,Cronus,Zeus
Bone,Moon Landing,Neil Armstrong
Dragon Egg,Battle Axe,Dragon
Giant Venus Flytrap,Muddy Wooden Space Ship,Little Shop of Horrors
Tankfly,Dirt Bike,Tank
Stool,Smoke Signal,Smoking
Coffeeshop,Salmon,Starbucks
Amphora,Wet Dandelion Patch,Wine
Worship,St. Patrick,St. Patrick’s Day
Snowtrain,Cauldron,Snowman
Salt,Salt,Salt Lick
Flying Plant,Jail,Cannabis
Mud,Photoshop,Monster
Magic Mushroom,Doctor,Shaman
Moonstone,Snowman,Yeti
H2O,Lagoon,Sea
Dengue,Medicine,Cure
Wind Chime,Teapot,Tea
Landship,Tasmanian Devil,Taz
Bahamut,Balsamic Vinegar of Modena,Balsamic Vinegar Of Bahamut
Boots,Earthquake,Shockwave
Rabbit,Fire Hoop,Bunny
Norway Spruce,Coffin,Christmas Tree
Garden,Aroma,Perfume
Warp,Rocky Mountain,Nothing
Gift,Tsunamas Tree,Christmas Tree
Smore,Tea Tempest,Marshmallow
Road Trip,Apple,Caramel
Mt. Doom,Plow,Farmer
Apocalypse,Tea Bag,Chill
Pumice,Solar Tea,Pumice Tea
Toxic,Apocalypse,Waste
Humpback,Clockpunk,Whale
Moonmobile,Glacier,Ice Cream
Aeon,Monorail,Time
Prince of Persia,Patrick,Prince Patrick
Teatown,Sodium Chloride,Salt
Peacock,Electric Engine,Tesla
Egg,T-Rex,Dinosaur
Atlas,Dyson,Vacuum
Flood,Corn,Popcorn
Taz,Ice Fish,Ice Fish
Vinegar,Tesla,Battery
Yin Yang,Rainbow Train,Rainbow Train
Phoenix,Wetok,Phoenix
Sweat,Kalevala,Sauna
BBQ,Mud Punk,Mud
Human,Coral Roll,Mermaid
Skid,Molotov,Skidmark
Carboat,Barrel,Ship
Amphibious Car,Antimatter,Universe
Station,Dragon Thing,Dragon Station
Methane,Snow Buddha,Snow Buddha
Fireweed,Life,Phoenix
Superplant,Resin,Tree
Candy,Sos,Sweet
Loch Ness,Grape,Wine
Pharaoh,Treant,Tree
Ramses,Fire Tornado,Mummy
Smoke,Mountain High,Fire
Flying Squid,Sodium Chloride,Calamari
Electric Fence,Tractor Cannon,Tesla Coil
Graphite,Pangea,Diamond
Mountain Thing,Bridge,Troll
Dew Duck,Moses,Duck Moses
Ramses,Jet Engine,Sphinx
Hourglass,Super Plant,Time
Pilot,Flying Wasabi,Flying Wasabi
Transformer,Mud Puddle,Optimus Prime
Trawler,Vapor,Steamboat
Piston,Stoner,Bong
Crop Circle,Bible,Alien
Sandtrap,Mop,Sandcastle
Catholic,Clouds,Pope
Monk,Racetank,Monk
Salad Dressing,Crayonado,Crayon Salad
Squirt Gun,Leda,Swan
Mud Weed,Drunk Fish,Swamp
Tea Flower,Gnome,Tea
Sparkling Vampire,Dandelion Surfer,Twilight
UFO,Tornado Train,Alien
Piano,Hurricane,Pianocane
Washing Machine,Caesar,Laundry
Tibet,Piña Colada,Yak Attack
Space Train,Snapfish,Snapfish
