first,second,result
Kelp,Broom,Mermaid
Wheat,Pollution,Bread
Amoeba,Pottery,Vase
Cinderella,Toad,Frog Prince
Gator,Moby Dick,Leviathan
Snowpocalypse,Lava Cone,Nothing
Frost,Paradise,Winter
Broken,Mountain,Rock
Ark,Pork,Bacon
Geysers,Map,Volcano
Sandwich,Eden,Adam
Log,Flamethrower,Fireplace
Vape,Lava,Volcano
Geysir,Longsword,Volcano
Vacation,Ice Cream Cone,Vacation
Railroad,Surf Tractor,Train
Stew,Nessie,Soup
Mountain Tornado,Star Wars,Star Wars
Ewok,Sail,Pirate
Rings,Hot Air Balloon,Olympic Games
Olympus Mons,Tobacco,Cigar
Meteorite,Lotus,Buddha
Fire Breath,Meteor,Sun
Fire,Seed,Plant
Nymph,Rainforest,Dryad
Seeds,Mushroom,Spore
Offering,Muddy Sushi,Muddy Sushi
Hourglass,Weed,Marijuana
Loch Ness Monster,Death Star,Cthulhu
Crop Circle,Dragonfly,Alien
Pork,Snowboarder,Pig
Atlantis,Captain Nemo,Nautilus
Swim,Prison,Escape
Choo Choo,Sand,Train
Dwarf,Supervolcano,Mordor
Dandelion Tea,Farmer,Dandelion Wine
Drunk,Monkey,Barrel
Date,Color,Calendar
Blowhole,Fog,Cloud
Titanic,UFO,Alien
Dandelion Wine,Sunflower,Sunshine
Goblin,Shards,Glass
Dionysus,Katana,Wine
Dragon,Tortoise,Turtle
Pelican,Cough Syrup,Seagull
Cloth,Pond,Puddle
Religion,Wave,Tsunami
Coconut,Jet Ski,Coconut Water
Space Farm,Satan,Space Satan
Altar,Audrey II,Seymour
Double Axe,Volcano,Thor
Toad,Quagmire,Frog
Spore,Mower,Lawnmower
Rock,Metro,Stone
Paper Boat,Weed,Paper Plane
Steel,Tempest,Titanium
Statue Of Liberty,Jesus,America
Subway,Carnivore,Cannibal
Vinegar,Garden,Salad
Transformer,Drunken Dragon,Dragon
Lawnvac,Fjord,Troll
Narcissus,Vinegar,Narcissus
Wish,Hula,Hula Hoop
Sea,Excalibur,King Arthur
Cyborg,Patrick,Star
Pharaoh,Little Shop Of Horrors,King Tut
Time Travel,Garage,DeLorean
Date,Hell,Valentine
Castle,Space Shuttle,Moon Base
Village,Honey,Bee
Sandcastle,Firefly,Lighthouse
Rocket,Cocktail,Space
Church,Sharkcano,Sharknado
Iron Man,Seeds,Iron Man
Window,Boat,Submarine
Lizard,Nether,Dragon
Earth,Emperor,Dictator
Flamethrower,Smores,Marshmallow
