first,second,result
Tasmanian Fog,Paper Boat,Tasmanian Devil
Ammon,Chimney,Ammonia
Angel Hair,Battle Axe,Angel
Dodo,Boil,Egg
Catastrophe,Firewater,Hangover
Space Ship,Lung,Alien
Cactus Flower,Crayonado,Cactus
Steam Planet,Space Cow,Space Cow
Sunship,Radio Tower,Sun Tower
Stewpid,Drain,Drain
Tube,Space Kite,Space Shuttle
Photographer,Shrimp Cocktail,Shrimp
Surfboard,Sandyoga,Surfing
Dirty Mad Hatter,Whiskey,Dirty Mad Hatter
Boston Tea Party,Rastawine,Tea Party
Honeymoon,Hyena,Honeymoon
Mountain Dew Ocean Blast,Balsamic Vinegar of Modena,Mountain Dew Baja Blast
Christian,Candy,Jesus
Spongepunk,Daddy,SpongeBob
Peep Show,Steampunk Tsunami,Steampunk Poseidon
Souped-up,Rainforest,T-Rex
Space Vine,Seatrain,Space Train
Bushkratom,Mountain Temple,Shaman
Exhaust,Skier,Ski Jump
Steam Wars,Hydraulic,Steampunk
Surfing Dragon,Hot Monkey,Monkey Dragon
Tank Destroyer,Michelangelo,David
Mud Hut,Quagmire,Swamp
Milky Way,Caravan,Camel
Greatsword,Catnip,Cat
Comic Book,Leda,Superman
Money,Lollipop,Bank
Climber,Coal,Miner
Hangtsunami,Red Dust,Mars
Hot Fudge,Fall,Autumn
Were-fire,Crop Circle,Crop Circle
Wine Cooler,Bacteria,Wine
Magic Mushroom,Fishing Pole,Fish
Snowdrop,Captain Nemo,Snowman
Tears,Fort,Prison
Camera,Lava Soup,Volcano
Harvest,Pufferfish,Sushi
Subway,Sand Dollar,Sandwich
Submarine,Glue,Glubmarine
Flying Hot Dog,Duster,Superman
Tealight,Sagittarius,Archer
Dagger,Black,Assassin
Swamp Frog,Stonehenge,Stone Frog
Mountain Tide,Tsunamas Tree,Tsunamas Tree
Sols,Dragonfly,Dragon
Pulsar,Napalm,Black Hole
Rice Pudding,Clean Teapot,Clean Teapot
Antlion,Smaug,Dragon
Wealth,Fairy Tale,Prince
Asia,Wikileaks,China
Firetrap,Ammonoid,Ammonite
Transcontinental Railroad,Surf Tractor,Surf Tractor
Swamp Engine,Star Surfing,Star Swamp
Sprite,Sandalwood,Perfume
Road,Tree Flytrap,Carnivorous Plant
Tea Tree,Bacon,Pig
Wetok,Color,Paint
Windmill,Smoke Signal,Wind
Tractorator,Mountain High,Nothing
Seasystem,Were-dandelion,Seaweed
Capsaicin,Leaf,Pepper
Skunk,Window,Stink
Tadpole,Water Balloon,Frog
Hacker,Olympics,Hacky Sack
Sand Ness Monster,Triangle,Pyramid
Ballet,Vanity,Ballerina
Quicksand,Snow Whale,Snowman
Crumb,Mud Station,Mud Pie
Marsquake,Vapecano,Marsquake
Ferry,Sea Star,Poseidon
Eiffel Tower,Mud Dragon,Statue of Liberty
Air,Agent 007,Skyfall
Bench,Mr. Potato,Potato
Slushie,Snowblade,Snowcone
Combine,Olive,Olive Oil
Ticket,Time Tractor,Time Travel
Drunken Batman,Lumberjack,Robin
Rockstar,Seaweed,Sushi
Steam Trap,Gator,Gator Trap
Penguinado,Ham,Hamster
Pirate Ship,Jordan,Captain
Utopia,Dandelight,Dandelion
Monkey King,Audrey,Sun Wukong
Hieroglyph,Flying Fjord,Flying Carpet
Steamfondue,Drain,Steam
Monkey Island,Milestone,Monkey Island 2
Muddy Teapot,Fisherman’s Wife,Mermaid
Red Dust,Flying Ice Cream Cone,Flying Saucer
Venus Fly Trap,Fire Phoenix,Phoenix
Animal,Sasquatch,Bigfoot
Drain,Were-seaweed,Were-seaweed
Tiller,Hay,Bale
Boom,Silent,Boom
Tornado Castle,Jewelry,Princess
Alpabet,Swampzilla,Alpabet
Muddy Pig,Nuclear Explosion,Godzilla
Gumshark,Autumn,Nothing
Peanut,Mine,Peanut Butter
Spaceman,Tokyo,Godzilla
Noodle,Damp,Ramen
Cybertrash,Flying Steak,Cybertrash
Crash,Dandelion Pie,Crash Bandicoot
Space Plant,Swamp Sushi,Swamp Sushi
Wishbone,Were-T-Rex,Dinosaur
Chronos,Compost,Time
Rock Band,Lava Bike,Volcano
Sniper,Vineyard,Wine
Lungfish,Christ,Jesus
Pirate,Gin and Tonic,Captain Morgan
Rich,B-52,Trump
Semi,Tokyo,Truck
Saltwater,Pterodactyl,Fossil
Fire Stone,Tornado Sushi,Fire Sushi
Tankdozer,Fire Sword,Tank
Fire Crayon,Runner,Fire Runner
Beach Train,Boulder,Rock
Jack,Pickleback,Jack Daniels
Flying Steak,Electric Fence,Zeus
Cornfield,Fire Stew,Popcorn
Oil Field,Knife,Oil
Newfie,Pea,Peanut
Lumberjack,Sand Worm,Dune
Town Hall,Pearl,Oyster
Jaws,Ichthyosaurus,Megalodon
Ceramic,Love Storm,Cupid
Tank,Choo-Choo,Train
March,Steam Castle,Steam Engine
Poffertjes,Duster,Dutch
Christianity,Protest,Protestant
Tankdozer,Whale Trap,Whale
Witch Hunt,Smurf,Smurfette
Oedipus,Periscope,Oedipus Rex
Venus,Nether,Hell
Firetrain,Queen,Firetrain
Space Tree,Pitch,Space Pitch
Quicksand,Satyricon,Slowsand
Flying Flower,Tadpole,Dragonfly
Surfboard,Soggy Pop Tart,Surfing
Magma,Frost Giant,Fire Giant
Dandelion Soup,Napa Valley,Wine
Hydra,Wind Chime,Snake
Lemonade,Plantea,Lemon
Eyjafjallajökull,Monkey Mountain,Eyjafjallajökull
Feast,Supersteam,Supersteam
Bald Eagle,Fire Balloon,Phoenix
Jade,Niagara Falls,Jade Falls
Europe,Apple Tree,Adam
Excalibur,Muddy Car,Knight
Clean Martini,Holy Spirit,Dirty Martini
Date,Fairy,Prince
Igloo,Exhaust,Penguin
SteamPunk,Ice Tea,Nothing
Ruin,Vaporwave,Cyberpunk
Matterhorn,Amphibian,Frog
Roll,Boom,Dynamite
Sand Buggy,Lake Rushmore,Sand Castle
Fire Lily,Cancer,Phoenix
Daffy,Railroad,Duck
Dragon Ball Z,Evil Genie,Shenron
Zoo,Surf Station,Aquarium
Love,Flying Whale,Moby Dick
Twister,Bruce Wayne,Batman
Great Wall of China,Surfing Plant,Surfing Plant
Sandfly,Steamfrog,Steamfly
Saw,Black Hole,Black Saw
Boat,Nail,Ship
Sit-in,Sultana,Sultan
Oil Field,Rubble,Oil
Poplar Dew,Venus Flyweed,Venus Flytrap
Sea Dragon Egg,Confused,Sea Dragon
Pickle Juice,Lily Flytrap,Pickle
Milky Way,Fan-Tail,Comet
Sarcophagus,Whiskey,Mummy
Pressure,Led Zeppelin,Stairway to Heaven
Aquafan,Viking,Aquaman
Zeta,Oil,Ozone
Appalachian Mountains,Moon,Appalachian Moon
Prickly Rainbow,Tea Plant,Tea
Patchouli,Sphinx,Cleopatra
Kingdom,Chugger,Nothing
Muddy Kite,Gem,Nothing
Zephyr Tractor,Horseradish,Tractor
Mountain Surfing,Jolly Roger,Pirate
Photographer,Daffodil,Flower
Fruit Tree,Mudshake,Smoothie
Bob Ross,Youth,Artist
Steam Man,Polar Bear,Steam Bear
Hobo,Barbecar,Homeless
Dark Energy,Dynamite,Big Bang
Wolf Pack,Netherite Longsword,Werewolf
Crayfish,Duck Soup,Crayfish Soup
Pyromania,Smogman,Smog
Space Tea,Hoop,Tea
Dustover,Crop,Dustbowl
Cultivator,Singularity,AI
Arsonist,Dandelion Roll,Fireworks
Stone Age Pizza,Fireplane,Fire Stone Age Pizza
Wookiee,Dust,Chewbacca
Dandragon,Swing,Dragon
Maple,Palantir,Treant
Acid,Fence,Barbed Wire
Salad Dressing,Crayon,Ranch
Onsen,Pool,Hot Spring
Holy Water,Frog Prince,Prince
Rockies,Virgin Mary,Colorado
Papyrus,Missile,Sphinx
Stone Tablet,Crash,Rosetta Stone
Transcontinental Railroad,Hennessy,Tupac
Carpenter,Big Trouble In Little Engine,Big Trouble In Little China
Snow Tea,Mosquito,Skeeter
Nail,Werewolf Train,Werewolf
Were-fire,Crystal Meth,Nothing
Steam Lizard,Flowerbed,Steam Lizard
Pistachio,Tugtractor,Nothing
Marching Band,Mountain Dew,Nothing
Iron Tractor,Fjord,Tractor
Dinner,Fire Shark,Dinner Shark
Monster,Sand Ski,Sand Ski
Cult,Mount Everest,Sherpa
DNA,Radio Telescope,Alien
Great Wall Of China,Frost Giant,China
Trench,Spaceport,Moon
Sea Lettuce,Space Food,Astronaut
Quack,Tugtractor,Duck
Horseradish,Pisces,Fish
Wet Wedding Ring,Sake,Wet Sake
Mistral,Suntan,Sunburn
Paper Ship,Holy Dandelion Wine,Holy Dandelion Wine
Roll,Witch,Wizard
Fire Plant,Mud Bunny,Dragon
Crabster,Mosquito,Crabster
Jet,Flowerbed,Fighter
Freedom,Smoke Detector,Fire
Riddle,Robin Hood,Riddle Hood
Salamander,Dandylion,Fire
Donald Duck,Apple Car,Steve Jobs
Lung,Cave,Cavefish
Seafood,Bull,Lobster
Dandelion Martini,Amoeba,Amoeba
Crack,Snowpunk,Snowman
Empire,Kratom,Nothing
Mountain Dewshine,Dolly Parton,Mountain Dew
Flamingo,Luau,Hawaii
Tasmania,Acid Rain,Extinction
Steam Goat,Pineapple,Cheese
Flypaper,Peat Bog,Fly
Tiger Shark,River,Crocodile
Locust,Mountain Dewdactyl,Locust
Darth Vader,Liberty Tree,Rebel
Cloud,Cosmos,Star
Canyon,Accord,Canyon
Smoked Duck,Bacon,Smoked Bacon
Captain Jack Sparrow,Sandtitanic,Captain Jack Sparrow
Hurricane,Shark Fin Soup,Sharknado
Pancake,Newspaper,Syrup
Dealer,Bench,Poker
Dove,Monster,Griffin
Tunnel Of Fudge,Spring,Cake
Sand Worm,Candy,Sand Candy
Teahouse,Fire Fjord,Tea
Car Wash,Phoenix Palm,Phoenix
Viper,Cauldron,Elixir
Sulfur,Foggy Goggles,Volcano
Confetti,Fuel,Fireworks
Sodium,Pufferfish,Blowfish
Direction,Moredon,Nothing
The Empire Strikes Back,Crater,Moon
Metropolis,Market,City
Orc,Boom,Orc
Oil Drum,Spudnik,Fuel
Ebb,Apple Tree,Apple
Reflection,Banana Split,Banana Split
Cinder,Baby Dinosaur,Fire
Biofuel,Maldives,Paradise
Van Gogh,Pizza Sushi,Starry Night
Vulcan,Deodorant,Vulcanized Rubber
Gator,Battleship,Crocodile
Pop,Moredon,Soda
Burning Bush,Pineapple Tree,Pineapple
Rainbow Boulder,Steam Surfer,Rainbow Boulder
Martini,Crop Circle,Crop Circle
Steam Castle,Were-log,Steam Engine
Chilli,Sunny,Summer
Surfer,West Wind,Surfing
Drunk,Electric Fish,Electric Eel
Metropolis,Tile,Mosaic
Muddy Tractor,Industrial Revolution,Muddy Tractor
Vape,Ten Commandments,Vape Commandments
Damn,Bricknado,Dam
Ammolite,Geology,Ammonite
Tremor,Snow Cone,Avalanche
Blunt,Flying Marsh Frog,Frogger
Steam Surf Punk,Shroud,Steam Surf Punk
Safe,Cork,Bank
Mjolnir,Flying Pop Tart,Thor
Pentecost,Mower,Lawnmower
Soot,Geysersh,Smoke
Kaleidoscope,Dead,Zombie
Swamp,Bee Train,Bee Swamp
Blog,Dandelion Soup,Blogdandelion Soup
Rocky Mountain,Coughing,Coughing Mountain
Tea Table,Calm,Tea
Space Barbecue,Warehouse,Space Warehouse
Submarine,Space Sashimi,Sushi
Pencil Plant,Steam Tunnel,Steam Engine
Rudolph,Axe,Santa
Rose,Fire Sword,Fire Flower
Watercolor,Sunami,Painting
Irrigation,Venetian,Gondola
Vase,Root,Plant
Rice Field,Chai-tini,Sake
Kite,Wikileaks,Drone
Furnace,Fungus,Mushroom
Party,Yellow Wall,Banana
Cronus,Salt Storm,Titan
Frat Boy,Pandora,Bro Box
Loch,Slushy,Monster
Salmon Run,Corn On The Cob,Nothing
Potamus,Nimbus,Hippopotamus
Fly,Rhea,Zeus
Yak,Brew,Yak Butter Tea
Sandtrap,Hip Hop,Trap
Hay Fever,Mayonnaise,Sneeze
Sodom,Ore,Sodium
Skurfing,Mangrove Swamp,Mangrove Skurfing
Seeds,Surgery,Plant
SteamPunk,Hot Fudge Sundae,Steam Fudge Sundae
Abode,Coconut Milk,Piña Colada
Bog Trap,Teabag,Swamp
Captain America,OCD,Captain Ocd
Boiling Frog,Bottle Ship,Frog Prince
Space Invader,Gouda,Cheese
Lotus,Tornado Castle,Taj Mahal
Snowflake,Balloon Animal,Snowman
Glacier,Steam Town,Steam Punk
Hot Sauce,Taste,Fire
Lost,Lone Wolf,Werewolf
Crayonado,Pan,Crayon
Moonfish,Mud Quixote,Moonfish
Slushy,Vapor,Cloud
Mountain Dew Code Red,Beacon,Mountain Dew Code Red
Fire Tea,Jewel,Ruby
Sandcastle,Rainbow Rock,Rainbow
Boxer,Bomb,Dynamite
Saturn,Onion,Rings
Optimus PRIME,Tuxedo,Optimus Pimp
Fire Train,Kayak,Fire Boat
Dandelion Island,Dirty Rag,Dandelion
Time Bullet,Yin Yang,Time
Dam,Hillbilly,Damn Hillbilly
Flying Rock,Cottage,House
Reverb,Jade,Nothing
Vino,Swamp Tea,Swamp Wine
Sand Monster,Gandalf,Dune
Count Kelp,Leech,Count Dracula
Muddy Wasabi,Puff,Muddy Puff
Airship,Gazelle,Zeppelin
Sperm Whale,Wetware,Moby Dick
Steam Golem,Radio Waves,Radio
Rome,Electric Fence,Gladiator
Ice Bear,Aztec,Penguin
Iceberg,Butterfly,Penguin
Crescent,Seaweed Roll,Sushi
Lasagna,Muddy Crayon,Muddy Lasagna
Sugar,Pasta Factory,Candy
Macintosh,Mudway,Nothing
Dust Tsunami,Fanboy,Dust Tsunami
Santa,Quagmire,Christmas
Quagmire,Flying Carpet,Magic Carpet
Pope,Ice Wine,Ice Pope
Meteorite,Limburger,Moon
Skull,Swale,Cave
Great Wall Of Tractor,Statue of Liberty,Great Wall Of Liberty
Queen,Canal,Canal
River Styx,Catholic Mass,Baptism
Hydroelectric Dam,Rally,Power
Eruption,Chong,Volcano
Woodchips,Lich,Mulch
Crop Circle,Garbage Truck,Alien
Mountain Tsunami,Ursa Minor,Ursa Major
Rubber Duck,Dough,Bread
Nebula,Gondor,Star Wars
Rice Paddy,Sandalwood,Scented Rice
Adobe Flash,Great Wall Of China,China
Snot,Beef,Snotty Beef
Torch,Chemical Weapon,Fire
Peat Bog,Trees,Swamp
Sandpaper,Iceland,Ice
Crumbs,Bobsand,Bread
Pegasus,Dirty Duck,Dirty Pegasus
Holy Bong,Orca Pod,Whale
Jetstream,Space Train,Space Jet
Crayon Eater,Black Sand,Black Hole
Steam Station,Mess,Clean
Anvil,Dusty,Rusty
Plane,Fire Lotus,Jet
Tornado Dragon,Fishbowl,Fish Tornado
Dustbin,Scythe,Grim Reaper
Stinky Volcano,Mermaid,Poseidon
Werewolf,Obama,Werebama
Fire Engine,Crop Train,Fire Truck
Hawaii,Steamplane,Hawaii Five-O
Slave Tsunami,Universe,Nothing
Aeon,Obama,Trump
Seymour,Ale,Beer
Steam,Wolf Pack,Steamroller
Gollum,Sun,Ring
Einstein,Red Dust,Nothing
Time Wave,Sandwolf,Sandwolf
Bigfoot,Birthday,Party
Clan,Olympus,Zeus
Heart,Surf Station,Love
Disneyland,Red Planet,Mars
Hops,Orca Lake,Beer
Big Trouble In Little Engine,Ice Dragon Egg,Ice Dragon
Pork,Pirate,Ham
Crystal Meth,Kangaroo,Kangaroo Jack
Steam Wars,Snoop,Snoop Dogg
Headphones,Help,Headphones
Truth,Telescope,Fact
Dust Weed,Lightning,Dust Bunny
Marijuana,Sawmill,Nothing
Diamond Block,Seedpod,Diamond Seed
Alice,Snow Dragon,Snow Queen
Space Tree,Dust Fish,Space Fish
Cool Tea,Steam Train,Cool Train
Mangrove,Smoker,Cigar
Galaxy,Lasagna,Space
Burning Bush,Fairy Dust,Phoenix
Cb,Spaceship,Alien
Spaghetti,Hot Wine,Italian
Lakers,Gear,Kobe
Piggy,Fresh,Bacon
Rum,Ramp,Rampage
Twister,Lo Pan,Tornado
Watercolor,Steamwolf,Steamwolf
Geysir,Tea Bomb,Tea
Ship,Candy,Pirate
Poplar,Batman,Robin
Aloe Vera,Spider,Spider Plant
Seagull,Dill,Pickle
Electric Lily,Subway,Electric Lily
Irrigation,Sharktopusnado,Sharktopusnado
Fire Station,Sand Castle,Sand Fire Station
Flying Bull,Pop,Miley Cyrus
Pencil,Flat Earth Society,Map
Dirty Duck,Smurf Village,Smurfette
Eclipse,Ice Station,Moon
Bifrost,Bricknado,Thor
Sea Lettuce,Honey Pop,Seaweed
Einstein,Captain High,Captain Einstein
Cloudy Soup,Sphinx,Riddle
Amoeba,Feast,Party
Swimming,Dirty Martini,Swimmini
Oil Tanker,Chaos,Exxon Valdez
Wheat,SteamPunk,Bread
Haunted Mansion,Artificial,Disneyland
Flying Salmon,Mud Bowl,Mud Bowl
Dirt,Vino,Wine
Amoeba,Chocolate Sundae,Amoeba
Steam Tornado,Explosion,Tornado
Ice,Antidote,Water
Tornado Robot,Iced Tea,Tornado
Combustion,Muddy Robocloud,Muddy Robocloud
Mountain Dude,Holy Spirit,Jesus
Tea Table,Carnivore,Tea Party
Firebird,Windshield,Wreck
Dragon,Flying Lotus,Flying Dragon
President,Muddy Sushi,Trump
Metro,Fireplace,Fireman
Leaf Blower,Maple,Leaf Blower
Soot,Leviathan,Smoke
Electric Eel,Super Volcano,Poseidon
Everest,Mudboarder,Yeti
Dandelion Roll,Firebird,Dandelion Roll
Pegasus,Mud Castle,Unicorn
Jetpack,Mechanic,Astronaut
Bushkratom,Drink,Tea
Starfish,Sandstorm Shark,Sandstorm Shark
Sunroof,Fishing Boat,Yacht
