first,second,result
Food Truck,Farmville,Farm Truck
Yacht,Japan,Sumo
Periscope,Zephyr,Submarine
Navigator,Aquarium,Captain Nemo
Meteor Shower,Milestone,Nothing
Groom,Land Shark,Wedding
Cider,Satyr,Dionysus
Axe,Double Axe,Triple Axe
Wooden Space Ship,Library,Nothing
Caduceus,Santa Claus,Doctor
Barley,Fishstick,Nothing
Pokemon,Sand Dollar,Sandshrew
Snowboarding,Tractor Cannon,Nothing
Sharktopus,Wind Farm,Sharktopus
Mudway Station,Marsquake,Nothing
Tempest,Steam Engine,Tornado
John Deere,Chalk,Tractor
Super Mario,Grapevine,Luigi
Sandbox,Whistle,Sandman
Gold,Engine,Train
Brine,Grapevine,Wine
Fire Lily,Fisherman,Fish
Central Park,Aeolus,Wind
Pirate Ship,Space Truck,Space Pirate Ship
Cobra,Wish,Genie
Seeds,Ironman,Ironman
Minecraft,Castle,TNT
Boiling Frog,Fishstick,Fishstick
Pot of Gold,Jupiter,Zeus
Aquarius,Sand Monster,Nothing
Marathon,Odor,Stink
Photoshop,Hippie,Hipster
Europe,Kite,Eagle
Electric Teapot,Wreck,Tesla
Ocean,Pigsty,Pig
Hawaiian Islands,Landslide,Hawaiian Islands
Baby,Ring,Prince
Animal,Safari,Lion
Sherlock,Werephoenix,Werephoenix
Salad,Coconut Water,Salad
Bomb,Poplar,Poplar
Mount Doom,Poison,Sauron
Hashish,Pyramid,Sphinx
Shatter,Sandwitch,Sand
Spirit,Sky Castle,Angel
Oil,Loch,Monster
President,Snowmageddon,Snowden
Soot,Lava Cake,Volcano
Carbonara,Coffee,Nothing
Fart,Mushroom,Toad
Nemo,Pterodactyl,Flying Fish
Ruby,Damn,Garnet
4th of July,Pigasus,Pigasus
Tsunamic,Launch,Tsunami
Steak,Adobe,Brick
Supervolcano,Wheat,Bread
Sharktopus,Monster,Sharktopus
Umbrella,Monkey King,Monkey King
Fishstick,Rust,Fishing Rod
Ice Plant,Super Storm,Snow
Rain,iPad,Rainbow
Tinkerbell,Cannonball,Peter Pan
Snowkite,Eclipse,Solar Eclipse
Feng Shui,Potassium,Nothing
Venus Flytrap,Bait,Fly
Brick,Spock,Vulcan
Zen,Mire,Mizzen
Pirate Ship,Kaleidoscope,Pirate
Lichen,Scotland,Whisky
Butterfly,Sharkcano,Buttershark
Boiling Frog,Space Monkey,Frog Monkey
Bubble,Palm Tree,Island
Seagull,Tutankhamun,Mummy
Wood,Gasoline,Fire
Space Train,Balloon,Space Balloon
Portal,Cloud Trap,Cloud
Hyena,Parrot,Pirate
Dandelion Wine,Sauce,Nothing
Fair,Cold,Nothing
Fire Cone,Destruction,Volcano
Sarcophagus,TNT,Mummy
Alcohol,Jetpack,Drunk
Flying Boat,Dart,Airplane
Steamroller,Reflection,Mirror
Broken,Ice Flower,Ice
Greenhouse,Geyser,Plant
Sea Dragon Egg,Skate,Skate Dragon
Cell,Survivor,Prisoner
Dustpan,Sink,Vacuum
Sherry,Mustard,Dijon
Firekraken,Wind Turbine,Firekraken
Hydrogen,Eagle,Helium
Quasar,Jet Engine,Black Hole
Slave Ship,Theater,Titanic
Garage,Coin,Valet
Mead,Don Quixote,Sancho Panza
Chariot,Surf Station,Surfboard
Fata Morgana,Stench,Morgana
Muddy Teacup,Saltwater,Tea
Blood Moon,Abominable Snowman,Yeti
Steam Lizard,Tarzan,Godzilla
Chimp,Dutch,Monkey
Witch,Prism,Rainbow
Drink,Perfume,Cologne
Popeye,Hobbit,Popeye
Dating,Space Pig,Nothing
Cool,Flat,Ice
Space,Mermaid,Astronaut
Alicorn,Firefighter,Pegasus
Hawaiian Islands,Drunken Dragon,Nothing
Rock Tea,Lawnmower,Stone
Bouillon,Exhaust,Soup
Spice,Landslide,Curry
Grass,Oil Drum,Lawnmower
Ash,Dagger,Cinder
Love Storm,Yak,Yak
Bottle Rocket,Road,Traffic Jam
Rebirth,Kettle,Teapot
Metal,Quetzalcoatl,Aztec
Firework,Anchor,Cannon
Telescope,Sundae,Galaxy
Green Tea,Dynamite,Explosion
Mistletoe,Lens,Camera
Wiper,Ambergris,Whale
Colony,Molotov,Riot
Beacon,Resin,Torch
Moby Dick,Inquisition,Ahab
Ferry,Gun,Pirate
Dandelion Tea,Milk Stone,Nothing
Pacific,Sandwitch,Nothing
Lichen,Amphora,Wine
Tractor Beam,Radish,Nothing
Iced Tea,Spear,Poseidon
Bubble,Pan,Soap
President,Shipwreck,Titanic
Dry,Raisin Bran,Cereal
Solar Power,Sea Serpent,Leviathan
Panel,Submarine,Nothing
Spring,Mr. Potato Head,Potato Cannon
Antimatter,Pirate,Black Hole
Radish,Nessie,Soup
Prisoner,Wood,Stool
Jail,Super Volcano,Prison
Chocolate Pudding,Kingdom,Nothing
Cutlery,Saki,Nothing
Colored Pencil,Road,Nothing
Wood,Frostbite,Ice
Sea Dragon,Cupid,Mermaid
Tea Cup,Radiation,Chernobyl
Navigation,Money Tree,Pirate
Brew,Krakken,Beer
SOS,Constellation,Sos
Apple Pie,Apocalypse,America
Rice Krispies,Pizza,Sushi
Ice Cream Sandwich,Tibet,Dalai Lama
Train Wreck,Pork,Pork Chop
Luke,Doctor Who,Doctor Luke
Saguaro,Saguaro,Cactus
Mount Vesuvius,Solar Storm,Nothing
Fragrance,Centaur,Perfume
Medicine,Hot Fudge,Cough Syrup
Druid,Ape,Monkey
Diamond,Rice Field,Rice
Sandy Claus,Steam Dragon,Santa Claus
Onion,Bridge,Troll
Blowout,Sandalstorm,Sandal
Fish,Pineapple Tree,Pineapple Fish
Prayer,Lunar Dust,Moon
Solar Sail,Thunderbird,Sun
Cook,Solar Car,Chef
Lunar,Moonstone,Moon
Miracle,Map,Treasure
Smile,Dust,Clown
Eel,Tornado,Squid
Space Storm,Windsurfing,Surfing
Spaceman,Muddy Piggy Bank,Piggy Bank
Poop,Space Farm,Nothing
Mississippi,Taz,Mistake
Shadow,Well,Bat
Van Gogh,Aztec,Sunflower
Sweat,Roast,Pig
Acid Rain,Dinosaur,Fossil
Banana Split,Clock,Monkey
School,Fishing Boat,Fish
Vesuvius,Speedboat,Volcano
Transformer,Easter,Optimus Prime
Hermit Crab,Ticket,Crab
Coconut Milk,Wave of Blessings,Nothing
Kitesurfing,Sinking,Kitesinking
Brew,Luke Skywalker,Jedi
Sand Castle,Sky,Sand Castle
Enlightenment,Angel,Buddha
Snowtrain,Dogwood,Nothing
Hydroelectric,Humpback,Whale
Bouquet,Dust Allergy,Sneeze
Apple Pie,Fireplane,Nothing
Calamity,Dinosaur,Meteor
Ice Tea,Loch,Nessie
Windsurfer,Humpback,Whale
Letter,Rust,Post
Fertilizer,Recipe,Cookie
Mountain Dew,Sculpture,Mountain Man
Cork,Hanglider,Wine
